analysis_id,paper_id,candidate_signal,eligibility_decision,exclusion_reason,peer_review_status,evidence_locator,adjudicator,adjudication_date,adjudication_note
assumption_audit,supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,no_signal,pending_expert_adjudication,,ICAART 2026,https://doi.org/10.5220/0014234400004052,,,
coverage_audit,supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,no_signal,pending_expert_adjudication,,ICAART 2026,https://doi.org/10.5220/0014234400004052,,,
attack_landscape,rabieinejad2026alteda,candidate,pending_expert_adjudication,,Information Processing & Management,"ScienceDirect abstract for 800 traces, 31.4% ASR, ~40% early alerts, content-free telemetry, and SHAP attribution; full article architecture/evaluation sections for exact tables. Author signoff required.",,,
defense_landscape,rabieinejad2026alteda,candidate,pending_expert_adjudication,,Information Processing & Management,"ScienceDirect abstract for 800 traces, 31.4% ASR, ~40% early alerts, content-free telemetry, and SHAP attribution; full article architecture/evaluation sections for exact tables. Author signoff required.",,,
benchmark_audit,rabieinejad2026alteda,no_signal,pending_expert_adjudication,,Information Processing & Management,"ScienceDirect abstract for 800 traces, 31.4% ASR, ~40% early alerts, content-free telemetry, and SHAP attribution; full article architecture/evaluation sections for exact tables. Author signoff required.",,,
metric_comparability,rabieinejad2026alteda,candidate,pending_expert_adjudication,,Information Processing & Management,"ScienceDirect abstract for 800 traces, 31.4% ASR, ~40% early alerts, content-free telemetry, and SHAP attribution; full article architecture/evaluation sections for exact tables. Author signoff required.",,,
observer_scope_audit,rabieinejad2026alteda,candidate,pending_expert_adjudication,,Information Processing & Management,"ScienceDirect abstract for 800 traces, 31.4% ASR, ~40% early alerts, content-free telemetry, and SHAP attribution; full article architecture/evaluation sections for exact tables. Author signoff required.",,,
assumption_audit,rabieinejad2026alteda,no_signal,pending_expert_adjudication,,Information Processing & Management,"ScienceDirect abstract for 800 traces, 31.4% ASR, ~40% early alerts, content-free telemetry, and SHAP attribution; full article architecture/evaluation sections for exact tables. Author signoff required.",,,
coverage_audit,rabieinejad2026alteda,candidate,pending_expert_adjudication,,Information Processing & Management,"ScienceDirect abstract for 800 traces, 31.4% ASR, ~40% early alerts, content-free telemetry, and SHAP attribution; full article architecture/evaluation sections for exact tables. Author signoff required.",,,
attack_landscape,yang2026among_us,candidate,pending_expert_adjudication,,ACL,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.,,,
defense_landscape,yang2026among_us,candidate,pending_expert_adjudication,,ACL,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.,,,
benchmark_audit,yang2026among_us,candidate,pending_expert_adjudication,,ACL,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.,,,
metric_comparability,yang2026among_us,candidate,pending_expert_adjudication,,ACL,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.,,,
observer_scope_audit,yang2026among_us,no_signal,pending_expert_adjudication,,ACL,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.,,,
assumption_audit,yang2026among_us,candidate,pending_expert_adjudication,,ACL,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.,,,
coverage_audit,yang2026among_us,candidate,pending_expert_adjudication,,ACL,ACL paper Abstract p. 1; Secs. 2.1–2.2 pp. 2-4; Appendix A.1 p. 14 Table 4.,,,
attack_landscape,hagag2026architecture_matters,candidate,pending_expert_adjudication,,ICML,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.,,,
defense_landscape,hagag2026architecture_matters,no_signal,pending_expert_adjudication,,ICML,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.,,,
benchmark_audit,hagag2026architecture_matters,candidate,pending_expert_adjudication,,ICML,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.,,,
metric_comparability,hagag2026architecture_matters,candidate,pending_expert_adjudication,,ICML,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.,,,
observer_scope_audit,hagag2026architecture_matters,candidate,pending_expert_adjudication,,ICML,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.,,,
assumption_audit,hagag2026architecture_matters,no_signal,pending_expert_adjudication,,ICML,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.,,,
coverage_audit,hagag2026architecture_matters,candidate,pending_expert_adjudication,,ICML,ArXiv Sec. 4 pp. 4-5 and Tables 8-10; Sec. 4.4 p. 5; Secs. 5.1-5.3 pp. 5-8; Sec. 8 p. 9.,,,
attack_landscape,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,no_signal,pending_expert_adjudication,,ACM AsiaCCS 2026,https://doi.org/10.1145/3779208.3785380,,,
defense_landscape,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,no_signal,pending_expert_adjudication,,ACM AsiaCCS 2026,https://doi.org/10.1145/3779208.3785380,,,
benchmark_audit,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,candidate,pending_expert_adjudication,,ACM AsiaCCS 2026,https://doi.org/10.1145/3779208.3785380,,,
metric_comparability,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,no_signal,pending_expert_adjudication,,ACM AsiaCCS 2026,https://doi.org/10.1145/3779208.3785380,,,
observer_scope_audit,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,no_signal,pending_expert_adjudication,,ACM AsiaCCS 2026,https://doi.org/10.1145/3779208.3785380,,,
assumption_audit,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,no_signal,pending_expert_adjudication,,ACM AsiaCCS 2026,https://doi.org/10.1145/3779208.3785380,,,
coverage_audit,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,no_signal,pending_expert_adjudication,,ACM AsiaCCS 2026,https://doi.org/10.1145/3779208.3785380,,,
attack_landscape,yan2026mast,candidate,pending_expert_adjudication,,AAAI,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1.",,,
defense_landscape,yan2026mast,no_signal,pending_expert_adjudication,,AAAI,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1.",,,
benchmark_audit,yan2026mast,no_signal,pending_expert_adjudication,,AAAI,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1.",,,
metric_comparability,yan2026mast,candidate,pending_expert_adjudication,,AAAI,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1.",,,
observer_scope_audit,yan2026mast,candidate,pending_expert_adjudication,,AAAI,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1.",,,
assumption_audit,yan2026mast,no_signal,pending_expert_adjudication,,AAAI,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1.",,,
coverage_audit,yan2026mast,candidate,pending_expert_adjudication,,AAAI,"AAAI PDF Sec. 3.2 p. 3; Secs. 4.1-4.2 pp. 3-5, Fig. 2, Eqs. 10-11; Secs. 5.1-5.2 pp. 5-7, Table 1.",,,
attack_landscape,nother2026badacts,candidate,pending_expert_adjudication,,COLM,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",,,
defense_landscape,nother2026badacts,no_signal,pending_expert_adjudication,,COLM,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",,,
benchmark_audit,nother2026badacts,candidate,pending_expert_adjudication,,COLM,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",,,
metric_comparability,nother2026badacts,candidate,pending_expert_adjudication,,COLM,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",,,
observer_scope_audit,nother2026badacts,candidate,pending_expert_adjudication,,COLM,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",,,
assumption_audit,nother2026badacts,no_signal,pending_expert_adjudication,,COLM,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",,,
coverage_audit,nother2026badacts,candidate,pending_expert_adjudication,,COLM,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",,,
attack_landscape,zhao2026macbench,no_signal,pending_expert_adjudication,,arXiv,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,,,
defense_landscape,zhao2026macbench,no_signal,pending_expert_adjudication,,arXiv,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,,,
benchmark_audit,zhao2026macbench,candidate,pending_expert_adjudication,,arXiv,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,,,
metric_comparability,zhao2026macbench,candidate,pending_expert_adjudication,,arXiv,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,,,
observer_scope_audit,zhao2026macbench,candidate,pending_expert_adjudication,,arXiv,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,,,
assumption_audit,zhao2026macbench,no_signal,pending_expert_adjudication,,arXiv,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,,,
coverage_audit,zhao2026macbench,candidate,pending_expert_adjudication,,arXiv,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,,,
attack_landscape,miao2026blindguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; published PDF Sec. 3 and Fig. 2 for method; Sec. 4.1/Table 1 for attack families/topologies/backbones/metrics.,,,
defense_landscape,miao2026blindguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; published PDF Sec. 3 and Fig. 2 for method; Sec. 4.1/Table 1 for attack families/topologies/backbones/metrics.,,,
benchmark_audit,miao2026blindguard,no_signal,pending_expert_adjudication,,ACL,ACL metadata/abstract; published PDF Sec. 3 and Fig. 2 for method; Sec. 4.1/Table 1 for attack families/topologies/backbones/metrics.,,,
metric_comparability,miao2026blindguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; published PDF Sec. 3 and Fig. 2 for method; Sec. 4.1/Table 1 for attack families/topologies/backbones/metrics.,,,
observer_scope_audit,miao2026blindguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; published PDF Sec. 3 and Fig. 2 for method; Sec. 4.1/Table 1 for attack families/topologies/backbones/metrics.,,,
assumption_audit,miao2026blindguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; published PDF Sec. 3 and Fig. 2 for method; Sec. 4.1/Table 1 for attack families/topologies/backbones/metrics.,,,
coverage_audit,miao2026blindguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; published PDF Sec. 3 and Fig. 2 for method; Sec. 4.1/Table 1 for attack families/topologies/backbones/metrics.,,,
attack_landscape,jha2026control_flow_hijacking,candidate,pending_expert_adjudication,,ICLR,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.,,,
defense_landscape,jha2026control_flow_hijacking,candidate,pending_expert_adjudication,,ICLR,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.,,,
benchmark_audit,jha2026control_flow_hijacking,no_signal,pending_expert_adjudication,,ICLR,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.,,,
metric_comparability,jha2026control_flow_hijacking,candidate,pending_expert_adjudication,,ICLR,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.,,,
observer_scope_audit,jha2026control_flow_hijacking,candidate,pending_expert_adjudication,,ICLR,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.,,,
assumption_audit,jha2026control_flow_hijacking,candidate,pending_expert_adjudication,,ICLR,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.,,,
coverage_audit,jha2026control_flow_hijacking,candidate,pending_expert_adjudication,,ICLR,Full text Sec. 2 p. 2 Figs. 1-3; Sec. 4 pp. 4-5 Fig. 4; Sec. 5 p. 6; Secs. 6.3-6.4 pp. 8-9 Tables 1-3.,,,
attack_landscape,zou2026calbench,no_signal,pending_expert_adjudication,,arXiv,Title/version p. 1; task contract and N/M p. 5; Table 1 and metrics pp. 5-7; one-topology limit p. 8; action semantics pp. 13-14; protocol policies pp. 14-18; metric details pp. 19-20; cohort descriptions pp. 21-22.,,,
defense_landscape,zou2026calbench,no_signal,pending_expert_adjudication,,arXiv,Title/version p. 1; task contract and N/M p. 5; Table 1 and metrics pp. 5-7; one-topology limit p. 8; action semantics pp. 13-14; protocol policies pp. 14-18; metric details pp. 19-20; cohort descriptions pp. 21-22.,,,
benchmark_audit,zou2026calbench,candidate,pending_expert_adjudication,,arXiv,Title/version p. 1; task contract and N/M p. 5; Table 1 and metrics pp. 5-7; one-topology limit p. 8; action semantics pp. 13-14; protocol policies pp. 14-18; metric details pp. 19-20; cohort descriptions pp. 21-22.,,,
metric_comparability,zou2026calbench,candidate,pending_expert_adjudication,,arXiv,Title/version p. 1; task contract and N/M p. 5; Table 1 and metrics pp. 5-7; one-topology limit p. 8; action semantics pp. 13-14; protocol policies pp. 14-18; metric details pp. 19-20; cohort descriptions pp. 21-22.,,,
observer_scope_audit,zou2026calbench,no_signal,pending_expert_adjudication,,arXiv,Title/version p. 1; task contract and N/M p. 5; Table 1 and metrics pp. 5-7; one-topology limit p. 8; action semantics pp. 13-14; protocol policies pp. 14-18; metric details pp. 19-20; cohort descriptions pp. 21-22.,,,
assumption_audit,zou2026calbench,candidate,pending_expert_adjudication,,arXiv,Title/version p. 1; task contract and N/M p. 5; Table 1 and metrics pp. 5-7; one-topology limit p. 8; action semantics pp. 13-14; protocol policies pp. 14-18; metric details pp. 19-20; cohort descriptions pp. 21-22.,,,
coverage_audit,zou2026calbench,candidate,pending_expert_adjudication,,arXiv,Title/version p. 1; task contract and N/M p. 5; Table 1 and metrics pp. 5-7; one-topology limit p. 8; action semantics pp. 13-14; protocol policies pp. 14-18; metric details pp. 19-20; cohort descriptions pp. 21-22.,,,
attack_landscape,wu2026cia,candidate,pending_expert_adjudication,,ACL,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.,,,
defense_landscape,wu2026cia,no_signal,pending_expert_adjudication,,ACL,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.,,,
benchmark_audit,wu2026cia,no_signal,pending_expert_adjudication,,ACL,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.,,,
metric_comparability,wu2026cia,candidate,pending_expert_adjudication,,ACL,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.,,,
observer_scope_audit,wu2026cia,candidate,pending_expert_adjudication,,ACL,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.,,,
assumption_audit,wu2026cia,no_signal,pending_expert_adjudication,,ACL,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.,,,
coverage_audit,wu2026cia,candidate,pending_expert_adjudication,,ACL,PDF Sec. 3 pp. 3-4; Sec. 4 pp. 4-7; Sec. 5 pp. 8-10 and main result tables.,,,
attack_landscape,nakamura2026colosseum,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract, sections 4-5, metric equations, environment and results sections",,,
defense_landscape,nakamura2026colosseum,no_signal,pending_expert_adjudication,,arXiv,"arXiv abstract, sections 4-5, metric equations, environment and results sections",,,
benchmark_audit,nakamura2026colosseum,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract, sections 4-5, metric equations, environment and results sections",,,
metric_comparability,nakamura2026colosseum,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract, sections 4-5, metric equations, environment and results sections",,,
observer_scope_audit,nakamura2026colosseum,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract, sections 4-5, metric equations, environment and results sections",,,
assumption_audit,nakamura2026colosseum,no_signal,pending_expert_adjudication,,arXiv,"arXiv abstract, sections 4-5, metric equations, environment and results sections",,,
coverage_audit,nakamura2026colosseum,candidate,pending_expert_adjudication,,arXiv,"arXiv abstract, sections 4-5, metric equations, environment and results sections",,,
attack_landscape,arif2026conjunctive,candidate,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG.",,,
defense_landscape,arif2026conjunctive,no_signal,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG.",,,
benchmark_audit,arif2026conjunctive,candidate,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG.",,,
metric_comparability,arif2026conjunctive,candidate,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG.",,,
observer_scope_audit,arif2026conjunctive,no_signal,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG.",,,
assumption_audit,arif2026conjunctive,candidate,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG.",,,
coverage_audit,arif2026conjunctive,candidate,pending_expert_adjudication,,ACL,"Abstract, PDF p. 1; threat model and routing composition, PDF p. 1 onward; experimental tables for clean, single-fragment, and combined conditions; topology tables for star, chain, and DAG.",,,
attack_landscape,zhou2026corba,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF p. 1 onward; metric definition and experiment tables, including topology results and repeated-run description; defense comparison section.",,,
defense_landscape,zhou2026corba,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF p. 1 onward; metric definition and experiment tables, including topology results and repeated-run description; defense comparison section.",,,
benchmark_audit,zhou2026corba,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF p. 1 onward; metric definition and experiment tables, including topology results and repeated-run description; defense comparison section.",,,
metric_comparability,zhou2026corba,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF p. 1 onward; metric definition and experiment tables, including topology results and repeated-run description; defense comparison section.",,,
observer_scope_audit,zhou2026corba,no_signal,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF p. 1 onward; metric definition and experiment tables, including topology results and repeated-run description; defense comparison section.",,,
assumption_audit,zhou2026corba,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF p. 1 onward; metric definition and experiment tables, including topology results and repeated-run description; defense comparison section.",,,
coverage_audit,zhou2026corba,candidate,pending_expert_adjudication,,Findings of ACL,"Abstract and threat model, PDF p. 1 onward; metric definition and experiment tables, including topology results and repeated-run description; defense comparison section.",,,
attack_landscape,milkowski2026amongus,no_signal,pending_expert_adjudication,,AAMAS,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",,,
defense_landscape,milkowski2026amongus,no_signal,pending_expert_adjudication,,AAMAS,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",,,
benchmark_audit,milkowski2026amongus,candidate,pending_expert_adjudication,,AAMAS,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",,,
metric_comparability,milkowski2026amongus,candidate,pending_expert_adjudication,,AAMAS,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",,,
observer_scope_audit,milkowski2026amongus,no_signal,pending_expert_adjudication,,AAMAS,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",,,
assumption_audit,milkowski2026amongus,no_signal,pending_expert_adjudication,,AAMAS,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",,,
coverage_audit,milkowski2026amongus,candidate,pending_expert_adjudication,,AAMAS,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",,,
attack_landscape,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,no_signal,pending_expert_adjudication,,AI and Ethics,https://doi.org/10.1007/s43681-026-01048-9,,,
defense_landscape,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,no_signal,pending_expert_adjudication,,AI and Ethics,https://doi.org/10.1007/s43681-026-01048-9,,,
benchmark_audit,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,candidate,pending_expert_adjudication,,AI and Ethics,https://doi.org/10.1007/s43681-026-01048-9,,,
metric_comparability,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,no_signal,pending_expert_adjudication,,AI and Ethics,https://doi.org/10.1007/s43681-026-01048-9,,,
observer_scope_audit,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,no_signal,pending_expert_adjudication,,AI and Ethics,https://doi.org/10.1007/s43681-026-01048-9,,,
assumption_audit,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,no_signal,pending_expert_adjudication,,AI and Ethics,https://doi.org/10.1007/s43681-026-01048-9,,,
coverage_audit,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,no_signal,pending_expert_adjudication,,AI and Ethics,https://doi.org/10.1007/s43681-026-01048-9,,,
attack_landscape,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,no_signal,pending_expert_adjudication,,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,,,
defense_landscape,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,candidate,pending_expert_adjudication,,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,,,
benchmark_audit,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,candidate,pending_expert_adjudication,,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,,,
metric_comparability,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,no_signal,pending_expert_adjudication,,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,,,
observer_scope_audit,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,no_signal,pending_expert_adjudication,,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,,,
assumption_audit,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,no_signal,pending_expert_adjudication,,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,,,
coverage_audit,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,no_signal,pending_expert_adjudication,,Chinese Journal of Aeronautics,https://doi.org/10.1016/j.cja.2025.103779,,,
attack_landscape,yan2026evo_attacker,candidate,pending_expert_adjudication,,ACL,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.,,,
defense_landscape,yan2026evo_attacker,no_signal,pending_expert_adjudication,,ACL,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.,,,
benchmark_audit,yan2026evo_attacker,no_signal,pending_expert_adjudication,,ACL,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.,,,
metric_comparability,yan2026evo_attacker,candidate,pending_expert_adjudication,,ACL,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.,,,
observer_scope_audit,yan2026evo_attacker,candidate,pending_expert_adjudication,,ACL,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.,,,
assumption_audit,yan2026evo_attacker,no_signal,pending_expert_adjudication,,ACL,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.,,,
coverage_audit,yan2026evo_attacker,candidate,pending_expert_adjudication,,ACL,PDF Sec. 2 pp. 2-3; Fig. 1; Sec. 4.1 p. 4; Table 1 pp. 5; Table 2 pp. 5-6; Sec. 4.5; Limitations p. 8.,,,
attack_landscape,pan2026xgguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; PDF Sec. 3 and Fig. 2 for architecture; Sec. 4.1/Table 1 for setup/topologies/attack surfaces.,,,
defense_landscape,pan2026xgguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; PDF Sec. 3 and Fig. 2 for architecture; Sec. 4.1/Table 1 for setup/topologies/attack surfaces.,,,
benchmark_audit,pan2026xgguard,no_signal,pending_expert_adjudication,,ACL,ACL metadata/abstract; PDF Sec. 3 and Fig. 2 for architecture; Sec. 4.1/Table 1 for setup/topologies/attack surfaces.,,,
metric_comparability,pan2026xgguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; PDF Sec. 3 and Fig. 2 for architecture; Sec. 4.1/Table 1 for setup/topologies/attack surfaces.,,,
observer_scope_audit,pan2026xgguard,candidate,pending_expert_adjudication,,ACL,ACL metadata/abstract; PDF Sec. 3 and Fig. 2 for architecture; Sec. 4.1/Table 1 for setup/topologies/attack surfaces.,,,
