work_key,title,previous_membership,human_scope_decision,adjudicated_membership,previous_contribution,human_contribution_decision,adjudicated_contribution,reviewer,reviewed_at,decision_scope,source_evidence_verified,human_notes,adjudication_note
arxiv:2605.08321,LLM Wardens: Mitigating Adversarial Persuasion with Third-Party Conversational Oversight,set2_emerging,exclude,screened_out,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.6253390,Market-Consistent and Secure Demand Response in Storage-Rich Integrated Energy Systems Under Uncertainty and Hybrid Cyberattacks: A Large Language Model-Guided Multi-Agent Deep Reinforcement Learning Approach,set2_emerging,exclude,screened_out,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.7181662,MedAgentNet: Federated Multi-Agent AI for Privacy-Preserving Cross-Departmental Clinical Intelligence,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.19244877,Memetic Cascade Detection and Symbolic Immunity in Multi-Agent LLM Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2606.30602,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,set2_emerging,accept,set2_emerging,attack,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.6734798,"Multi-Agent Orchestration: Coordination, Trust, and Cascading Failures",set2_emerging,accept,set2_emerging,general,survey,survey,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=survey. This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.7127218,"Nexus Protocol: A Cryptographically Secure, Zero-Latency Semantic Routing Engine for Multi-Agent Systems",set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2605.12240,No Action Without a NOD: A Heterogeneous Multi-Agent Architecture for Reliable Service Agents,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,set2_emerging,accept,set2_emerging,attack,survey,survey,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=survey. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.19628588,Pratyahara: A Neural Tissue Defense Model for Detecting Compromised Agents in Multi-Agent Networks,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2601.13186,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2604.17774,Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents,set2_emerging,accept,set2_emerging,attack,general,general,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=general. This classification signoff does not assert source/evidence verification.
arxiv:2605.16346,PropGuard: Safeguarding LLM-MAS via Propagation-Aware Exploration and Remediation,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.20162877,Protocol-Layer Governance for LLM Agents: Identity-Bound Oversight with Zero-Modification Deployment and Multi-Hop Authority Propagation,set2_emerging,move_set3,set3_context,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
arxiv:2606.15024,Resilient Consensus in Agentic AI,set2_emerging,exclude,screened_out,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.7067276,Robotic Environment Manipulation Agents (REMA): A Proactive Multi-Agent Framework for Robust,set2_emerging,accept,set2_emerging,attack,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2605.09076,Robust Multi-Agent LLMs under Byzantine Faults,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2606.15008,Security Engineering of OpenClaw: Analyzing Attack Surface Expansion and Trust-Boundary Violations,set2_emerging,accept,set2_emerging,attack,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.20834834,Semantic Taint Propagation: Embedding-Based Semantic Flow Monitoring for Multi-Agent Large Language Model Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2604.02767,SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2606.07940,SGTO-MAS: Secure Gorilla Troops Optimization for Multi-Agent LLM Systems,set2_emerging,accept,set2_emerging,defense,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
arxiv:2606.12709,"Smarter Saboteurs, Better Fixers: Scaling&Security in Linear Multi-Agent Workflows",set2_emerging,accept,set2_emerging,evaluation,general,general,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=general. This classification signoff does not assert source/evidence verification.
arxiv:2603.29846,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2605.16746,State Contamination in Memory-Augmented LLM Agents,set2_emerging,move_set3,set3_context,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=attack. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.20678936,Switchboard: An Attention-Budgeted Human-in-the-Loop Interrupt Router for Multi-Agent Systems,set2_emerging,move_set3,set3_context,defense,,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (defense). This classification signoff does not assert source/evidence verification.
arxiv:2605.17480,The Capability Paradox: How Smarter Auditors Make Multi-Agent Systems Less Secure,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,set2_emerging,accept,set2_emerging,attack,defense,defense,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=defense. This classification signoff does not assert source/evidence verification.
doi:10.33767/osf.io/sjtp2_v1,The Spiral of Attention: How Disruptive Agents Centralize Multi-Agent AI Deliberation Networks,set2_emerging,exclude,screened_out,attack,,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=exclude; contribution decision=retained previous value (attack). This classification signoff does not assert source/evidence verification.
arxiv:2606.28425,Tool Use Enables Undetectable Steganography in Multi-Agent LLM Systems,set2_emerging,move_set3,set3_context,attack,,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (attack). This classification signoff does not assert source/evidence verification.
arxiv:2605.06812,Towards Security-Auditable LLM Agents: A Unified Graph Representation,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2603.15408,TrinityGuard: A Unified Framework for Safeguarding Multi-Agent Systems,set2_emerging,accept,set2_emerging,defense,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,set2_emerging,accept,set2_emerging,defense,general,general,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=general. This classification signoff does not assert source/evidence verification.
arxiv:2605.27593,Voluntary Collusion with Secret Tools in Competing LLM Agents,set2_emerging,move_set3,set3_context,attack,,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=move_set3; contribution decision=retained previous value (attack). This classification signoff does not assert source/evidence verification.
doi:10.2139/ssrn.7218206,Vulnerabilities in Autonomous Execution: A Survey of Security Threats and Defenses in LLM-driven Multi-Agent Systems,set2_emerging,accept,set2_emerging,survey,survey,survey,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=survey. This classification signoff does not assert source/evidence verification.
arxiv:2603.11132,WebWeaver: Breaking Topology Confidentiality in LLM Multi-Agent Systems with Stealthy Context-Based Inference,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
arxiv:2605.08460,When Child Inherits: Modeling and Exploiting Subagent Spawn in Multi-Agent Networks,set2_emerging,accept,set2_emerging,attack,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
arxiv:2606.28958,When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration,set2_emerging,accept,set2_emerging,attack,attack,attack,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=attack. This classification signoff does not assert source/evidence verification.
doi:10.5281/zenodo.18902320,Algorithmic Cowardice: Cognitive Dissonance and Moral Conformity in Multi-Agent LLM Interactions,set2_emerging,accept,set2_emerging,evaluation,evaluation,evaluation,expiol,2026-08-21,membership_and_dominant_contribution_only,no,,Human scope decision=accept; contribution decision=evaluation. This classification signoff does not assert source/evidence verification.
