severity,global_priority,paper_id,title,review_track,field_or_category,current_coding,recommended_correction,rationale,evidence_source,author_signoff_required
high,84,juneja2025magpie,MAGPIE: A benchmark for Multi-AGent contextual PrIvacy Evaluation,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Do not mix 158-scenario, GPT-4o/Claude numbers from arXiv 2506.20737 with GPT-5/Gemini numbers from 2510.15186.",Authors report 200 tasks and model-specific leakage. Treating manipulation as a condition rather than a separate attack paper is corpus interpretation.,NeurIPS workshop abstract; repository note dataset/method pp.3-5 and results pp.6-9,yes
medium,85,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Keep arXiv-only status and do not imply ICLR acceptance.,Explicit malicious-member attack and topology-aware defense in an LLM MAS.,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",yes
medium,85,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Code primary role as benchmark/evaluation, not attack.",Authors report SharedPool most vulnerable and decentralized most resistant in their setup. Generalizing topology ranking beyond this five-agent medical benchmark would be corpus overreach.,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",yes
medium,85,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Preserve five-agent and medical-domain scope for topology conclusions.,Authors report SharedPool most vulnerable and decentralized most resistant in their setup. Generalizing topology ranking beyond this five-agent medical benchmark would be corpus overreach.,"Paper Abstract and sections 3-5; Table 1, Figure 2, Tables 2-3; repository note lists pages 1,4-7",yes
medium,86,an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Primary category should be benchmark/evaluation, not attack.",The benchmark is explicitly about cascading injection in LLM MAS.,"ACL paper Abstract and section 4, section 5.1; 1,356 cases, six implementations, metric definitions",yes
medium,86,an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Split claims by objective.,Authors claim architecture roles matter beyond topology and defense transfer is limited. Mapping each objective to separate global properties is corpus interpretation.,"ACL paper Abstract and section 4, section 5.1; 1,356 cases, six implementations, metric definitions",yes
medium,86,an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Record per-system agent count/topology.,Authors claim architecture roles matter beyond topology and defense transfer is limited. Mapping each objective to separate global properties is corpus interpretation.,"ACL paper Abstract and section 4, section 5.1; 1,356 cases, six implementations, metric definitions",yes
medium,86,an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Do not compare ASR, DSR, and PSR as one quantity.",Authors claim architecture roles matter beyond topology and defense transfer is limited. Mapping each objective to separate global properties is corpus interpretation.,"ACL paper Abstract and section 4, section 5.1; 1,356 cases, six implementations, metric definitions",yes
high,87,elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Use final title and author order.,The primary object is cross-channel confidentiality in LLM MAS.,"IEEE/arXiv Tables 8, 10-15; Figures 3-5; main benchmark and methods sections",yes
high,87,elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Distinguish 41.7 percentage-point hidden-leakage event from “41.7% of all violations” unless denominator wording is exact.,"Authors explicitly report C2 68.8%, C1 27.2%, total exposure 68.9%, and H1 41.7%. The statement that final-output auditing cannot certify whole-system confidentiality is a supported corpus synthesis, but only within the coordinator-worker setting.","IEEE/arXiv Tables 8, 10-15; Figures 3-5; main benchmark and methods sections",yes
high,87,elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Keep channel rates, union exposure, and attack-family ASR separate.","Authors explicitly report C2 68.8%, C1 27.2%, total exposure 68.9%, and H1 41.7%. The statement that final-output auditing cannot certify whole-system confidentiality is a supported corpus synthesis, but only within the coordinator-worker setting.","IEEE/arXiv Tables 8, 10-15; Figures 3-5; main benchmark and methods sections",yes
high,88,nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Use accepted title and 937-action/five-environment counts only.,"Explicit adversarial member, harmful tool-mediated actions, and multiple MAS architectures, though some environments may not be equally multiagent.","Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",yes
high,88,nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Primary category benchmark/evaluation.,Authors report frequent manipulation and stronger guardian performance than prompt warnings. Mapping heterogeneous harms to several failure properties requires claim-level corpus coding.,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",yes
high,88,nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Do not mix earlier-version counts or treat all environments as identical MAS configurations.,Authors report frequent manipulation and stronger guardian performance than prompt warnings. Mapping heterogeneous harms to several failure properties requires claim-level corpus coding.,"Accepted paper contribution list p.2, threat model/Figure 1, benchmark design and ethics/reproducibility sections",yes
high,89,zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Do not code whole paper as core MAS security.,"Procedural compliance, authorization, privacy, and trace integrity are security-relevant, but the work is not exclusively MAS and many violations are governance/compliance rather than adversarial security.",arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,yes
high,89,zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Separate security rules from general compliance.,Authors frame non-compliance as Goodhart-style behavior. Treating it as multiagent security must be limited to MAS-specific traces and security-relevant rules.,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,yes
high,89,zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Record MG/CSR formulas and denominators precisely.,Authors frame non-compliance as Goodhart-style behavior. Treating it as multiagent security must be limited to MAS-specific traces and security-relevant rules.,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,yes
high,89,zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Avoid “strategic” intent claims beyond observed behavior.,Authors frame non-compliance as Goodhart-style behavior. Treating it as multiagent security must be limited to MAS-specific traces and security-relevant rules.,arXiv sections 3-4; 847 atomic rules; Tables 2-5; metric equations; architecture ablation,yes
critical,90,zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Resolve four-author arXiv metadata versus five-author PDF title-block conflict.,"The benchmark primarily studies coordination, cost, fairness, and communication; privacy leakage is one first-class metric but no adversary is required.","arXiv HTML lines 11-23, 50-80, 82-131; Table 1 and metric equations",yes
critical,90,zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Replace vague N/M notation with canonical N=5, M=5 in main suite.",Authors explicitly frame CalBench as necessarily decentralized. Coding it as security_relevant rather than core attack evidence is corpus interpretation.,"arXiv HTML lines 11-23, 50-80, 82-131; Table 1 and metric equations",yes
critical,90,zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Do not call Table 1 N=135/45 “number of agents”; it is evaluated seats.,Authors explicitly frame CalBench as necessarily decentralized. Coding it as security_relevant rather than core attack evidence is corpus interpretation.,"arXiv HTML lines 11-23, 50-80, 82-131; Table 1 and metric equations",yes
medium,91,nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Primary category benchmark/evaluation.,"Collusion, secret channels, and collective objective degradation are inherently multiagent security/safety properties.","arXiv abstract, sections 4-5, metric equations, environment and results sections",yes
medium,91,nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Do not claim most models spontaneously collude without the secret-channel and objective conditions.,Authors distinguish “collusion on paper” from action-level collusion. Treating action regret as stronger evidence than transcript intent is supported but environment-specific.,"arXiv abstract, sections 4-5, metric equations, environment and results sections",yes
medium,91,nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Separate textual intent from action-level regret.,Authors distinguish “collusion on paper” from action-level collusion. Treating action regret as stronger evidence than transcript intent is supported but environment-specific.,"arXiv abstract, sections 4-5, metric equations, environment and results sections",yes
medium,92,milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,"Primary category evaluation, not attack.","It is a social-deception evaluation in a game with assigned adversarial roles, not a general technical attack or defense study.","AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",yes
medium,92,milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Preserve finding that deception was strategically limited; do not cite as evidence of highly effective autonomous deception.,Authors report equivocation increases under pressure but rarely improves wins. Calling this an “attack” would be corpus overreach; it is assigned-role behavioral evidence.,"AAMAS paper abstract/methods/results; 1,100 games, >1M tokens, falsification/equivocation coding",yes
medium,93,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Primary category benchmark/evaluation.,Explicit adversarial harmful prompts and architecture-dependent harmful execution in LLM MAS.,"Workshop/arXiv Abstract, sections 3-5, Figure 3, main tables",yes
medium,93,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Do not call DHARMA a single metric without explaining categories.,"Authors identify atomic delegation, missing fallbacks, and no re-evaluation as weak links. Generalizing beyond the five architectures requires caution.","Workshop/arXiv Abstract, sections 3-5, Figure 3, main tables",yes
medium,93,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Distinguish architecture count from agent count.,"Authors identify atomic delegation, missing fallbacks, and no re-evaluation as weak links. Generalizing beyond the five architectures requires caution.","Workshop/arXiv Abstract, sections 3-5, Figure 3, main tables",yes
medium,93,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Label workshop status.,"Authors identify atomic delegation, missing fallbacks, and no re-evaluation as weak links. Generalizing beyond the five architectures requires caution.","Workshop/arXiv Abstract, sections 3-5, Figure 3, main tables",yes
high,94,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Primary category should be benchmark rather than attack.,"The benchmark directly evaluates a malicious member, collective degradation, observer evasion, and post-shift defense adaptation.",arXiv abstract; method and benchmark sections; Figure 1; dataset split and adaptation result tables. Exact page/table locators require final author signoff.,yes
high,94,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,"Do not treat zero-shot F1, recalibration score, and collective task degradation as one metric.","Authors explicitly claim 27,804 instances, 240 strategies, 20-example recalibration, 8x adaptation separation, and 20x faster convergence. Calling the result a general MAS security law would be corpus overreach; it is a strong adaptive-evaluation case study.",arXiv abstract; method and benchmark sections; Figure 1; dataset split and adaptation result tables. Exact page/table locators require final author signoff.,yes
high,94,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Verify exact collective size and table locators before manuscript use.,"Authors explicitly claim 27,804 instances, 240 strategies, 20-example recalibration, 8x adaptation separation, and 20x faster convergence. Calling the result a general MAS security law would be corpus overreach; it is a strong adaptive-evaluation case study.",arXiv abstract; method and benchmark sections; Figure 1; dataset split and adaptation result tables. Exact page/table locators require final author signoff.,yes
high,95,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Primary category must be benchmark/evaluation, not defense.",It directly benchmarks detection and containment of compromised nodes in LLM MAS communication graphs.,arXiv abstract; architecture Figure 2; training-data-generation and defense-benchmarking sections; main result tables,yes
high,95,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Separate detection quality from recovered task utility and token cost.,Authors explicitly state that GAMMAF is not a new defense. Coding node isolation as containment and graph visibility as a defense assumption is corpus interpretation.,arXiv abstract; architecture Figure 2; training-data-generation and defense-benchmarking sections; main result tables,yes
high,95,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Record exact graph sizes and denominators before quantitative synthesis.,Authors explicitly state that GAMMAF is not a new defense. Coding node isolation as containment and graph visibility as a defense assumption is corpus interpretation.,arXiv abstract; architecture Figure 2; training-data-generation and defense-benchmarking sections; main result tables,yes
high,96,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Primary category benchmark/evaluation.,The paper explicitly targets adversarial local-to-global harm amplification in a seven-agent LLM system.,arXiv abstract and lines 104-124 of HTML; methodology sections 3.1-3.2; Tables 1 and 3-5; trace and metric definitions,yes
high,96,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,"Keep ASR, malicious impact, global harm, and amplification separate.",The local/global harm ratio and regime-specific results are author claims. Treating HARP as evidence that all MAS amplify harm would be overgeneralization.,arXiv abstract and lines 104-124 of HTML; methodology sections 3.1-3.2; Tables 1 and 3-5; trace and metric definitions,yes
high,96,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Do not compare HARP's ratio with population infection metrics.,The local/global harm ratio and regime-specific results are author claims. Treating HARP as evidence that all MAS amplify harm would be overgeneralization.,arXiv abstract and lines 104-124 of HTML; methodology sections 3.1-3.2; Tables 1 and 3-5; trace and metric definitions,yes
high,96,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,State seven specialists precisely rather than generic 'seven-agent workflow' if router/gate counting matters.,The local/global harm ratio and regime-specific results are author claims. Treating HARP as evidence that all MAS amplify harm would be overgeneralization.,arXiv abstract and lines 104-124 of HTML; methodology sections 3.1-3.2; Tables 1 and 3-5; trace and metric definitions,yes
medium,97,olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,"Primary category benchmark/evaluation, not attack.","It measures deception capability and peer detection in controlled games, but the malicious objective is assigned by the benchmark rather than arising from a deployment attack.","AAAI published paper, framework and evaluation sections, scenario table, main results tables, pp. 37802-37809",yes
medium,97,olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,"Separate propensity to defect, skill at deception, and peer detection.",Authors explicitly measure three behavioral axes. Coding the work as security_relevant rather than core attack evidence is corpus interpretation.,"AAAI published paper, framework and evaluation sections, scenario table, main results tables, pp. 37802-37809",yes
medium,97,olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Do not describe induced game behavior as spontaneous collusion.,Authors explicitly measure three behavioral axes. Coding the work as security_relevant rather than core attack evidence is corpus interpretation.,"AAAI published paper, framework and evaluation sections, scenario table, main results tables, pp. 37802-37809",yes
medium,100,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Primary category benchmark/evaluation.,Role-targeted prompt injection directly tests security of a two-agent planner-executor architecture.,"Findings EACL Abstract, sections 3-4, Figure 1, main tables, pp. 4547-4567",yes
medium,100,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,State one planner plus one executor.,Authors explicitly show role and memory dependence. Generalizing to arbitrary MAS topologies is not supported.,"Findings EACL Abstract, sections 3-4, Figure 1, main tables, pp. 4547-4567",yes
medium,100,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Do not call role position a graph topology result.,Authors explicitly show role and memory dependence. Generalizing to arbitrary MAS topologies is not supported.,"Findings EACL Abstract, sections 3-4, Figure 1, main tables, pp. 4547-4567",yes
medium,100,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=evaluation,Keep withdrawn arXiv out of canonical counts.,Authors explicitly show role and memory dependence. Generalizing to arbitrary MAS topologies is not supported.,"Findings EACL Abstract, sections 3-4, Figure 1, main tables, pp. 4547-4567",yes
medium,101,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,"Primary category system demonstration/evaluation, not attack.","It probes collusion, resource overreach, drift, and strategic misreporting, but includes broad emergent risk and reliability concerns beyond adversarial security.","ACL demo Abstract, sections 2-4, Figure 1, pp. 167-177",yes
medium,101,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Do not aggregate four probe families into one risk metric.,Authors explicitly define the five-part experiment model and four probes. Treating the toolkit as comprehensive security coverage would be overreach.,"ACL demo Abstract, sections 2-4, Figure 1, pp. 167-177",yes
medium,101,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Keep security-relevant scope rather than blanket core security.,Authors explicitly define the five-part experiment model and four probes. Treating the toolkit as comprehensive security coverage would be overreach.,"ACL demo Abstract, sections 2-4, Figure 1, pp. 167-177",yes
medium,102,kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Primary category benchmark/evaluation.,"The benchmark explicitly measures adversarial confidentiality, integrity, availability, tool, identity, and execution failures in LLM MAS.","ACL Abstract, section 5/5.1, Table 3 and results tables, pp. 31238-31268",yes
medium,102,kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Change scope to core security.,Authors explicitly report benchmark scale and ERS. Treating ERS as a general MAS robustness metric is unsupported.,"ACL Abstract, section 5/5.1, Table 3 and results tables, pp. 31238-31268",yes
medium,102,kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,"Preserve separate ASR, TSR, and ERS definitions.",Authors explicitly report benchmark scale and ERS. Treating ERS as a general MAS robustness metric is unsupported.,"ACL Abstract, section 5/5.1, Table 3 and results tables, pp. 31238-31268",yes
medium,102,kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Do not infer population propagation from task-level ASR.,Authors explicitly report benchmark scale and ERS. Treating ERS as a general MAS robustness metric is unsupported.,"ACL Abstract, section 5/5.1, Table 3 and results tables, pp. 31238-31268",yes
medium,103,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,"Primary category evaluation/benchmark, not attack.",The work audits value propagation and collective susceptibility but uses controlled perturbations without a deployment adversary.,"arXiv Abstract, sections 2-5, Table 1, Figures 2 and 4-7",yes
medium,103,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Keep agent susceptibility and system susceptibility separate.,Authors explicitly separate agent and system susceptibility. Coding it as objective-integrity evidence rather than a security attack is corpus interpretation.,"arXiv Abstract, sections 2-5, Table 1, Figures 2 and 4-7",yes
medium,103,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=evaluation,Scope should remain security-relevant rather than core attack evidence.,Authors explicitly separate agent and system susceptibility. Coding it as objective-integrity evidence rather than a security attack is corpus interpretation.,"arXiv Abstract, sections 2-5, Table 1, Figures 2 and 4-7",yes
high,104,allegrini2025formalizing,"Formalizing the Safety, Security, and Functional Properties of Agentic AI Systems",cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=general,Change primary category from generic general/core-security to theoretical framework with security-relevant scope.,It formalizes cross-protocol safety/security properties but is broader than LLM-MAS security and includes agent-tool composition.,"arXiv Abstract; formal model and property sections, pp. 3-8 in the corpus note; property definitions and architecture figure",yes
high,104,allegrini2025formalizing,"Formalizing the Safety, Security, and Functional Properties of Agentic AI Systems",cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=general,Record 31 formal properties precisely.,Authors explicitly define two models and temporal-logic properties. Treating this as evidence that deployed systems violate them is unsupported.,"arXiv Abstract; formal model and property sections, pp. 3-8 in the corpus note; property definitions and architecture figure",yes
high,104,allegrini2025formalizing,"Formalizing the Safety, Security, and Functional Properties of Agentic AI Systems",cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=general,Do not treat formal expressiveness as empirical attack or defense coverage.,Authors explicitly define two models and temporal-logic properties. Treating this as evidence that deployed systems violate them is unsupported.,"arXiv Abstract; formal model and property sections, pp. 3-8 in the corpus note; property definitions and architecture figure",yes
medium,106,hu2025responsibility,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=general,"Keep as general/position related work, not attack or defense evidence.",The position paper includes adversarial vulnerability and global oversight but is primarily responsible-AI/governance theory.,"arXiv Abstract; framework sections on agreement, uncertainty, security, and governance",yes
medium,106,hu2025responsibility,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=general,Do not cite as empirical proof of collective drift prevalence.,The global-responsibility thesis is explicit. Mapping it to objective-integrity and observer-scope categories is corpus interpretation.,"arXiv Abstract; framework sections on agreement, uncertainty, security, and governance",yes
high,107,anbiaee2026protocols,"Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP, A2A, Agora, and ANP",cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=general,"Primary category is threat modeling/comparative study, not attack.","Protocol security is directly relevant, but the four-protocol corpus is not exclusively multiagent and includes a tool protocol.",arXiv Abstract; protocol architecture and comparison sections; twelve-risk tables; MCP measurement case study,yes
high,107,anbiaee2026protocols,"Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP, A2A, Agora, and ANP",cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=general,Downgrade blanket core-MAS scope to security-relevant mixed scope.,Authors explicitly present systematic protocol analysis and a measurement case. Classifying MCP as mixed rather than pure MAS is corpus interpretation.,arXiv Abstract; protocol architecture and comparison sections; twelve-risk tables; MCP measurement case study,yes
high,107,anbiaee2026protocols,"Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP, A2A, Agora, and ANP",cross_category,metadata/scope/category/evidence/metric,scope=core_security; category=general,Add the measurement-driven MCP case study omitted from the current note.,Authors explicitly present systematic protocol analysis and a measurement case. Classifying MCP as mixed rather than pure MAS is corpus interpretation.,arXiv Abstract; protocol architecture and comparison sections; twelve-risk tables; MCP measurement case study,yes
high,108,yu2025trustworthyagents,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Correct author spelling from Linsey Pan to Linsey Pang.,"The survey covers MAS, but it is not interaction-primary and includes broad trustworthiness dimensions.",Published KDD paper taxonomy/framework sections and taxonomy figure; pp. 6216-6226,yes
high,108,yu2025trustworthyagents,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,"Keep survey as related work, not primary attack evidence.",Authors explicitly split intrinsic and extrinsic trustworthiness. Calling peer-agent interaction secondary rather than primary is comparative corpus interpretation.,Published KDD paper taxonomy/framework sections and taxonomy figure; pp. 6216-6226,yes
high,108,yu2025trustworthyagents,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Do not count all cited papers as MAS security corpus.,Authors explicitly split intrinsic and extrinsic trustworthiness. Calling peer-agent interaction secondary rather than primary is comparative corpus interpretation.,Published KDD paper taxonomy/framework sections and taxonomy figure; pp. 6216-6226,yes
medium,109,deng2025agentsunderthreat,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Keep as general agent-security survey.,"Primary boundary is general AI agents and four knowledge gaps, not LLM-MAS interaction as the sole object.","ACM CSUR abstract and taxonomy sections, 36-page article",yes
