work_key,title,evidence_set,dominant_contribution,venue,primary_url,interaction_interfaces,risk_or_property,interaction_dependence,paper_path,note_depth,system_studied,multi_agent_dependency,threat_actor,attacker_capabilities,main_contribution,attack_or_failure,defense_mechanism,evaluation,sok_relevance,source_review_status,current_scope_reason,current_membership_reason
doi:10.71465/ajainn3659,Self-Healing Memory Architectures for Large Language Model-Based Multi-Agent Collaboration,set1_core,defense,American journal of artificial intelligence and neural networks,,I3_state_memory;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,papers/defenses/journals_american_journal_of_artificial_intelligence_and_neural_netwo/2026_self_healing_memory_architectures_for_large_language_model_based_multi_a.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
ahad2026sif,Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines,set1_core,attack,AAAI Symposium Series,https://ojs.aaai.org/index.php/AAAI-SS/article/view/42936,I4_delegation_action;I5_aggregation_outcome,R5_private_data_leakage,composition_induced,papers/attacks/aaai_symposium/2026_ahad_semantic_intent_fragmentation.md,detailed,LLM orchestration pipelines that decompose an enterprise request into subtasks executed or assessed separately by multiple components or agents.,"Each subtask appears benign in isolation, while their composed plan violates a security policy. The attack therefore depends on distributed task decomposition and on guards that observe only local pieces of the execution.",,,"The paper introduces Semantic Intent Fragmentation (SIF), formalizes a plan-generation gap, and defines a Fragmentation Score. It evaluates four SIF mechanisms and proposes plan-level compliance checking plus information-flow taint analysis.",,,,"- Included concepts: task decomposition, partial observability, compositional intent, provenance gaps, and pre-dispatch enforcement. - Taxonomy implications: the attack mechanism differs from the violated property, which is system-level action and authorization integrity. - Supported research questions: what global context a defense needs to validate a distributed plan. - Important limitations: reported sufficiency applies to the paper's scenarios and checker configuration, not arbitrary multi-agent workflows.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,set1_core,defense,The Web Conference,https://doi.org/10.1145/3774904.3792462,I2_communication_routing;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,unclear,papers/defenses/www/2026_feng_sentinelnet.md,detailed,Decentralized debating LLM agents with locally maintained neighbor credit.,"Each agent ranks peer messages and removes low-credit neighbors, changing distributed communication paths.",Malicious member agents.,Send manipulative messages through legitimate debate channels.,SentinelNet trains credit-based local detectors with contrastive adversarial trajectories and applies bottom-k neighbor elimination to suppress malicious influence without a central monitor.,Malicious participants repeatedly influence neighboring agents.,Local credibility estimation and dynamic neighbor elimination.,LLM-agent debate systems.,Defense locus is local message/topology; functions are detection and containment.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,set1_core,evaluation,IEEE Transactions on Computational Social Systems,https://doi.org/10.1109/TCSS.2026.3695070,I4_delegation_action,R6_authority_misuse,interaction_amplified,papers/evaluations/journals_ieee_transactions_on_computational_social_systems/2026_xu_trust_paradox.md,detailed,Closed-loop LLM-MAS workflows in which a parameterized trust level changes how readily agents share information and accept peer requests.,The tested risk is an authorization differential between agents: increasing inter-agent trust improves coordination but also permits more cross-role disclosure and action. Exposure is measured over complete interaction chains rather than one model response.,Peer agents making requests that range from ordinary or emergent to overtly malicious; the study also measures non-adversarial over-sharing.,A requester interacts through normal channels and benefits from elevated trust; it does not modify model weights or orchestration code.,"The paper formalizes the Trust-Vulnerability Paradox and introduces Over-Exposure Rate and Authorization Drift to measure disclosure and sensitivity to trust. It evaluates 1,488 interaction chains across models, orchestration frameworks, and trust settings, then tests two defenses.",High trust weakens information gates and lets plausible peer requests elicit data beyond the MNI baseline.,Sensitive Information Repartitioning separates information more finely; Guardian-Agent enablement adds a policy-checking role.,"Multiple LLM backends under AutoGen, LangGraph, and AgentScope orchestration.","Trust is a system-design and precondition variable; the failure is cross-principal confidentiality or authorization, not trust itself.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.1109/tnse.2026.3680460,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,set1_core,defense,IEEE Transactions on Network Science and Engineering,,I2_communication_routing;I4_delegation_action,R1_propagation_persistence;R7_availability_cost,composition_induced,papers/defenses/journals_ieee_transactions_on_network_science_and_engineering/2026_topology_linearization_for_multi_agent_systems_security_mitigating_malic.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=0. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
doi:10.38124/ijisrt/26feb1090,Trustworthy Agentic AI: A Survey and Taxonomy of Secure Coordination and Hallucination Mitigation in Multi-Agent Large Language Model Systems,set1_core,survey,International Journal of Innovative Science and Research Technology,,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,papers/surveys/journals_international_journal_of_innovative_science_and_research_tec/2026_trustworthy_agentic_ai_a_survey_and_taxonomy_of_secure_coordination_and.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,set1_core,attack,Scientific Reports,https://www.nature.com/articles/s41598-026-42705-7,I1_boundary_admission;I5_aggregation_outcome,R3_collective_integrity,interaction_amplified,papers/attacks/journals_scientific_reports/2026_kraidia_collaboration_fails.md,detailed,Multi-round LLM debate systems that aggregate independent answers and revisions by majority vote.,A malicious participant reads peer arguments and repeatedly persuades cooperative agents toward a selected wrong answer. The measured failure is increased agreement with the attacker across debate rounds and a corrupted group vote.,One or more adversarial debate members in an otherwise cooperative group.,"The adversary sees debate history, targets an incorrect answer, and uses multi-layer arguments, counterarguments, RAG, Best-of-N selection, and persuasive polishing.",The paper treats persuasion as an inference-time adversarial vector in LLM-to-LLM debate and evaluates a four-stage persuasive attacker. It measures both collective accuracy loss and movement of individual agents toward the adversarial answer.,"The malicious member builds multiple supporting narratives, rebuts peers, fuses the material, and selects rhetorically strong arguments for a false conclusion.",The paper evaluates prompt warnings intended to make cooperative agents resist persuasive manipulation.,"Debate groups built from GPT-4o, GPT-3.5, Llama, Mistral, Qwen, and Yi model families.","Persuasion is the mechanism; the system-level failure is collective decision integrity, not a separate generic category of unsafe coordination.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,set1_core,attack,ICML,https://icml.cc/virtual/2026/poster/62170,I2_communication_routing,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,papers/attacks/icml/2026_zhang_embedding_defenses.md,detailed,"LLM multi-agent reasoning systems using star, chain, or sparse-random communication and embedding-based graph defenses.","A compromised member repeatedly sends messages that are propagated, echoed, and aggregated by other agents. The attacks specifically manipulate separation between malicious and benign communication embeddings over rounds and topologies.",One compromised member agent.,The compromised agent generates protocol-valid misinformation and adapts its text to remain close to benign embeddings or to increase benign-message dispersion.,"The paper analyzes a broad acceptance-region failure of embedding detectors and instantiates three near-benign attacks: Slow Drift, Benign Wrapper, and Chaos Seeding. It proposes confidence-guided pruning and weighting based on token uncertainty and measures how both defensive signals decay over communication rounds.","Slow Drift changes claims gradually, Benign Wrapper dominates the malicious payload with benign context, and Chaos Seeding makes benign agents disagree so malicious messages cease to be embedding outliers.",Confidence pruning blocks low-confidence messages; confidence weighting attaches token-uncertainty metadata and reduces uncertain messages' influence during aggregation.,"Llama-3.1-8B, Qwen3-4B, and GPT-4o-mini with no defense, G-Safeguard, GUARDIAN, or confidence-guided filtering.","Near-benign wording is an attack mechanism against a detector; the resulting property violation is collective decision integrity, while topology controls the time window for defense.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=yes; frozen_citations=1. Set 1 uses peer_reviewed=yes OR frozen_citation_count>=10; taxonomy readiness is tracked separately.
arxiv:2408.14972,AgentMonitor: A Plug-and-Play Framework for Predictive and Secure Multi-Agent Systems,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/cc47d7d1e08f4a1adfd4c734b387040ad3b3ff0d,I1_boundary_admission;I6_observation_defense,unspecified,interaction_amplified,papers/defenses/arxiv/2024_agentmonitor_a_plug_and_play_framework_for_predictive_and_secure_multi_a.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,set2_emerging,defense,AAMAS,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,papers/defenses/aamas/2025_mao_ibgp.md,detailed,Communicative agents that require local coordination rather than global byte-identical consensus.,The protocol explicitly reasons about malicious population fractions and local k-of-n agreement.,Byzantine member agents with unknown identities.,Send arbitrary conflicting messages.,IBGP reformulates Byzantine coordination around local practical agreement and proposes a zero-shot LLM-agent protocol with analytical and empirical resilience evidence.,Byzantine members send inconsistent or false proposals.,Local consensus rules tailored to imperfect agreement.,Communicative LLM agents and a sensor-network case study.,Defense locus is protocol; protected property is local coordination integrity.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,set2_emerging,defense,LLMSEC 2025 Workshop,https://aclanthology.org/2025.llmsec-1.9/,I4_delegation_action,R1_propagation_persistence;R5_private_data_leakage,composition_induced,papers/defenses/llmsec_workshop/2025_li_1_2_3_check_enhancing_contextual_privacy_in_llm.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Retained after the citation retrieval gate and security scope screen.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2504.07461,Achilles Heel of Distributed Multi-Agent Systems,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/df948cf591ab14be205c1f43782b36aa35450a32,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,papers/evaluations/arxiv/2025_achilles_heel_of_distributed_multi_agent_systems.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2510.01586,AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/7a44b3e5b5151aa1c9fd533e2374578a1ddbc4df,I4_delegation_action,R6_authority_misuse,interaction_amplified,papers/defenses/arxiv/2025_advevo_marl_shaping_internalized_safety_through_adversarial_co_evolution.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2509.13597,Agentic JWT: A Secure Delegation Protocol for Autonomous AI Agents,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/117cd1d71516457304f87903bac925e5d1222325,I4_delegation_action;I6_observation_defense,R6_authority_misuse;R7_availability_cost,interaction_dependent_mechanism,papers/defenses/arxiv/2025_agentic_jwt_a_secure_delegation_protocol_for_autonomous_ai_agents.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,set2_emerging,defense,arXiv,https://arxiv.org/abs/2503.04392,I2_communication_routing;I3_state_memory;I4_delegation_action,R6_authority_misuse,interaction_dependent_mechanism,papers/defenses/arxiv/2025_mao_agentsafe.md,detailed,LLM agents exchanging messages and using persistent memories with different sensitivity levels.,"Authorization depends on sender, receiver, information level, and cross-agent memory access.",Unauthorized or impersonating member agents.,"Request unauthorized information, impersonate authority, or poison shared memory.",AgentSafe combines ThreatSieve for authority-aware communication checks with HierarCache for hierarchical memory access and poisoning defense.,"Unauthorized access, impersonation, or malicious memory writes.","Hierarchical data labels, authority verification, and protected memory management.","Llama, GPT-3.5, GPT-4o, and other LLM-agent configurations.",Defense loci are message and shared state; function is prevention.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,set2_emerging,defense,arXiv,https://arxiv.org/abs/2511.22924,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity;R7_availability_cost,interaction_dependent_mechanism,papers/defenses/arxiv/2025_wang_agentshield_make_mas_more_secure_and_efficient.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Compromised agents are audited through topology-aware distributed sentries and consensus among multiple auditors; robustness and overhead are defined over the MAS interaction graph.",Not yet extracted.,Not yet extracted.,"Imported corpus interpretation: Direct LLM multi-agent defense against compromised members, with topology-aware observation, distributed auditing, and system-level recovery.",Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2504.16489,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/523090aa81939c856e0e7f9a0f32eb705672a545,I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_amplified,papers/attacks/arxiv/2025_amplified_vulnerabilities_structured_jailbreak_attacks_on_llm_based_mult.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=8. Does not yet meet the Set 1 maturity rule.
arxiv:2512.17913,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/2b5da79e48605a84031c6ec1c1e741bfc62d264d,I2_communication_routing;I5_aggregation_outcome;I6_observation_defense,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,papers/defenses/arxiv/2025_byzantine_fault_tolerant_multi_agent_system_for_healthcare_a_gossip_prot.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,set2_emerging,defense,arXiv,https://arxiv.org/abs/2507.14928,I5_aggregation_outcome,R3_collective_integrity;R7_availability_cost,structurally_multi_agent,papers/defenses/arxiv/2025_jo_byzantine_robust.md,detailed,Decentralized LLM agents coordinating without a permanent leader.,Correctness and efficiency depend on the fraction of Byzantine participants and distributed aggregation.,Byzantine member agents.,Submit arbitrary proposals or votes.,The paper proposes leaderless decentralized coordination designed to tolerate f<n/2 Byzantine agents under synchronous authenticated communication.,Malicious members delay or bias leader-based consensus.,Leaderless decentralized proposal and aggregation protocol.,LLM-agent coordination tasks.,Defense locus is coordination; function is prevention under a normalized assumption set.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,set2_emerging,attack,arXiv,https://arxiv.org/abs/2510.11246,,,,papers/attacks/arxiv/2025_zhu_collaborative_shadows.md,detailed,"Tool-using, role-specialized MAS in which public and private tools are invoked in a workflow sequence to solve database and multi-role collaboration tasks.",The backdoor is split across tools owned or invoked by different agents; each primitive is dormant alone and the payload assembles only under a designated cross-agent collaboration sequence.,,,The paper introduces a training-free distributed backdoor whose primitives are individually inactive but assemble through agent collaboration. It also releases a sandbox and a multi-role collaboration benchmark.,,,,"- Included concepts: distributed authority, private tools, invocation sequence, dormant primitives, provenance, and sandboxed execution. - Taxonomy implications: primitive distribution and sequence are mechanisms and preconditions; unauthorized global action is the failure property. - Supported research questions: whether local scanning composes into protection when authority and payload fragments are distributed. - Important limitations: preprint status, synthetic tasks, and low baseline capability on the MultiAgentBench subset constrain external validity.",,2026-08-18 source reconciliation established a material inter-agent security path: distributed_backdoor_activates_through_cross_agent_invocation_and_is_security_primary.,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2511.08710,Convergence dynamics of Agent-to-Agent Interactions with Misaligned objectives,set2_emerging,general,arXiv.org,https://www.semanticscholar.org/paper/0ff7e4b77af7cc7e8703b5fcd167124421b79199,I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_dependent_mechanism,papers/general/arxiv/2025_convergence_dynamics_of_agent_to_agent_interactions_with_misaligned_obje.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/0b4fe767a365cc38015ecd935b3009b76af098dc,I6_observation_defense,R2_collusion_coordination;R5_private_data_leakage,structurally_multi_agent,papers/defenses/arxiv/2025_dao_agent_zero_knowledge_verified_incentives_for_decentralized_multi_age.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,set2_emerging,attack,arXiv,https://arxiv.org/abs/2506.04572,I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,papers/attacks/arxiv/2025_zheng_integrity_attacks.md,detailed,"CAMEL, AutoGen, and MetaGPT workflows with role-specialized agents and an LLM-based monitor that scores individual and collective contributions.","The attacks exploit contribution attribution, workload transfer, tool promotion, and reputation signals that exist only among collaborating members and monitors.",,,"The paper defines and demonstrates four integrity attacks: Self-Dealer, Free-Rider, Scapegoater, and Boaster. It tests whether stronger monitor prompts or models detect the manipulation.",,,,"- Included concepts: malicious member, role authority, contribution scoring, free-riding, monitor manipulation, and tool influence. - Taxonomy implications: the four strategies are mechanisms; their outcomes map to decision, authorization, and resource-accounting integrity. - Supported research questions: whether transcript-only monitors can attribute responsibility in role-structured collaboration. - Important limitations: academic frameworks, templated role attacks, and incomplete industrial controls limit external validity.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=8. Does not yet meet the Set 1 maturity rule.
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,set2_emerging,attack,arXiv,https://arxiv.org/abs/2512.04129,I2_communication_routing,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md,detailed,"Tool-using MAS deployed as tree, chain, star, ring, or mesh topologies in Magentic-One, LangManus, and OWL, plus two end-to-end applications.","The attacker starts at an externally exposed edge agent, reconstructs the hidden communication graph, and plans a multi-hop path to a privileged internal agent.",,,"The paper proposes TOMA, a four-stage topology-aware multi-hop attack combining graph reconnaissance, contamination modeling, path selection, and hierarchical payload optimization. It also evaluates T-Guard, a topology-trust mitigation.",,,,"- Included concepts: topology confidentiality, edge exposure, privilege distribution, path planning, tool boundaries, and dynamic permissioning. - Taxonomy implications: topology inference and payload relay are mechanisms; privileged unauthorized action is the impact-bearing failure. - Supported research questions: how graph structure shapes attack reachability and where graph-aware defenses should intervene. - Important limitations: preprint status, locally instantiated frameworks, and attack-selected scenarios may overstate deployment generality.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Does not yet meet the Set 1 maturity rule.
arxiv:2503.23138,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/d9eb816cc2a0af9d01711d1445bc2e6507705ebf,I2_communication_routing,unspecified,interaction_dependent_mechanism,papers/defenses/arxiv/2025_encgpt_a_multi_agent_workflow_for_dynamic_encryption_algorithms.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,set2_emerging,defense,,https://www.semanticscholar.org/paper/2fc472d64713f1453c905d90788d86998d766f5b,I5_aggregation_outcome,unspecified,interaction_dependent_mechanism,papers/defenses/arxiv/2025_ev_trust_an_evolutionarily_stable_trust_mechanism_for_decentralized_llm.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=1. Does not yet meet the Set 1 maturity rule.
arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,set2_emerging,evaluation,AAMAS Strategic Engineering Workshop,https://openreview.net/forum?id=XC5vOg5UTf,,,,papers/evaluations/aamas_workshop/2026_arora_safeagents.md,detailed,"Five centralized, decentralized, and hybrid MAS architectures for web, tool-use, and code tasks.","SafeAgents diagnoses how planning, context delegation, and refusal/fallback behavior distribute safety decisions across agents.",Adversarial user supplying harmful prompts.,Issue direct harmful requests that are decomposed across the MAS.,"SafeAgents is a unified framework for evaluating five MAS architectures on four datasets. It introduces DHARMA, a hierarchical diagnostic that attributes rejection and unsafe execution to planning, delegation, sub-agent, and fallback stages.",Task decomposition hides global harmful intent from locally scoped agents or converts refusal into later execution.,Architecture-aware diagnosis; the paper argues for design changes rather than a single post-hoc filter.,Five widely used MAS architectures across multiple frameworks.,Supports separating system design from attack mechanism and violated property.,,2026-08-18 source reconciliation established a material inter-agent security path: task_decomposition_hides_global_harmful_intent_and_causes_compositional_execution_failure.,Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,set2_emerging,general,arXiv,https://arxiv.org/abs/2510.14133,I2_communication_routing;I4_delegation_action,unspecified,composition_induced,papers/general/arxiv/2025_allegrini_formalizing_properties.md,detailed,"Agentic systems composed of host agents, MCP tool interactions, and A2A coordination.","The formal model connects properties across host, tool, and inter-agent protocol boundaries.",Malicious or misconfigured protocol participants and tools.,Exploit mismatched assumptions across MCP and A2A composition.,"The paper introduces host-agent and interaction models intended to express safety, security, and functional properties across MCP and A2A compositions.",Semantic mismatch and exploitable coordination assumptions.,Formal specification and property checking.,Formal examples and protocol compositions.,"Supports adding shared state, capability distribution, and system properties to M.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,set2_emerging,defense,arXiv,https://arxiv.org/abs/2506.00509,unspecified,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,papers/defenses/arxiv/2025_li_argus.md,detailed,Task-oriented LLM-agent networks exposed to misinformation injection.,ARGUS evaluates and repairs information as it moves between agents relative to the global task goal.,Member or input-level misinformation injector.,Insert persuasive false claims into agent messages.,"The paper introduces MisinfoTask and ARGUS, a training-free two-stage framework that identifies goal-relevant false claims and rectifies downstream information flow.",False claims enter and propagate through task decomposition.,Goal-aware claim review followed by message rectification.,Several LLM backbones in multi-agent task workflows.,Defense locus is message; functions are detection and recovery.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2512.22496,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/31b9b973a99cc78c10a43d1dcd9c5affccdd962e,I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,interaction_dependent_mechanism,papers/evaluations/arxiv/2025_hierarchical_pedagogical_oversight_a_multi_agent_adversarial_framework_f.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
