work_key,title,evidence_set,dominant_contribution,venue,primary_url,doi,arxiv_id,paper_path,note_status,scope_reason_current,interaction_dependence_current,risk_or_property_current,system_studied,multi_agent_dependency,threat_or_security_model,attack_or_failure,defense,evaluation,sok_relevance,security_hits,interaction_hits,weak_hits,triage,final_verdict,recommendation,final_reason,source_checked
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/ecb415dc6dd0b9220463ec79125db492f93cda81,,2604.01151,papers/evaluations/arxiv/2026_detecting_multi_agent_collusion_through_multi_agent_interpretability.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",structurally_multi_agent,R2_collusion_coordination,,,,,,,,collusion;security,coordination;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2605.09027,,2605.09027,papers/evaluations/arxiv/2026_le_mercier_gambit.md,detailed,2026-08-18 source reconciliation established a material inter-agent security path: adaptive_imposter_degrades_collective_integrity_while_evading_detection.,,,Chess-solving LLM collectives containing an adaptive imposter and external detector.,The imposter influences group deliberation while adapting its messages to evade a detector trained on earlier strategies.,An adaptive imposter agent.,,,,,adversar;integrity;security,collective;inter-agent;message;multi-agent,robust,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2604.24477,,2604.24477,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R1_propagation_persistence;R3_collective_integrity,Debating LLM agents represented as attributed communication graphs.,Detection and remediation use message content together with network neighborhood and dynamic topology.,Prompt-infected or compromised communicating agent.,,,,,compromis;integrity;security,collective;communication;inter-agent;message;multi-agent;topology,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2605.27489,,2605.27489,papers/evaluations/arxiv/2026_rahman_harp.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",structurally_multi_agent,R1_propagation_persistence;R2_collusion_coordination;R7_availability_cost,"Finance-oriented seven-agent workflows with specialist agents, tools, shared context, memory, and a deterministic decision gate.","HARP compares local perturbation with harm measured over the complete multi-agent trace, explicitly modeling propagation beyond the initially compromised component.","Compromised specialist, colluding agents, or a shared-context attacker.",,,,,attack;collusion;compromis;security,coordination;inter-agent;multi-agent;shared,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2505.20824,,2505.20824,papers/evaluations/arxiv/2025_chen_medsentry.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,"Five-agent medical collaborations instantiated as layered, shared-pool, centralized, and decentralized topologies.","One insider agent introduces harmful medical content whose influence and containment depend on information routing, aggregation, redundancy, and isolation across the four topologies.",A compromised insider agent prompted with a dark-personality role and a harmful medical request.,,,,,compromis;security,aggregat;collab;inter-agent;multi-agent;shared,safety,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2603.29846,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/795d225d056a74886b3b40c1b8596ee7dea8c3e4,,2603.29846,papers/evaluations/arxiv/2026_sneak_evaluating_strategic_communication_and_information_leakage_in_larg.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R5_private_data_leakage,,,,,,,,leak;security,communication;inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2606.15008,Security Engineering of OpenClaw: Analyzing Attack Surface Expansion and Trust-Boundary Violations,set2_emerging,evaluation,,https://www.semanticscholar.org/paper/2aa4edab94935dd6a1bc2c0cb96923d1762fca88,,2606.15008,papers/evaluations/arxiv/2026_security_engineering_of_openclaw_analyzing_attack_surface_expansion_and.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R6_authority_misuse;R7_availability_cost,,,,,,,,attack;security,inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/450f3603e3a1f679e79f72a9f5b16214a0eb84ba,,2510.14312,papers/evaluations/arxiv/2025_terrarium_revisiting_the_blackboard_for_multi_agent_safety_privacy_and_s.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R5_private_data_leakage,,,,,,,,leak;privacy;security,inter-agent;multi-agent,safety,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2605.17480,The Capability Paradox: How Smarter Auditors Make Multi-Agent Systems Less Secure,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/2e5a9e42518553589f1574f5c6c6e5d34f28627c,,2605.17480,papers/evaluations/arxiv/2026_the_capability_paradox_how_smarter_auditors_make_multi_agent_systems_les.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,,,,,,,,secure;security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2605.06812,Towards Security-Auditable LLM Agents: A Unified Graph Representation,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/7919631a973f467b2b05757a61e7b3b9bc6bac54,,2605.06812,papers/evaluations/arxiv/2026_towards_security_auditable_llm_agents_a_unified_graph_representation.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R6_authority_misuse,,,,,,,,security,inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2603.15408,TrinityGuard: A Unified Framework for Safeguarding Multi-Agent Systems,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/3c0851208d7c5b0cf6815806d3197aa7744fba30,,2603.15408,papers/evaluations/arxiv/2026_trinityguard_a_unified_framework_for_safeguarding_multi_agent_systems.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,,,,,,,,security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,set1_core,evaluation,arXiv,https://arxiv.org/abs/2512.09187,,2512.09187,papers/evaluations/arxiv/2025_agarwal_wolf_werewolf_based_observations_for_llm_decepti.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R3_collective_integrity,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,,,,,deception;integrity;security,collective;inter-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2605.08460,When Child Inherits: Modeling and Exploiting Subagent Spawn in Multi-Agent Networks,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/b46e67e21542fdd9e0ce0cfa1be6fd5030df2c5b,,2605.08460,papers/evaluations/arxiv/2026_when_child_inherits_modeling_and_exploiting_subagent_spawn_in_multi_agen.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R6_authority_misuse,,,,,,,,exploit;security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,set1_core,evaluation,arXiv,https://arxiv.org/abs/2507.04724,,2507.04724,papers/evaluations/arxiv/2025_xie_whos_the_mole.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,"Centralized, decentralized, and layered LLM-MAS configurations with role-assigned agents collaborating on reasoning, coding, and generation tasks.","A malicious member maintains fluent, role-consistent behavior while subtly redirecting peer coordination; effectiveness and detection depend on the system's communication structure.","- Protected assets: task accuracy, completion efficiency, and goal integrity. - Threat actor: one intention-hiding member agent. - Trusted components: user task and remaining member roles are benign. - Attacker capabilities: alter its own protocol-valid messages without overt jailbreak strings or access to other agents' internals. - Security assumptions: peers treat the malicious member as an ordinary collaborator and the roster supports centralized, peer, or layered messaging.","- Attack surface: role-consistent inter-agent communication and coordination. - Attack mechanism: suboptimal fixation, reframing misalignment, fake injection, or execution delay. - System-level failure: collective objective and decision integrity degrade without obvious local policy violations. - Security consequence: lower task success or increased completion cost while the malicious agent appears cooperative.","- Defense mechanism: AgentXposed detection followed by cognitive redirection or removal of the flagged agent. - Intervention point: membership monitoring and post-detection coordination. - Required observability: agent responses to progressive probes and interaction behavior across rounds. - Assumptions: the defender can question members before harm and remove or redirect a detected member. - Limitations: profiling and interrogation analogies may not transfer to all model families, roles, or adaptive adversaries.","- Evaluated systems: controlled centralized, decentralized, and layered MAS. - Agent configuration: benign collaborators plus attack agents and two baseline threat types. - Dataset or environment: MMLU, MMLU-Pro, HumanEval, GSM8K, Arithmetic, and Biographies. - Baselines: benign runs, explicit baseline attacks, alternative personality models, and standard detection methods. - Metrics: task accuracy, completion efficiency, detection accuracy, and defense recovery. - Main results: all four attacks degrade at least some tasks across all three structures; AgentXposed is reported to outperform alternative profiling and detection baselines.","- Included concepts: malicious membership, covert intent, topology, observer scope, progressive probing, redirection, and removal. - Taxonomy implications: concealed intent is an adversary strategy, whereas goal/decision degradation defines the system-level failures. - Supported research questions: whether topology changes attack effectiveness and what observation is required to detect role-consistent malicious members. - Important limitations: preprint status, synthetic attack prompts, and a bounded six-dataset testbed require independent validation.",adversar;attack;covert;injection;integrity;jailbreak;malicious;security;threat,collab;collective;communication;coordination;inter-agent;message;multi-agent;topology,alignment,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.1109/bigdata66926.2025.11401523,Quantifying Privacy Leakage in Multi-Agent LLMs: A Unified Theoretical and Empirical Analysis,set1_core,evaluation,BigData Congress [Services Society],,10.1109/bigdata66926.2025.11401523,,papers/evaluations/bigdata_congress/2025_quantifying_privacy_leakage_in_multi_agent_llms_a_unified_theoretical_an.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R5_private_data_leakage,,,,,,,,leak;privacy;security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,set1_core,evaluation,COLM,https://colmweb.org/AcceptedPapers.html,,2508.16481,papers/evaluations/colm/2026_nother_bad_acts.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,"LLM-backed agentic systems for travel planning, personal assistance, financial article writing, code generation, and multi-agent debate.",An attacker controls one member and uses ordinary inter-agent communication to manipulate other agents into executing a target harmful action.,A compromised member agent inside the system's communication graph.,,,,,adversar;attack;compromis;security,communication;inter-agent;multi-agent,robust,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,set1_core,evaluation,EACL 2026 Industry Track,https://aclanthology.org/2026.eacl-industry.44/,10.18653/v1/2026.eacl-industry.44,2511.15862,papers/evaluations/eacl_industry/2026_kulshreshtha_the_subtle_art_of_defection_understanding_uncoop.md,detailed,2026-08-18 source reconciliation established a material inter-agent security path: four_agent_one_uncooperative_member_setup_uses_deception_threats_and_resource_overuse_to_cause_collective_collapse_and_evaluates_detection_defenses.,,,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Defection is defined through strategic behavior among interacting agents.",Not yet extracted.,,,,,deception;security;threat,collective;inter-agent;multi-agent,,likely_keep_detailed,UNCERTAIN_DISCUSS,lean_remove_scope,"The EACL paper studies uncooperative behaviors causing resource-management collapse, but the primary source frames the outcome as system stability/survival rather than a concrete adversary, security property, authorization boundary, or privacy violation. It is closer to MAS robustness/reliability under the strict gate.",yes_source_pass_or_repeated_source_search
yu2025netsafe,NetSafe: Exploring the Topological Safety of Multi-agent System,set1_core,evaluation,Findings of ACL,https://aclanthology.org/2025.findings-acl.150/,10.18653/v1/2025.findings-acl.150,2410.15686,papers/evaluations/findings_acl/2025_yu_netsafe.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,LLM-based multi-agent workflows unified through iterative relation and communication interactions under multiple communication topologies.,"The paper measures how graph connectivity, network size, and aggregation change the propagation and impact of malicious content.","- Protected assets: agent and aggregate answer safety and task integrity. - Threat actor: a malicious-query source or compromised interaction input. - Trusted components: topology configuration and evaluation harness. - Attacker capabilities: introduce misinformation, bias, or harmful content. - Security assumptions: agents iteratively exchange information according to the configured graph.","- Attack surface: graph edges and iterative communication. - Attack mechanism: malicious content propagates and is aggregated by peers. - System-level failure: propagation, aggregation, and collective-decision integrity failures. - Security consequence: degraded task performance and unsafe collective output.","- Defense mechanism: topology analysis rather than a single standalone defense. - Intervention point: communication graph. - Required observability: topology, per-round messages, and per-agent outcomes. - Assumptions: workflows can be represented by the RelCom abstraction. - Limitations: topology effects may interact with model, prompt, and compute changes.",- Evaluated systems: multiple LLM-based MAS workflows. - Agent configuration: varying graph connectivity and population size. - Dataset or environment: the NetSafe/RelCom evaluation framework. - Baselines: alternative topologies and benign/attacked conditions. - Metrics: per-agent and aggregate accuracy/safety outcomes. - Main results: highly connected and larger systems are reported as more vulnerable; star-topology task performance decreases by 29.7% in one reported setting.,"- Included concepts: topology, graph connectivity, propagation, aggregation, security bottleneck. - Taxonomy implications: contains both attack evidence and a reusable evaluation framework; later evaluation indexing should point here rather than duplicate it. - Supported research questions: whether topology isolates or amplifies attacks. - Important limitations: reported task drops are setting-specific and not a universal severity scale.",attack;compromis;integrity;malicious;security;threat,aggregat;collective;communication;inter-agent;message;multi-agent;topology,misinformation;safety,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
liu2026topology_memory,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,set1_core,evaluation,Findings of ACL,https://aclanthology.org/2026.findings-acl.1980/,10.18653/v1/2026.findings-acl.1980,2512.04668,papers/evaluations/findings_acl/2026_liu_topology_memory_leakage.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R5_private_data_leakage;R6_authority_misuse,"Text-only LLM multi-agent networks in which one target has private synthetic PII, one attacker seeks it, and normal agents relay task-relevant messages over fixed graph topologies.","Private memory begins at one node and can reach an unauthorized node only through topology-conditioned communication and memory updates. Leakage is measured across attacker-target placements, graph families, rounds, and population sizes.",One malicious member agent.,,,,,attack;leak;malicious;security,communication;inter-agent;message;multi-agent;topology,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,set1_core,evaluation,Findings of EACL,https://aclanthology.org/2026.findings-eacl.237/,10.18653/v1/2026.findings-eacl.237,2510.07505,papers/evaluations/findings_eacl/2026_dong_pear.md,detailed,2026-08-18 source reconciliation established a material inter-agent security path: planner_executor_role_separation_and_role_specific_attacks_make_inter_agent_path_material.,,,Planner-executor agent systems in which one component produces plans and another executes them using memory and tools.,"Robustness depends on role-separated communication and whether an attack targets the planner, executor, or shared context.",Adversary injecting instructions into planner- or executor-facing context.,,,,,adversar;attack;security,communication;inter-agent;shared,robust,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
li2026a2asecbench,A2ASecBench: A Protocol-Aware Security Benchmark for Agent-to-Agent Multi-Agent Systems,set1_core,evaluation,ICLR,https://iclr.cc/virtual/2026/poster/10010017,,,papers/evaluations/iclr/2026_li_a2asecbench.md,detailed,"Published A2A protocol benchmark with attacks across discovery, task state, remote requests, and returned artifacts between separately addressable agents.",,,"Heterogeneous client and remote agents communicating through the Agent-to-Agent protocol for discovery, task orchestration, and artifact exchange.","The six attacks target AgentCards, discovery, asynchronous task state, remote endpoints, and returned artifacts created by the A2A relationship.","The actor depends on the attack. AgentCard Spoofing uses a spoofed publisher; Capability Cloaking and Artifact-Triggered Script Injection use a malicious registered remote agent; Cycle Overflow, Half-Open Task Flooding, and Agent-Side Request Forgery can be induced by an adversarial client or user. In ASRF and ATSI, the Host becomes a confused deputy that relays the attack across a trust boundary.",,,,,adversar;attack;injection;malicious;security,agent-to-agent;multi-agent;orchestrat,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
mathew2025hidden,Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,set1_core,evaluation,IJCNLP-AACL,https://aclanthology.org/2025.ijcnlp-long.34/,10.18653/v1/2025.ijcnlp-long.34,,papers/evaluations/ijcnlp_aacl/2025_mathew_hidden_plain_text.md,detailed,2026-08-18 source reconciliation established a material inter-agent security path: source_review_marks_core_security_with_sender_receiver_collusion_and_overseer.,,,LLM sender and receiver agents optimized to communicate under task rewards and oversight penalties.,"Steganographic collusion requires coordinated encoding and decoding between agents, with communication hidden from an overseer.",- Protected assets: oversight integrity and prohibited-information flow. - Threat actor: agents adapting under misspecified incentives. - Trusted components: overseer and paraphrasing intervention. - Attacker capabilities: learn linguistic encoding/decoding behavior. - Security assumptions: outcome reward favors hidden coordination while oversight penalizes observable evidence.,- Attack surface: natural-language communication and training incentives. - Attack mechanism: learned linguistic steganography. - System-level failure: covert coordination and oversight failure. - Security consequence: hidden information transfer persists despite monitoring.,- Defense mechanism: passive output oversight and active paraphrasing. - Intervention point: message channel. - Required observability: overt outputs. - Assumptions: overseer or paraphraser can disrupt learned codes. - Limitations: neither evaluated mitigation is fully effective.,- Evaluated systems: frontier LLMs in sender/receiver setups. - Agent configuration: communicating pair under reward optimization. - Dataset or environment: tasks defined for GBRL and ICRL elicitation. - Baselines: oversight and paraphrasing conditions. - Metrics: hidden communication success and mitigation effectiveness. - Main results: unintended steganographic communication emerges and tested mitigations remain incomplete.,"- Included concepts: emergent collusion, training incentives, covert messages, paraphrasing. - Taxonomy implications: distinguish elicitation method from oversight failure. - Supported research questions: whether message-only defenses can remove covert capacity. - Important limitations: elicited behavior does not establish deployment prevalence.",attack;collusion;covert;integrity;security;stegan;threat,communication;coordination;inter-agent;message;receiver;sender,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.1109/ijcnn60899.2024.10650172,CRDA: Content Risk Drift Assessment of Large Language Models through Adversarial Multi-Agent Interaction,set1_core,evaluation,IEEE International Joint Conference on Neural Network,,10.1109/ijcnn60899.2024.10650172,,papers/evaluations/ijcnn/2024_crda_content_risk_drift_assessment_of_large_language_models_through_adve.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,unspecified,,,,,,,,adversar;security,inter-agent;multi-agent,drift,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
doi:10.1109/trustcom66490.2025.00226,Security of LLM Agents: A Case Study Approach,set1_core,evaluation,"International Conference on Trust, Security and Privacy in Computing and Communications",,10.1109/trustcom66490.2025.00226,,papers/evaluations/international_conference_on_trust_security_and_privacy_in_computing_an/2025_security_of_llm_agents_a_case_study_approach.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,,,,,,,,security,inter-agent,,source_check_metadata_security,UNCERTAIN_DISCUSS,lean_remove_scope,"The TrustCom paper itself is verifiable, but accessible metadata provides no abstract/full text establishing multiple separately addressable LLM agents. Its broad title, Security of LLM Agents: A Case Study Approach, is not enough to pass the MAS gate without paper-level evidence.",yes_source_pass_or_repeated_source_search
elyagoubi2026agentleak,AgentLeak: A Benchmark for Internal-Channel Privacy Leakage in Multi-Agent LLM Systems,set1_core,evaluation,IEEE Access,https://doi.org/10.1109/ACCESS.2026.3704541,10.1109/access.2026.3704541,2026.37045,papers/evaluations/journals_ieee_access/2026_el_yagoubi_agentleak.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,R5_private_data_leakage,"Coordinator-worker multi-agent LLM systems with internal messages, shared memory, tool calls, and final outputs.",The benchmark audits privacy violations in channels created specifically by delegation and inter-agent coordination.,No single strategic attacker is required; tasks and prompts elicit over-disclosure through normal coordination channels.,,,,,attack;leak;privacy;security,coordination;delegat;inter-agent;message;multi-agent;shared,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
doi:10.1016/j.neunet.2026.109280,Collaborative-adversarial jailbreaking: A propagation-aware attack framework for multi-agent code generation systems.,set1_core,evaluation,Neural Networks,,10.1016/j.neunet.2026.109280,,papers/evaluations/neural_networks/2026_collaborative_adversarial_jailbreaking_a_propagation_aware_attack_framew.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,,,,,,,,adversar;attack;jailbreak;security,collab;inter-agent;multi-agent,,source_check_metadata_security,UNCERTAIN_DISCUSS,lean_remove_cutoff,"The paper is unquestionably direct MAS security and isolates a collaborative amplification effect, but the earliest verifiable public record found in this pass is after the 2026-07-01 cutoff (publisher/DBLP metadata appears in July 2026). Keep only if a pre-cutoff public version can be produced.",yes_source_pass_or_repeated_source_search
supp_cooperation_competition_and_maliciousness_llm_stakeholders_interactive_negotiati,"Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",set1_core,evaluation,NeurIPS 2024,https://proceedings.neurips.cc/paper_files/paper/2024/hash/9d37cda93f0575e0ca39910b14f5f7dd-Abstract-Datasets_and_Benchmarks_Track.html,10.52202/079017-2658,2309.17234,papers/evaluations/neurips/2024_abdelnabi_cooperation_competition_and_maliciousness_llm_st.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,unspecified,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Maliciousness and information sharing are measured in multi-party negotiation.",Not yet extracted.,,,,,malicious;security,inter-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
