work_key,title,evidence_set,dominant_contribution,year,venue,peer_reviewed,frozen_citation_count,interaction_interfaces,risk_or_property,interaction_dependence,scope_reason,decision_reason,evidence_basis,evidence_locator,author_signoff_required,human_scope_decision,human_contribution_decision,human_notes
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,set2_emerging,attack,2025,arXiv,no,0,,,,2026-08-18 source reconciliation established a material inter-agent security path: distributed_backdoor_activates_through_cross_agent_invocation_and_is_security_primary.,2026-08-18 benchmark reconciliation promoted this work into set2_emerging: distributed_backdoor_activates_through_cross_agent_invocation_and_is_security_primary.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.11246 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.11246,yes,,,
supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,set2_emerging,attack,2026,arXiv,no,1,I2_communication_routing;I4_delegation_action,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=1. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.28104 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.28104,yes,,,
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,set2_emerging,attack,2025,arXiv,no,8,I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=8. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.04572 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.04572,yes,,,
doi:10.2139/ssrn.6712478,Detecting Algorithmic Collusion in LLM-driven Markets: A Hybrid Causal Framework,set2_emerging,attack,2026,SSRN Electronic Journal,no,0,I2_communication_routing,R2_collusion_coordination,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,set2_emerging,attack,2026,arXiv.org,no,0,I4_delegation_action;I6_observation_defense,R2_collusion_coordination,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.01151 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.01151,yes,,,
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,set2_emerging,attack,2025,arXiv,no,2,I2_communication_routing,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.04129 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.04129,yes,,,
arxiv:2605.11514,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,set2_emerging,attack,2026,arXiv.org,no,0,I1_boundary_admission;I2_communication_routing,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.11514 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.11514,yes,,,
arxiv:2512.22496,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,set2_emerging,attack,2025,arXiv.org,no,0,I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.22496 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.22496,yes,,,
doi:10.5281/zenodo.20819298,Human-Aware Multi-Agent Orchestration Through Adversarial Cognitive Load Modeling,screened_out,attack,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,unspecified,R7_availability_cost,unclear,2026-08-21 named secondary membership signoff: moved to screened_out. The named human decision covers corpus membership only; source evidence verification remains pending.,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> screened_out; dominant_contribution retained as attack.,abstract,corpus/review_queue.csv:paper_section=Defenses,no,exclude,,
sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,set2_emerging,attack,2026,arXiv,no,0,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.08268 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.08268,yes,,,
arxiv:2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,set2_emerging,attack,2026,arXiv.org,no,0,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.28013 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.28013,yes,,,
doi:10.5281/zenodo.20032071,LLM Drift Experiment: A Framework for Quantifying Behavioral Decay in Adversarial Multi-Agent Simulations,set2_emerging,attack,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity;R4_trajectory_goal_drift,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,attack,2025,Zenodo (CERN European Organization for Nuclear Research),no,0,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
arxiv:2507.13038,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,set2_emerging,attack,2025,arXiv.org,no,4,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=4. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2507.13038 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2507.13038,yes,,,
arxiv:2512.03097,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,set2_emerging,attack,2025,arXiv.org,no,0,I5_aggregation_outcome,R2_collusion_coordination;R3_collective_integrity;R7_availability_cost,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.03097 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.03097,yes,,,
arxiv:2606.30602,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,set2_emerging,attack,2026,,no,0,I2_communication_routing;I6_observation_defense,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.30602 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.30602,yes,,,
naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,set2_emerging,attack,2026,arXiv,no,0,I4_delegation_action,R5_private_data_leakage;R6_authority_misuse,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2602.13477 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2602.13477,yes,,,
arxiv:2604.17774,Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents,set2_emerging,attack,2026,arXiv.org,no,1,I1_boundary_admission,R2_collusion_coordination,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=1. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.17774 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.17774,yes,,,
doi:10.2139/ssrn.7067276,Robotic Environment Manipulation Agents (REMA): A Proactive Multi-Agent Framework for Robust,set2_emerging,attack,2026,SSRN Electronic Journal,no,0,I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
arxiv:2606.15008,Security Engineering of OpenClaw: Analyzing Attack Surface Expansion and Trust-Boundary Violations,set2_emerging,attack,2026,,no,1,I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R6_authority_misuse;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=1. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.15008 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.15008,yes,,,
arxiv:2605.16746,State Contamination in Memory-Augmented LLM Agents,set2_emerging,attack,2026,arXiv.org,no,0,I2_communication_routing;I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=attack.,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.16746 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.16746,yes,,,
arxiv:2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,set2_emerging,attack,2026,arXiv.org,no,0,I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.17139 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.17139,yes,,,
lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,set2_emerging,attack,2025,arXiv,no,0,I2_communication_routing,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,full_text,blocked-source-review/blocked-source-resolution-1/resolved_1.jsonl:pdf_url=https://arxiv.org/pdf/2507.06850 | full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2507.06850 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-1/resolved_1.jsonl:pdf_url=https://arxiv.org/pdf/2507.06850 | full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2507.06850,yes,,,
doi:10.33767/osf.io/sjtp2_v1,The Spiral of Attention: How Disruptive Agents Centralize Multi-Agent AI Deliberation Networks,screened_out,attack,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I2_communication_routing,unspecified,interaction_dependent_mechanism,2026-08-21 named secondary membership signoff: moved to screened_out. The named human decision covers corpus membership only; source evidence verification remains pending.,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=attack. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> screened_out; dominant_contribution retained as attack.,abstract,,no,exclude,,
arxiv:2606.28425,Tool Use Enables Undetectable Steganography in Multi-Agent LLM Systems,set2_emerging,attack,2026,,unclear,0,I2_communication_routing;I4_delegation_action;I6_observation_defense,R2_collusion_coordination;R5_private_data_leakage,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=attack.,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.28425 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.28425,yes,,,
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,set2_emerging,attack,2025,arXiv.org,no,5,I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=5. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.23557 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.23557,yes,,,
arxiv:2605.27593,Voluntary Collusion with Secret Tools in Competing LLM Agents,set2_emerging,attack,2026,arXiv.org,no,0,I4_delegation_action,R2_collusion_coordination;R5_private_data_leakage,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.27593 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.27593,yes,,,
arxiv:2603.11132,WebWeaver: Breaking Topology Confidentiality in LLM Multi-Agent Systems with Stealthy Context-Based Inference,set2_emerging,attack,2026,arXiv.org,no,0,I2_communication_routing,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=attack.,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.11132 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.11132,yes,,,
arxiv:2605.08460,When Child Inherits: Modeling and Exploiting Subagent Spawn in Multi-Agent Networks,set2_emerging,attack,2026,arXiv.org,no,0,I1_boundary_admission;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.08460 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.08460,yes,,,
arxiv:2606.28958,When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration,set2_emerging,attack,2026,,unclear,0,I2_communication_routing;I3_state_memory,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=attack.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.28958 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.28958,yes,,,
arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),set2_emerging,attack,2025,arXiv,no,0,I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2504.00374 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2504.00374,yes,,,
arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,set2_emerging,defense,2025,LLMSEC 2025 Workshop,unclear,0,I4_delegation_action,R1_propagation_persistence;R5_private_data_leakage,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2508.07667 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2508.07667,yes,,,
doi:10.5281/zenodo.19844471,Accountable Multi-Agent AI Systems: Orchestration Frameworks for Enterprise Workflow Automation with Human-in-the-Loop Verification,set3_context,defense,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R6_authority_misuse,composition_induced,2026-08-21 named secondary membership signoff: moved to set3_context. The named human decision covers corpus membership only; source evidence verification remains pending.,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> set3_context; dominant_contribution retained as defense.,abstract,,no,move_set3,,
arxiv:2509.13597,Agentic JWT: A Secure Delegation Protocol for Autonomous AI Agents,set2_emerging,defense,2025,arXiv.org,no,0,I4_delegation_action;I6_observation_defense,R6_authority_misuse;R7_availability_cost,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2509.13597 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2509.13597,yes,,,
arxiv:2408.14972,AgentMonitor: A Plug-and-Play Framework for Predictive and Secure Multi-Agent Systems,set2_emerging,defense,2024,arXiv.org,no,0,I1_boundary_admission;I6_observation_defense,unspecified,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2408.14972 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2408.14972,yes,,,
mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,set2_emerging,defense,2025,arXiv,no,0,I2_communication_routing;I3_state_memory;I4_delegation_action,R6_authority_misuse,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2503.04392 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2503.04392,yes,,,
supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,set2_emerging,defense,2025,arXiv,no,0,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity;R7_availability_cost,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.22924 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2511.22924,yes,,,
