work_key,canonical_paper_id,title,identifier_type,identifier,identifier_status,observed_in_routes
doi:10.1109/icaace69793.2026.11509239,,Service Embodied Intelligent Agent Framework for Multi-User Personalized Preferences,doi,10.1109/icaace69793.2026.11509239,canonical,search:doi:10.1109/icaace69793.2026.11509239
doi:10.1109/icacte66284.2025.11412132,,Multi-Agent Enhanced Retrieval-Augmented Generation for Open-Domain Table Question Answering,doi,10.1109/icacte66284.2025.11412132,canonical,search:doi:10.1109/icacte66284.2025.11412132
doi:10.1109/icad69378.2026.11608489,,From Scripts to Prompts: How Large Language Models Are Transforming Penetration Testing,doi,10.1109/icad69378.2026.11608489,canonical,search:doi:10.1109/icad69378.2026.11608489
doi:10.1109/icads69450.2026.11545513,,LLM-Based Agentic Decision Support for Maritime Threat Assessment,doi,10.1109/icads69450.2026.11545513,canonical,search:doi:10.1109/icads69450.2026.11545513
doi:10.1109/icaft66710.2025.11452926,,E-GPT: A Multi-Agent LLM Framework for Intelligent Educational Assistance,doi,10.1109/icaft66710.2025.11452926,canonical,search:doi:10.1109/icaft66710.2025.11452926
arxiv:2508.01186,,A Survey on Agent Workflow – Status and Future,doi,10.1109/icaibd64986.2025.11082076,canonical,search:doi:10.1109/icaibd64986.2025.11082076
doi:10.1109/icaic67076.2026.11395749,,Architectural Resilience in AI-Driven Decision Systems under Adversarial Conditions,doi,10.1109/icaic67076.2026.11395749,canonical,search:doi:10.1109/icaic67076.2026.11395749
arxiv:2512.06659,,The Evolution of Agentic AI in Cybersecurity: From Single LLM Reasoners to Multi-Agent Systems and Autonomous Pipelines,doi,10.1109/icaic67076.2026.11395809,canonical,search:doi:10.1109/icaic67076.2026.11395809
doi:10.1109/icaice68195.2025.11382423,,"Bibliometric Insights into Large Language Model-Driven Intelligent Agents: Themes, Trends and Prospects",doi,10.1109/icaice68195.2025.11382423,canonical,search:doi:10.1109/icaice68195.2025.11382423
doi:10.1109/icaide65466.2025.11189485,,Real-Time Adaptive Code Analysis with a Self-Learning Multi-Agent Framework: A Retrieval-Augmented Reinforcement Learning Approach,doi,10.1109/icaide65466.2025.11189485,canonical,search:doi:10.1109/icaide65466.2025.11189485
doi:10.1109/icaiset66439.2026.11541707,,Trust-Aware Runtime Verification for Autonomous LLM Agent Systems,doi,10.1109/icaiset66439.2026.11541707,canonical,search:doi:10.1109/icaiset66439.2026.11541707
doi:10.1109/icarc68737.2026.11453637,,Safelora: A Real-Time Multimodal Multi-Agent Advisory System for Context-Aware and Safety-Compliant Plant Diseases Management,doi,10.1109/icarc68737.2026.11453637,canonical,search:doi:10.1109/icarc68737.2026.11453637
doi:10.1109/icassp49660.2025.10889517,,A Self-Evolving Framework for Multi-Agent Medical Consultation Based on Large Language Models,doi,10.1109/icassp49660.2025.10889517,canonical,search:doi:10.1109/icassp49660.2025.10889517
doi:10.1109/icassp49660.2025.10890479,,Supervisor Alignment Framework: Enhancing LLM Alignment with Query-Ignoring Strategy and Multi-Agent Interaction,doi,10.1109/icassp49660.2025.10890479,canonical,search:doi:10.1109/icassp49660.2025.10890479
doi:10.1109/icassp55912.2026.11460436,,RugKeeper: A Multi-Agent LLM Framework for Rug Pull Token Detection,doi,10.1109/icassp55912.2026.11460436,canonical,search:doi:10.1109/icassp55912.2026.11460436
doi:10.1109/icassp55912.2026.11460889,,Can LLMS Beat Humans in Debating? A Dynamic Multi-Agent Framework for Competitive Debate,doi,10.1109/icassp55912.2026.11460889,canonical,search:doi:10.1109/icassp55912.2026.11460889
doi:10.1109/icassp55912.2026.11462090,,HiBAR: A Hidden Backdoor Attack on LLM Recommendation Services via Multi-Turn Dialogue Manipulation,doi,10.1109/icassp55912.2026.11462090,canonical,search:doi:10.1109/icassp55912.2026.11462090
doi:10.1109/icassp55912.2026.11462217,,FinLumen: A Game-Theoretic Multi-Agent Framework for Rational Portfolio Management,doi,10.1109/icassp55912.2026.11462217,canonical,search:doi:10.1109/icassp55912.2026.11462217
doi:10.1109/icassp55912.2026.11462230,,Consensus-Awarded Multi-Agent Debate Via Adversarial Interaction,doi,10.1109/icassp55912.2026.11462230,canonical,search:doi:10.1109/icassp55912.2026.11462230
doi:10.1109/icassp55912.2026.11462454,,LLMS Do Not Always Say No: A Parallel Multi-Agent Jailbreak Framework Via Probabilistic Vulnerability,doi,10.1109/icassp55912.2026.11462454,canonical,search:doi:10.1109/icassp55912.2026.11462454
doi:10.1109/icassp55912.2026.11463512,,Debating for Coreference: A Multi-Agent Framework for Cross-Document Event Coreference Resolution,doi,10.1109/icassp55912.2026.11463512,canonical,search:doi:10.1109/icassp55912.2026.11463512
doi:10.1109/icatc68823.2025.11407744,,Text to SQL AI Agentic Workflow Implementations: A Systematic Literature Review,doi,10.1109/icatc68823.2025.11407744,canonical,search:doi:10.1109/icatc68823.2025.11407744
doi:10.1109/icatc68823.2025.11407822,,Systematic Literature Review of Explainable LLM-Powered ChatOps for CI/CD Pipeline Diagnostics and Developer Support,doi,10.1109/icatc68823.2025.11407822,canonical,search:doi:10.1109/icatc68823.2025.11407822
doi:10.1109/icbase63199.2024.10762654,,LLMSQLi: A Black-Box Web SQLi Detection Tool Based on Large Language Model,doi,10.1109/icbase63199.2024.10762654,canonical,search:doi:10.1109/icbase63199.2024.10762654
doi:10.1109/icbase70763.2026.11619450,,FuelAgent: A Multi-Agent LLM Framework for Automated Decision Making in the Refined Oil Market,doi,10.1109/icbase70763.2026.11619450,canonical,search:doi:10.1109/icbase70763.2026.11619450
doi:10.1109/icbase70763.2026.11619482,,Web Log Anomaly Detection via Multi-Agent RAG,doi,10.1109/icbase70763.2026.11619482,canonical,search:doi:10.1109/icbase70763.2026.11619482
arxiv:2509.21772,,PhishLumos: An Adaptive Multi-Agent System for Proactive Phishing Campaign Mitigation,doi,10.1109/icc59461.2026.11587470,canonical,search:doi:10.1109/icc59461.2026.11587470
doi:10.1109/icc59461.2026.11587811,,MemeUMPIRE: Zero-Shot Multi-Agent Debate with Judge for Explainable Harmful-Meme Reasoning,doi,10.1109/icc59461.2026.11587811,canonical,search:doi:10.1109/icc59461.2026.11587811
arxiv:2512.23480,,Agentic AI for Autonomous Defense in Software Supply Chain Security: Beyond Provenance to Vulnerability Mitigation,doi,10.1109/icca66035.2025.11430751,canonical,search:doi:10.1109/icca66035.2025.11430751
doi:10.1109/icca66035.2025.11430791,,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,doi,10.1109/icca66035.2025.11430791,canonical,search:doi:10.1109/icca66035.2025.11430791
doi:10.1109/icca66035.2025.11431026,,SPIFFE-Based Zero-Trust Authentication for AI Agent Ecosystems,doi,10.1109/icca66035.2025.11431026,canonical,search:doi:10.1109/icca66035.2025.11431026
doi:10.1109/iccc68654.2025.11437910,,"Agentic Graph-RAG: A Multi-Agent Framework for Robust, Decomposed Multi-Hop Reasoning",doi,10.1109/iccc68654.2025.11437910,canonical,search:doi:10.1109/iccc68654.2025.11437910
doi:10.1109/iccc68654.2025.11438074,,GO-MAF: A Human-in-the-Loop Multi-Agent Framework for Self-Healing 5/6G Network Operations,doi,10.1109/iccc68654.2025.11438074,canonical,search:doi:10.1109/iccc68654.2025.11438074
doi:10.1109/iccces62661.2026.11437027,,CAPRI-DP: A Differentially Private Extension to Context-Aware Multi-Agent Privacy Frameworks,doi,10.1109/iccces62661.2026.11437027,canonical,search:doi:10.1109/iccces62661.2026.11437027
doi:10.1109/icccs69761.2026.11613233,,TextWargame: A Benchmark Evaluating LLMs on Strategic Reasoning,doi,10.1109/icccs69761.2026.11613233,canonical,search:doi:10.1109/icccs69761.2026.11613233
doi:10.1109/iccd65941.2025.00116,,MALLS: Multi-Agent LLMs for Synthetic Hardware Vulnerability Generation and Detection,doi,10.1109/iccd65941.2025.00116,canonical,search:doi:10.1109/iccd65941.2025.00116
doi:10.1109/icce67443.2026.11449653,,Adaptive Semantic Gates for Reliable Multi-Agent LLMs,doi,10.1109/icce67443.2026.11449653,canonical,search:doi:10.1109/icce67443.2026.11449653
doi:10.1109/iccece69169.2026.11399797,,FinSCRA: An LLM-Powered Multi-Chain Reasoning Framework for Interpretable Node Classification on Text-Attributed Graphs,doi,10.1109/iccece69169.2026.11399797,canonical,search:doi:10.1109/iccece69169.2026.11399797
doi:10.1109/iccpct65132.2025.11176591,,Evaluating and Exploiting Security Vulnerabilities in Large Language Models (LLMs) for Offensive Penetration Testing,doi,10.1109/iccpct65132.2025.11176591,canonical,search:doi:10.1109/iccpct65132.2025.11176591
doi:10.1109/icctwc68241.2026.11583143,,Collective Intelligence Optimization: Coordinating Large-Scale Multi-Agent AI Systems for Scalable Distributed Learning,doi,10.1109/icctwc68241.2026.11583143,canonical,search:doi:10.1109/icctwc68241.2026.11583143
doi:10.1109/iccvw69036.2025.00793,,Modeling Cognitive and Implicit Biases in Multi-Agent Medical Systems for Clinical Diagnoses,doi,10.1109/iccvw69036.2025.00793,canonical,search:doi:10.1109/iccvw69036.2025.00793
doi:10.1109/iccwamtip68645.2025.11352622,,Collaborative Agent Framework for Web Vulnerability Discovery in Source Code,doi,10.1109/iccwamtip68645.2025.11352622,canonical,search:doi:10.1109/iccwamtip68645.2025.11352622
doi:10.1109/iccwamtip68645.2025.11352645,,An Automated System for Generating Chargeback Notices Based on Multi-Agent Collaboration and Its Practical Evaluation,doi,10.1109/iccwamtip68645.2025.11352645,canonical,search:doi:10.1109/iccwamtip68645.2025.11352645
doi:10.1109/icdiss68238.2025.11320766,,LLM-Driven Smart City Management: Deploying Agentic AI Models with Autogen and CrewAI,doi,10.1109/icdiss68238.2025.11320766,canonical,search:doi:10.1109/icdiss68238.2025.11320766
arxiv:2508.13118,,AutoBnB-RAG: Enhancing Multi-Agent Incident Response with Retrieval-Augmented Generation,doi,10.1109/icdmw69685.2025.00141,canonical,search:doi:10.1109/icdmw69685.2025.00141
doi:10.1109/icdsaai65575.2025.11011581,,Scalable Invoice Reconciliation for SMEs: Edge-Deployed LLMs in Multi-Agent Systems,doi,10.1109/icdsaai65575.2025.11011581,canonical,search:doi:10.1109/icdsaai65575.2025.11011581
doi:10.1109/icdsaai69492.2026.11505194,,Hierarchical Agent Architecture for Clinical Decision Support in Drug-Drug Interaction (DDI) Analysis,doi,10.1109/icdsaai69492.2026.11505194,canonical,search:doi:10.1109/icdsaai69492.2026.11505194
doi:10.1109/icdscnc62492.2024.10939862,,Enforcing Web Security Constraints for LLM-driven Robot Agents for Online Transactions,doi,10.1109/icdscnc62492.2024.10939862,canonical,search:doi:10.1109/icdscnc62492.2024.10939862
doi:10.1109/icecte69292.2026.11429303,,Multi-Agent Phishing Detection And Deletion via Small VLM and LLM Reasoning,doi,10.1109/icecte69292.2026.11429303,canonical,search:doi:10.1109/icecte69292.2026.11429303
doi:10.1109/iceei68459.2025.11331239,,MACS: A Cognitive Diversity Multi-Agent Consensus Framework for Bias Mitigation in Automated Evaluation Systems,doi,10.1109/iceei68459.2025.11331239,canonical,search:doi:10.1109/iceei68459.2025.11331239
doi:10.1109/icei65890.2026.11448038,,Nemesis: An Adversarial Multi-Agent AI Framework for Proactive Vulnerability Discovery and Patch Synthesis,doi,10.1109/icei65890.2026.11448038,canonical,search:doi:10.1109/icei65890.2026.11448038
doi:10.1109/iceidt66693.2025.11473608,,"Code Prism: A Multi-Agent, Multi-LLM, Semantic Indexing Artifact for Regulatory Code Audits — A Design Science Research Study",doi,10.1109/iceidt66693.2025.11473608,canonical,search:doi:10.1109/iceidt66693.2025.11473608
doi:10.1109/icemce68156.2025.11467024,,LLM-Based Human-Robot Collaboration Task Sequence Optimization Method Fusing Scene Semantics and Object Attributes,doi,10.1109/icemce68156.2025.11467024,canonical,search:doi:10.1109/icemce68156.2025.11467024
doi:10.1109/icetes68504.2026.11518772,,AraToxi-Agent: A Multi-LLM Consensus System for Arabic Toxicity Detection and Sanitization,doi,10.1109/icetes68504.2026.11518772,canonical,search:doi:10.1109/icetes68504.2026.11518772
doi:10.1109/icetes68504.2026.11518808,,RAG-Induced Failures in Multi-Agent Large Language Model Debate,doi,10.1109/icetes68504.2026.11518808,canonical,search:doi:10.1109/icetes68504.2026.11518808
doi:10.1109/ichms69701.2026.11602275,,"Action-Conditioned Prompting for Air Traffic Control: A Smart Prompt Producer that Converts Controller HMI Actions into Verified, Explainable LLM Outputs",doi,10.1109/ichms69701.2026.11602275,canonical,search:doi:10.1109/ichms69701.2026.11602275
doi:10.1109/ichora69329.2026.11537001,,Zero-trust Conceptual Architecture for Secure Integration of Large Language Models and Autonomous AI Agents,doi,10.1109/ichora69329.2026.11537001,canonical,search:doi:10.1109/ichora69329.2026.11537001
doi:10.1109/iciba62489.2024.10868417,,Improving Spam Detection with a Multi-Agent Debate Framework,doi,10.1109/iciba62489.2024.10868417,canonical,search:doi:10.1109/iciba62489.2024.10868417
doi:10.1109/icici68773.2026.11580636,,A Graph-Orchestrated Agentic Framework for Real-Time Multimodal Email Threat Detection with Continual Learning using Large Language Models,doi,10.1109/icici68773.2026.11580636,canonical,search:doi:10.1109/icici68773.2026.11580636
doi:10.1109/icicse67247.2025.11390823,,LLMFuzzTestGen: From Automation to Robustness via Multi-Agent LLM-Driven Fuzzing and Feedback Loops,doi,10.1109/icicse67247.2025.11390823,canonical,search:doi:10.1109/icicse67247.2025.11390823
doi:10.1109/icict64420.2025.11005005,,Agentic AI for Cloud Troubleshooting: A Review of Multi Agent System for Automated Cloud Support,doi,10.1109/icict64420.2025.11005005,canonical,search:doi:10.1109/icict64420.2025.11005005
doi:10.1109/icicv68925.2026.11554848,,LLM-Orchestrated Multi-Agent Framework for Log-Centric Cyber Threat Detection and Analysis,doi,10.1109/icicv68925.2026.11554848,canonical,search:doi:10.1109/icicv68925.2026.11554848
doi:10.1109/icicv68925.2026.11554850,,Intelligent Multi-Agent Reinforcement Sanitizer for Securing LLM Systems,doi,10.1109/icicv68925.2026.11554850,canonical,search:doi:10.1109/icicv68925.2026.11554850
doi:10.1109/iciet69664.2026.11561630,,Authorship Analysis in the Age of AI: From Expert Reasoning to Multi-Agent Pipelines,doi,10.1109/iciet69664.2026.11561630,canonical,search:doi:10.1109/iciet69664.2026.11561630
doi:10.1109/icih67754.2025.11608756,,"Agentic AI for Cybersecurity: Orchestrating Specialised Large Language Model Agents for Autonomous, Safe, and Scalable Penetration Testing",doi,10.1109/icih67754.2025.11608756,canonical,search:doi:10.1109/icih67754.2025.11608756
doi:10.1109/iciics67880.2026.11483602,,Agentic AI Frameworks: Orchestration Architectures and Autonomous LLM-Based Reasoning Systems,doi,10.1109/iciics67880.2026.11483602,canonical,search:doi:10.1109/iciics67880.2026.11483602
doi:10.1109/iciscn67954.2026.11566648,,"Architexture: A Unified, Self-Contained AI Suite for 3D Reconstruction and Multi-Style Architectural Generation",doi,10.1109/iciscn67954.2026.11566648,canonical,search:doi:10.1109/iciscn67954.2026.11566648
doi:10.1109/icmcsi67283.2026.11412804,,MACV: A Specialized Multi-Agent and Consensus Framework for Reliable LLM Outputs,doi,10.1109/icmcsi67283.2026.11412804,canonical,search:doi:10.1109/icmcsi67283.2026.11412804
doi:10.1109/icmi68585.2026.11539939,,A Study of Model Poisoning Attacks on Federated Large Language Models,doi,10.1109/icmi68585.2026.11539939,canonical,search:doi:10.1109/icmi68585.2026.11539939
bowers2025code_injection,bowers2025code_injection,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,doi,10.1109/icmla66185.2025.00174,canonical,broad:doi:10.1109/icmla66185.2025.00174;canonical:bowers2025code_injection;peerfirst:doi:10.1109/icmla66185.2025.00174;search:doi:10.1109/icmla66185.2025.00174;targeted:doi:10.1109/icmla66185.2025.00174;venue:icmla:10_1109_icmla66185_2025_00174
doi:10.1109/icmsci67830.2026.11469339,,Simulating Emergency Teamwork Behavior with Multi-Agent LLMs: Reproducing Human Training Patterns Using Persona-Based Agents,doi,10.1109/icmsci67830.2026.11469339,canonical,search:doi:10.1109/icmsci67830.2026.11469339
doi:10.1109/icmtim69588.2026.11525782,,Research and Implementation of a Bearing Fault Diagnosis Large Model Based on Multi-Agent Collaboration and Multi-RAG Fusion,doi,10.1109/icmtim69588.2026.11525782,canonical,search:doi:10.1109/icmtim69588.2026.11525782
doi:10.1109/icnwc68145.2026.11518378,,Agentic LLM-Driven Cyber Threat Hunting Using MITRE ATT&amp;CK Knowledge Mapping and Graph-Based Evidence Correlation,doi,10.1109/icnwc68145.2026.11518378,canonical,search:doi:10.1109/icnwc68145.2026.11518378
doi:10.1109/icodse68111.2025.11351763,,Quality Evaluation of LLM-based Generated Test Case: A Literature Review,doi,10.1109/icodse68111.2025.11351763,canonical,search:doi:10.1109/icodse68111.2025.11351763
doi:10.1109/iconat66879.2025.11362367,,LLM and MCP Enabled AI Agent for Autonomous Multi-Lingual Alerts for Coastal Communities,doi,10.1109/iconat66879.2025.11362367,canonical,search:doi:10.1109/iconat66879.2025.11362367
doi:10.1109/iconat66879.2025.11362839,,MCP-Enabled LLM Agent for Contextual Reasoning in a Multilingual Tourism Voicebot,doi,10.1109/iconat66879.2025.11362839,canonical,search:doi:10.1109/iconat66879.2025.11362839
doi:10.1109/icps70486.2026.11567958,,Agentic AI Architecture for Structural Design Automation: From Regulatory Retrieval to Physics-Based Optimization,doi,10.1109/icps70486.2026.11567958,canonical,search:doi:10.1109/icps70486.2026.11567958
doi:10.1109/icps70486.2026.11567974,,The Agentic Control Framework: Integrating Knowledge Graph Retrieval and Game-Theoretic Multi-Agent Learning for Robust Process Design,doi,10.1109/icps70486.2026.11567974,canonical,search:doi:10.1109/icps70486.2026.11567974
arxiv:2503.10049,,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,doi,10.1109/icra55743.2025.11127486,canonical,search:doi:10.1109/icra55743.2025.11127486
doi:10.1109/icsc65596.2025.11140357,,From Abstract Prompts to Cybersecurity Labs: Automating Virtual Environment Design and Deployment with Multi-Agent Systems and LLM-Driven Orchestration,doi,10.1109/icsc65596.2025.11140357,canonical,search:doi:10.1109/icsc65596.2025.11140357
doi:10.1109/icscan66520.2026.11588474,,Forensic LLM-Trace: Interpretable Multi-Agent AI Forensic Architecture for Prompt Injection Investigation,doi,10.1109/icscan66520.2026.11588474,canonical,search:doi:10.1109/icscan66520.2026.11588474
doi:10.1109/icscc66177.2025.11233724,,Integrating Local LLMs and Multi-Agent Intelligence for Personalized Eldercare,doi,10.1109/icscc66177.2025.11233724,canonical,search:doi:10.1109/icscc66177.2025.11233724
doi:10.1109/icsgsc68313.2025.11288288,,Blended RAG-Enhanced LLM Multi-Agent Framework for Anomaly Detection and Alert Management,doi,10.1109/icsgsc68313.2025.11288288,canonical,search:doi:10.1109/icsgsc68313.2025.11288288
doi:10.1109/icssas64001.2024.10760823,,Multi-Agent Interactive Game Simulation for Enhancing Child Safety,doi,10.1109/icssas64001.2024.10760823,canonical,search:doi:10.1109/icssas64001.2024.10760823
doi:10.1109/ictai66417.2025.00026,,Multi-Step Adaptive Attack Agent: A Dynamic Approach for Jailbreaking Large Language Models,doi,10.1109/ictai66417.2025.00026,canonical,search:doi:10.1109/ictai66417.2025.00026
doi:10.1109/ictai66417.2025.00191,,Empowering Conversational Systems Through AI Agents Specialized in Reusable APIs Across Software Ecosystems,doi,10.1109/ictai66417.2025.00191,canonical,search:doi:10.1109/ictai66417.2025.00191
doi:10.1109/ictbig68706.2025.11323264,,"Agentic AI: A Survey of Autonomous Agents, Architectures, and Emerging Applications",doi,10.1109/ictbig68706.2025.11323264,canonical,search:doi:10.1109/ictbig68706.2025.11323264
doi:10.1109/ictc66702.2025.11387844,,Large Language Models for Task Automation: A Comprehensive Review of Techniques and Implementation Challenges,doi,10.1109/ictc66702.2025.11387844,canonical,search:doi:10.1109/ictc66702.2025.11387844
doi:10.1109/ictmim68190.2026.11507673,,Trinity: A Neuro-Symbolic Multi-Agent Framework for Stateful Network Penetration Testing,doi,10.1109/ictmim68190.2026.11507673,canonical,search:doi:10.1109/ictmim68190.2026.11507673
doi:10.1109/icuas69441.2026.11598684,,Swarm-Steward: Scalable and Reliable Natural-Language Coordination of Autonomous Aerial and Ground Robots,doi,10.1109/icuas69441.2026.11598684,canonical,search:doi:10.1109/icuas69441.2026.11598684
doi:10.1109/icuas69441.2026.11598732,,An Integrated Testbed for Mission-Level Autonomy Evaluation in Evolving Disaster Scenarios with Fixed-Wing Swarms,doi,10.1109/icuas69441.2026.11598732,canonical,search:doi:10.1109/icuas69441.2026.11598732
doi:10.1109/icus61736.2024.10839948,,Adversarial and Cooperation Tasks in Multi- Agent System with Large Language Models,doi,10.1109/icus61736.2024.10839948,canonical,search:doi:10.1109/icus61736.2024.10839948
doi:10.1109/ieeeconf65522.2025.11137286,,Closed-Loop Multi-Agent Framework for Airborne Systems MBSE Requirements Standardization,doi,10.1109/ieeeconf65522.2025.11137286,canonical,search:doi:10.1109/ieeeconf65522.2025.11137286
doi:10.1109/iemcon62851.2024.11093526,,SortingBot: Leveraging Large Language Models and 3D Vision for Multi-Category Material Sorting,doi,10.1109/iemcon62851.2024.11093526,canonical,search:doi:10.1109/iemcon62851.2024.11093526
doi:10.1109/ietc69527.2026.11568651,,Secure-by-Design Framework for Agentic AI: Mitigating Toxic Flows and Adversarial Exploits in Multi-Agent Ecosystems,doi,10.1109/ietc69527.2026.11568651,canonical,search:doi:10.1109/ietc69527.2026.11568651
doi:10.1109/ijcnn60899.2024.10650172,,CRDA: Content Risk Drift Assessment of Large Language Models through Adversarial Multi-Agent Interaction,doi,10.1109/ijcnn60899.2024.10650172,canonical,search:doi:10.1109/ijcnn60899.2024.10650172
doi:10.1109/ijcnn64981.2025.11227249,,Think Before Retrieving: Query-Response Relevance Retrieval Augmented Generation,doi,10.1109/ijcnn64981.2025.11227249,canonical,search:doi:10.1109/ijcnn64981.2025.11227249
arxiv:2504.12321,,AttentionDefense: Leveraging System Prompt Attention for Explainable Defense Against Novel Jailbreaks,doi,10.1109/ijcnn64981.2025.11228703,canonical,search:doi:10.1109/ijcnn64981.2025.11228703
arxiv:2510.08665,,RA-Gen: A Controllable Code Generation Framework Using ReAct for Multi-Agent Task Execution,doi,10.1109/ijcnn64981.2025.11228706,canonical,search:doi:10.1109/ijcnn64981.2025.11228706
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,doi,10.1109/iri66576.2025.00051,canonical,broad:doi:10.1109/iri66576.2025.00051;canonical:supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_;peerfirst:doi:10.1109/iri66576.2025.00051;search:doi:10.1109/iri66576.2025.00051;targeted:doi:10.1109/iri66576.2025.00051;venue:ieee_iri_2025:10_1109_iri66576_2025_00051
arxiv:2503.06791,,AutoMisty: A Multi-Agent LLM Framework for Automated Code Generation in the Misty Social Robot,doi,10.1109/iros60139.2025.11247695,canonical,broad:doi:10.1109/iros60139.2025.11247695;peerfirst:doi:10.1109/iros60139.2025.11247695;search:doi:10.1109/iros60139.2025.11247695;targeted:doi:10.1109/iros60139.2025.11247695;venue:ieee_rjs_international_conference_on_intelligent_robots_and_systems:10_1109_iros60139_2025_11247695
doi:10.1109/isai-nlp66160.2025.11320786,,Integrating Big Data Analytics and Devsecops: Adaptive LLM-Based Workflow for Resilient Multi-Cloud Environments,doi,10.1109/isai-nlp66160.2025.11320786,canonical,search:doi:10.1109/isai-nlp66160.2025.11320786
doi:10.1109/iscait69154.2026.11477307,,PenAgent: A Retrieval-Augmented Multi-Agent Framework for Automated Penetration Testing,doi,10.1109/iscait69154.2026.11477307,canonical,search:doi:10.1109/iscait69154.2026.11477307
doi:10.1109/isccn69074.2026.11564419,,An Efficient Video Analytics and Semantic Retrieval System on Heterogeneous Edge Neural Processing Unit Platforms,doi,10.1109/isccn69074.2026.11564419,canonical,search:doi:10.1109/isccn69074.2026.11564419
doi:10.1109/iscipt67144.2025.11265514,,Multi-Level Protocol Consistency Verification Using Large Language Model Agents,doi,10.1109/iscipt67144.2025.11265514,canonical,search:doi:10.1109/iscipt67144.2025.11265514
doi:10.1109/iscmi67495.2025.11358579,,LLM-Based Text-to-SQL for SparkSQL Queries in Manufacturing Data Lakes: An Architecture for Industry 4.0,doi,10.1109/iscmi67495.2025.11358579,canonical,search:doi:10.1109/iscmi67495.2025.11358579
doi:10.1109/isctis70043.2026.11571895,,MIPA: Multi-Agent Interval Analysis via Value-Flow and LLM-Solver Co-Reasoning,doi,10.1109/isctis70043.2026.11571895,canonical,search:doi:10.1109/isctis70043.2026.11571895
doi:10.1109/isctis70043.2026.11572126,,MAPT: Memory-Augmented Multi-Agent Framework for Automated Penetration Testing,doi,10.1109/isctis70043.2026.11572126,canonical,search:doi:10.1109/isctis70043.2026.11572126
doi:10.1109/isdfs60797.2024.10527275,,LLM-Based Framework for Administrative Task Automation in Healthcare,doi,10.1109/isdfs60797.2024.10527275,canonical,search:doi:10.1109/isdfs60797.2024.10527275
arxiv:2503.22038,,Debate-Driven Multi-Agent LLMs for Phishing Email Detection,doi,10.1109/isdfs65363.2025.11012014,canonical,search:doi:10.1109/isdfs65363.2025.11012014
doi:10.1109/isdfs69419.2026.11458951,,Automating Organizational Cyber Security Policy Compliance Against Industry Standards Using Agentic AI,doi,10.1109/isdfs69419.2026.11458951,canonical,search:doi:10.1109/isdfs69419.2026.11458951
doi:10.1109/isdfs69419.2026.11459075,,Enforcing Accountability in Autonomous Ops: A Zero-Trust Multi-Agent Framework With Forensic Reasoning Ledgers,doi,10.1109/isdfs69419.2026.11459075,canonical,search:doi:10.1109/isdfs69419.2026.11459075
doi:10.1109/isdfs69419.2026.11459101,,GenReachAI: An Agentic Generative AI Framework for Automated Reachability Analysis of Enterprise Software Vulnerabilities,doi,10.1109/isdfs69419.2026.11459101,canonical,search:doi:10.1109/isdfs69419.2026.11459101
doi:10.1109/isdfs69419.2026.11459110,,LLM-Augmented Agentic Consensus Swarms for Autonomous Edge Security,doi,10.1109/isdfs69419.2026.11459110,canonical,search:doi:10.1109/isdfs69419.2026.11459110
doi:10.1109/iseae69422.2026.11544637,,ProtocolFuzz-Agents: Multi-Agent Semantic Fuzzing and State-Aware Exploitation Discovery for Unknown Network Protocols,doi,10.1109/iseae69422.2026.11544637,canonical,search:doi:10.1109/iseae69422.2026.11544637
doi:10.1109/iseae69422.2026.11544810,,A Collaborative Multi-Agent Framework with Retrieval-Augmented Generation for Urban Counter-UAV Situation Assessment and Interception Decision-Making,doi,10.1109/iseae69422.2026.11544810,canonical,search:doi:10.1109/iseae69422.2026.11544810
doi:10.1109/isoirs65690.2025.11168047,,Research on Task Planning Methods for Embodied Intelligence Based on Large Language Models,doi,10.1109/isoirs65690.2025.11168047,canonical,search:doi:10.1109/isoirs65690.2025.11168047
supp_decentralized_multi_agent_system_with_trust_aware_communication,supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,doi,10.1109/ispa67752.2025.00198,canonical,broad:doi:10.1109/ispa67752.2025.00198;canonical:supp_decentralized_multi_agent_system_with_trust_aware_communication;peerfirst:doi:10.1109/ispa67752.2025.00198;search:doi:10.1109/ispa67752.2025.00198;targeted:doi:10.1109/ispa67752.2025.00198;venue:ieee_ispa_2025:10_1109_ispa67752_2025_00198
doi:10.1109/isriti68345.2025.11393196,,Multi-Agent Orchestration Protocol for Generative AI Systems,doi,10.1109/isriti68345.2025.11393196,canonical,search:doi:10.1109/isriti68345.2025.11393196
