work_key,title,evidence_set,dominant_contribution,venue,paper_path,note_status,system_studied,multi_agent_dependency,threat_actor,attack_or_failure,defense,evaluation,sok_relevance,security_terms,weak_terms,preliminary_tier,final_verdict,final_reason
arxiv:2512.17913,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2025_byzantine_fault_tolerant_multi_agent_system_for_healthcare_a_gossip_prot.md,metadata_only,,,,,,,,byzantine;integrity;secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,set2_emerging,defense,arXiv,papers/defenses/arxiv/2025_jo_byzantine_robust.md,detailed_unreviewed,Decentralized LLM agents coordinating without a permanent leader.,Correctness and efficiency depend on the fraction of Byzantine participants and distributed aggregation.,Byzantine member agents.,Malicious members delay or bias leader-based consensus.,Leaderless decentralized proposal and aggregation protocol.,,Defense locus is coordination; function is prevention under a normalized assumption set.,attack;authentication;byzantine;compromis;malicious;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2605.19240,CASPIAN: Online Detection and Attribution of Cascade Attacks in LLM Multi-Agent Systems via Cross-Channel Causal Monitoring,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_caspian_online_detection_and_attribution_of_cascade_attacks_in_llm_multi.md,metadata_only,,,,,,,,attack,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2606.07941,Collective Hallucination in Multi-Agent LLMs:Modeling and Defense,set2_emerging,defense,,papers/defenses/arxiv/2026_collective_hallucination_in_multi_agent_llms_modeling_and_defense.md,metadata_only,,,,,,,,,hallucination,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2025_dao_agent_zero_knowledge_verified_incentives_for_decentralized_multi_age.md,metadata_only,,,,,,,,collusion;leak,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,set2_emerging,defense,arXiv,papers/defenses/arxiv/2026_luo_defending_llm_based_multi_agent_systems_against.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Multiple malicious agents coordinate and adapt through multi-round communication; STAR evaluates and rectifies misleading sentences inside inter-agent messages.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;malicious;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_don_t_trust_stubborn_neighbors_a_security_framework_for_agentic_networks.md,metadata_only,,,,,,,,integrity;security,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
supp_dynatrust_2026,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,set2_emerging,defense,arXiv,papers/defenses/arxiv/2026_li_dynatrust_defending_multi_agent_systems_against.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Sleeper members accumulate and lose trust over time; the defense updates a dynamic trust graph, isolates compromised agents, and rewires connectivity.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;compromis;malicious;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2604.07911,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,set2_emerging,general,arXiv.org,papers/general/arxiv/2026_dynamic_attentional_context_scoping_agent_triggered_focus_sessions_for_i.md,metadata_only,,,,,,,,adversar;security,reliab,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2605.09278,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_equimem_calibrating_shared_memory_in_multi_agent_debate_via_game_theoret.md,metadata_only,,,,,,,,integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,set2_emerging,defense,,papers/defenses/arxiv/2025_ev_trust_an_evolutionarily_stable_trust_mechanism_for_decentralized_llm.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2604.07667,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_from_debate_to_decision_conformal_social_choice_for_safe_multi_agent_del.md,metadata_only,,,,,,,,integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2603.04474,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_from_spark_to_fire_modeling_and_mitigating_error_cascades_in_llm_based_m.md,metadata_only,,,,,,,,integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2606.10322,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,set2_emerging,defense,,papers/defenses/arxiv/2026_game_theoretic_multi_agent_control_for_robust_contextual_reasoning_in_ll.md,metadata_only,,,,,,,,,robust,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,set2_emerging,defense,arXiv,papers/defenses/arxiv/2025_li_argus.md,detailed_unreviewed,Task-oriented LLM-agent networks exposed to misinformation injection.,ARGUS evaluates and repairs information as it moves between agents relative to the global task goal.,Member or input-level misinformation injector.,False claims enter and propagate through task decomposition.,Goal-aware claim review followed by message rectification.,,Defense locus is message; functions are detection and recovery.,attack;injection;integrity;security;threat,misinformation;reliab,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2606.24535,Governed Shared Memory for Multi-Agent LLM Systems,set2_emerging,defense,,papers/defenses/arxiv/2026_governed_shared_memory_for_multi_agent_llm_systems.md,metadata_only,,,,,,,,leak,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2601.14667,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_infa_guard_mitigating_malicious_propagation_via_infection_aware_safeguar.md,metadata_only,,,,,,,,malicious,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,set2_emerging,defense,arXiv,papers/defenses/arxiv/2026_syrnikov_institutional_ai_governing_llm_collusion_in_mult.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;collusion;security;threat,governance,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2605.22786,LCGuard: Latent Communication Guard for Safe KV Sharing in Multi-Agent Systems,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_lcguard_latent_communication_guard_for_safe_kv_sharing_in_multi_agent_sy.md,metadata_only,,,,,,,,leak,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2603.08852,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_ldp_an_identity_aware_protocol_for_multi_agent_llm_systems.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2606.30555,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,set2_emerging,defense,arXiv (Cornell University),papers/defenses/arxiv/2026_linguistic_firewall_geometry_as_defense_in_multi_agent_systems_routing.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2606.30602,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,set2_emerging,evaluation,,papers/evaluations/arxiv/2026_mesa_prioritizing_vulnerable_communication_channels_for_securing_multi_a.md,metadata_only,,,,,,,,integrity;security,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,defense,arXiv,papers/defenses/arxiv/2025_cui_maris.md,detailed_unreviewed,"Multi-agent collaboration with messages, LLM calls, tools, users, and sensitive data flows.",Policies constrain which principals and endpoints may receive data across agent boundaries.,"Eavesdroppers, injected instructions, or over-privileged agents.",Sensitive content is forwarded or elicited outside its permitted context.,Runtime reference monitors plus formally checked flow policies.,,"Defense loci are message, tool, and shared state; function is prevention.",attack;confidential;integrity;privacy;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2605.12240,No Action Without a NOD: A Heterogeneous Multi-Agent Architecture for Reliable Service Agents,set2_emerging,general,arXiv.org,papers/general/arxiv/2026_no_action_without_a_nod_a_heterogeneous_multi_agent_architecture_for_rel.md,metadata_only,,,,,,,,adversar;threat,compliance;hallucination;reliab,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,set2_emerging,defense,arXiv,papers/defenses/arxiv/2026_tapwal_prism.md,detailed_unreviewed,Multi-stage LLM-agent pipelines in which one agent can expose sensitive content to downstream generators.,Leakage risk accumulates as content crosses repeated agent-generation boundaries.,Leakage may be accidental or induced; no malicious member is required.,Sensitive fragments are repeatedly exposed and regenerated across stages.,Sequential risk accumulation with generation-time stopping or masking.,,Defense locus is message/generation; functions are detection and prevention.,attack;confidential;leak;malicious;privacy;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2601.13186,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_prompt_injection_mitigation_with_agentic_ai_nested_learning_and_ai_susta.md,metadata_only,,,,,,,,injection,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2605.16346,PropGuard: Safeguarding LLM-MAS via Propagation-Aware Exploration and Remediation,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_propguard_safeguarding_llm_mas_via_propagation_aware_exploration_and_rem.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2025_quadsentinel_sequent_safety_for_machine_checkable_control_in_multi_agent.md,metadata_only,,,,,,,,,safety,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2605.09076,Robust Multi-Agent LLMs under Byzantine Faults,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_robust_multi_agent_llms_under_byzantine_faults.md,metadata_only,,,,,,,,byzantine;integrity,robust,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv_2506_07564,SAFEFLOW: A Principled Protocol for Trustworthy and Transactional Autonomous Agent Systems,set1_core,defense,arXiv,papers/defenses/arxiv/2025_li_safeflow_a_principled_protocol_for_trustworthy_a.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,set2_emerging,defense,arXiv,papers/defenses/arxiv/2026_shi_saiguard.md,detailed_unreviewed,Graph-structured LLM agents whose incoming messages change local and global communication state.,The defense simulates counterfactual message effects across the graph before delivery.,Malicious member agents sending harmful messages.,Harmful content changes recipient state and spreads.,Counterfactual communication-state simulation and pre-delivery interception.,,Defense locus is message; function is prevention with global-state modeling.,adversar;attack;integrity;malicious;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2606.07940,SGTO-MAS: Secure Gorilla Troops Optimization for Multi-Agent LLM Systems,set2_emerging,defense,,papers/defenses/arxiv/2026_sgto_mas_secure_gorilla_troops_optimization_for_multi_agent_llm_systems.md,metadata_only,,,,,,,,integrity;secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,defense,,papers/defenses/arxiv/2025_securing_multi_agent_systems_against_corruptions_via_node_contribution_b.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2509.14956,Sentinel Agents for Secure and Trustworthy Agentic AI in Multi-Agent Systems,set1_core,defense,arXiv.org,papers/defenses/arxiv/2025_sentinel_agents_for_secure_and_trustworthy_agentic_ai_in_multi_agent_sys.md,metadata_only,,,,,,,,leak;secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv_2505_24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,set1_core,defense,arXiv,papers/defenses/arxiv/2025_he_sentinelagent_graph_based_anomaly_detection_in_m.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2604.02767,SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_sentinelagent_intent_verified_delegation_chains_for_securing_federal_mul.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2026_the_consensus_trap_rescuing_multi_agent_llms_from_adversarial_majorities.md,metadata_only,,,,,,,,adversar;integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv_2509_14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,set1_core,attack,arXiv,papers/attacks/arxiv/2025_patil_the_sum_leaks_more_than_its_parts_compositional.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;leak;privacy;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,defense,arXiv,papers/defenses/arxiv/2025_he_a_trust.md,detailed_unreviewed,LLM agents that receive heterogeneous peer messages during collaboration.,Trust scores estimate the reliability of peer communications and modulate their influence on the receiver.,"Unreliable, biased, deceptive, toxic, irrelevant, or low-quality member agents.",Unreliable contributions receive equal influence under ordinary aggregation.,Attention-derived multi-dimensional trust scoring and message filtering.,,Defense locus is message/coordination; functions are detection and prevention.,attack;integrity;malicious;security;threat,reliab;robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,set2_emerging,defense,arXiv.org,papers/defenses/arxiv/2025_toward_trustworthy_agentic_ai_a_multimodal_framework_for_preventing_prom.md,metadata_only,,,,,,,,attack;injection;leak,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.3390/electronics15112278,Ethical Coordination of LLM Multi-Agent Systems,set1_core,defense,Electronics,papers/defenses/electronics/2026_ethical_coordination_of_llm_multi_agent_systems.md,metadata_only,,,,,,,,,ethical,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,set1_core,defense,GAIE 2026,papers/defenses/gaie_2026/2026_chen_min_trust_a_minimum_necessary_information_trust.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: The framework restricts information disclosure across collaborating agents.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,AI Agents with Decentralized Identifiers and Verifiable Credentials,set1_core,defense,ICAART 2026,papers/defenses/icaart_2026/2026_garzon_ai_agents_with_decentralized_identifiers_and_ver.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: DIDs and verifiable credentials bind identities in agent-to-agent interactions.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
jha2026control_flow_hijacking,Breaking and Fixing Defenses Against Control-Flow Hijacking in Multi-Agent Systems,set1_core,defense,ICLR,papers/defenses/iclr/2026_jha_control_flow_hijacking.md,detailed_unreviewed,"Magentic-One multi-agent workflows whose orchestrator delegates coding, file, web, video, and execution tasks to black-box specialist agents.","An indirect prompt injection is laundered through a trusted specialist as a plausible error and repair plan. The orchestrator sees only that agent's report, then changes the invocation sequence and delegates unsafe actions to confused deputies.",An external adversary controlling one untrusted content item ingested by a benign member agent.,A fake environmental error includes a plausible recovery sequence that invokes attacker-useful agents; wording is adapted to satisfy broad goal-alignment criteria.,"ControlValve generates a context-free grammar of permitted agent-call traces before untrusted input is read, adds contextual rules to each edge, and permits, rejects, or replans each proposed transition.",,"The mechanism is interaction-level control-flow hijacking; the failure is compositional authority and action integrity, with confidentiality impact when delegated agents exfiltrate data.",adversar;attack;authorization;confidential;injection;integrity;malicious;security;threat,alignment,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,set1_core,defense,IEEE IRI 2025,papers/defenses/ieee_iri_2025/2025_fan_peerguard_defending_multi_agent_systems_against.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Agents mutually inspect peer reasoning to detect a backdoored member.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;backdoor;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
supp_decentralized_multi_agent_system_with_trust_aware_communication,Decentralized Multi-Agent System with Trust-Aware Communication,set1_core,defense,IEEE ISPA 2025,papers/defenses/ieee_ispa_2025/2025_ding_decentralized_multi_agent_system_with_trust_awar.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Trust scores govern communication among decentralized agents.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
doi:10.1109/icaic67076.2026.11395749,Architectural Resilience in AI-Driven Decision Systems under Adversarial Conditions,set1_core,defense,International Conference on Applied Informatics and Communication,papers/defenses/international_conference_on_applied_informatics_and_communication/2026_architectural_resilience_in_ai_driven_decision_systems_under_adversarial.md,metadata_only,,,,,,,,adversar;integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.1109/cscwd68734.2026.11582680,RoMa: A Credibility-Aware Fault-Tolerance Framework for LLM Multi-Agent Systems,set1_core,defense,International Conference on Computer Supported Cooperative Work in Design,papers/defenses/international_conference_on_computer_supported_cooperative_work_in_des/2026_roma_a_credibility_aware_fault_tolerance_framework_for_llm_multi_agent_s.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.1109/icca66035.2025.11430791,Cross-Agent Multimodal Provenance-Aware Framework for Robust Prompt Injection Defense in Large Language and Vision-Language Models,set1_core,defense,International Conferences on Computing Advancements,papers/defenses/international_conferences_on_computing_advancements/2025_cross_agent_multimodal_provenance_aware_framework_for_robust_prompt_inje.md,metadata_only,,,,,,,,injection;leak,robust,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.1109/icca66035.2025.11431026,SPIFFE-Based Zero-Trust Authentication for AI Agent Ecosystems,set1_core,defense,International Conferences on Computing Advancements,papers/defenses/international_conferences_on_computing_advancements/2025_spiffe_based_zero_trust_authentication_for_ai_agent_ecosystems.md,metadata_only,,,,,,,,authentication,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.71465/ajainn3659,Self-Healing Memory Architectures for Large Language Model-Based Multi-Agent Collaboration,set1_core,defense,American journal of artificial intelligence and neural networks,papers/defenses/journals_american_journal_of_artificial_intelligence_and_neural_netwo/2026_self_healing_memory_architectures_for_large_language_model_based_multi_a.md,metadata_only,,,,,,,,integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,set1_core,defense,Chinese Journal of Aeronautics,papers/defenses/journals_chinese_journal_of_aeronautics/2026_hu_enhancing_robustness_of_llm_driven_multi_agent_s.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: The threat and defense act on malicious messages and consensus propagation in a ring of LLM agents.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;malicious;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,set1_core,evaluation,IEEE Transactions on Computational Social Systems,papers/evaluations/journals_ieee_transactions_on_computational_social_systems/2026_xu_trust_paradox.md,detailed_unreviewed,Closed-loop LLM-MAS workflows in which a parameterized trust level changes how readily agents share information and accept peer requests.,The tested risk is an authorization differential between agents: increasing inter-agent trust improves coordination but also permits more cross-role disclosure and action. Exposure is measured over complete interaction chains rather than one model response.,Peer agents making requests that range from ordinary or emergent to overtly malicious; the study also measures non-adversarial over-sharing.,High trust weakens information gates and lets plausible peer requests elicit data beyond the MNI baseline.,Sensitive Information Repartitioning separates information more finely; Guardian-Agent enablement adds a policy-checking role.,,"Trust is a system-design and precondition variable; the failure is cross-principal confidentiality or authorization, not trust itself.",adversar;attack;authorization;confidential;malicious;privacy;security;threat,drift,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
doi:10.1109/tdsc.2026.3685256,AgentChain: Blockchain-Empowered Multi-Agent Coordination for Trustworthy LLM Question-Answering Systems,set1_core,defense,IEEE Transactions on Dependable and Secure Computing,papers/defenses/journals_ieee_transactions_on_dependable_and_secure_computing/2026_agentchain_blockchain_empowered_multi_agent_coordination_for_trustworthy.md,metadata_only,,,,,,,,integrity;secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.1109/tnse.2026.3680460,Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition,set1_core,defense,IEEE Transactions on Network Science and Engineering,papers/defenses/journals_ieee_transactions_on_network_science_and_engineering/2026_topology_linearization_for_multi_agent_systems_security_mitigating_malic.md,metadata_only,,,,,,,,malicious;security,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.63412/8vgf0b98,Consensus-Driven Metacognition in Multi-Agent Systems: A Logic-Based Byzantine Fault-Tolerant Protocol,set1_core,defense,International Journal of Global Innovations and Solutions,papers/defenses/journals_international_journal_of_global_innovations_and_solutions/2026_consensus_driven_metacognition_in_multi_agent_systems_a_logic_based_byza.md,metadata_only,,,,,,,,byzantine;integrity,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.63278/jicrcr.vi.3596,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,set1_core,defense,Journal of International Crisis and Risk Communication Research,papers/defenses/journals_journal_of_international_crisis_and_risk_communication_resea/2026_privacy_preserving_llm_infrastructure_with_multi_agent_orchestration_and.md,metadata_only,,,,,,,,leak;privacy,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.1145/3770854.3780202,Robust LLM-based Multi-Agent System with Action Negotiation and Sharing Redundancy Enhancement,set1_core,defense,Knowledge Discovery and Data Mining,papers/defenses/kdd/2026_robust_llm_based_multi_agent_system_with_action_negotiation_and_sharing.md,metadata_only,,,,,,,,,robust,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,set2_emerging,defense,LLMSEC 2025 Workshop,papers/defenses/llmsec_workshop/2025_li_1_2_3_check_enhancing_contextual_privacy_in_llm.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;privacy;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,set1_core,defense,NeurIPS,papers/defenses/neurips/2025_zhou_guardian.md,detailed_unreviewed,Multi-turn LLM-agent collaborations represented as temporal attributed graphs.,The method detects anomalous nodes and edges from changing cross-agent interactions and prunes suspicious communication.,Compromised communicating agents.,Adversarial contributions alter later agents' reasoning.,"Temporal graph reconstruction, anomaly scoring, and edge pruning.",,The defense contract assumes global trace visibility and topology control.,adversar;attack;compromis;integrity;malicious;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:5154.37952,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,set1_core,defense,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,papers/defenses/proceedings_of_the_2025_6th_international_conference_on_computer_scien/2025_securegov_agent_a_governance_centric_multi_agent_framework_for_privacy_p.md,metadata_only,,,,,,,,attack;leak;privacy;secure,governance,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
