record_id,title,publication_date,screened_venue,canonical_venue,doi,canonical_doi,arxiv_id,scope_decision,publication_status,venue_type,publication_evidence_type,publication_evidence_url,publication_override,semantic_scholar_id,semantic_scholar_title_match,citations_semantic_scholar,citation_snapshot_date,peer_first_stratum
arxiv:2603.00131,Thought Virus: Viral Misalignment via Subliminal Prompting in Multi-Agent Systems,2026-02-23,arXiv.org,arXiv.org,10.48550/arxiv.2603.00131,10.48550/arXiv.2603.00131,2603.00131,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/06da2df7727b7d7d5afead4ecd2b498e70d794b2,no,06da2df7727b7d7d5afead4ecd2b498e70d794b2,yes,4,2026-08-06,emerging_non_peer
arxiv:2603.03233,AI-for-Science Low-code Platform with Bayesian Adversarial Multi-Agent Framework,2026-03-03,arXiv.org,arXiv.org,10.48550/arxiv.2603.03233,arxiv:2603.03233,2603.03233,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c0116ff7641b605e0431f00a1f1d1213b3f390ec,no,c0116ff7641b605e0431f00a1f1d1213b3f390ec,yes,0,2026-08-06,emerging_non_peer
arxiv:2603.04142,A Multi-Agent Framework for Interpreting Multivariate Physiological Time Series,2026-03-04,arXiv.org,arXiv.org,10.48550/arxiv.2603.04142,arxiv:2603.04142,2603.04142,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/66fd2e5e6ce2cf9901dfa4f0e80856fe17f028f5,no,66fd2e5e6ce2cf9901dfa4f0e80856fe17f028f5,yes,0,2026-08-06,emerging_non_peer
arxiv:2603.04469,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,2026-03-04,arXiv.org,arXiv.org,10.48550/arxiv.2603.04469,arxiv:2603.04469,2603.04469,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,,no,,no,,2026-08-06,unresolved_citation_or_publication_status
arxiv:2603.04474,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,2026-03-04,arXiv.org,arXiv.org,10.48550/arxiv.2603.04474,arxiv:2603.04474,2603.04474,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/a293983bd48babd0f8fcd908e9f0e98932074ad8,no,a293983bd48babd0f8fcd908e9f0e98932074ad8,yes,9,2026-08-06,emerging_non_peer
arxiv:2603.04904,Alignment Backfire: Language-Dependent Reversal of Safety Interventions Across 16 Languages in LLM Multi-Agent Systems,2026-03-05,Open MIND,arXiv.org,10.48550/arxiv.2603.04904,arxiv:2603.04904,2603.04904,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/8a3c4871fc2120e273f3150c3c013cfed69221c4,no,8a3c4871fc2120e273f3150c3c013cfed69221c4,yes,1,2026-08-06,emerging_non_peer
arxiv:2603.05027,S5-SHB Agent: Society 5.0 enabled Multi-model Agentic Blockchain Framework for Smart Home,2026-03-05,Open MIND,arXiv.org,10.48550/arxiv.2603.05027,arxiv:2603.05027,2603.05027,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c79b4ed1f721754d202a39fb000535e5048a2e75,no,c79b4ed1f721754d202a39fb000535e5048a2e75,yes,0,2026-08-06,emerging_non_peer
arxiv:2603.05520,Information-Theoretic Privacy Control for Sequential Multi-Agent LLM Systems,2026-02-13,Open MIND,arXiv.org,10.48550/arxiv.2603.05520,arxiv:2603.05520,2603.05520,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/497631e2d5516267d17af922daec0981679feba4,no,497631e2d5516267d17af922daec0981679feba4,yes,7,2026-08-06,emerging_non_peer
arxiv:2603.06856,Evaluating Multi-Agent LLM Architectures for Rare Disease Diagnosis,2026-03-06,arXiv.org,arXiv.org,10.48550/arxiv.2603.06856,arxiv:2603.06856,2603.06856,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/bf6cf8e5d26f90d1a1b54031043719a94aaf3449,no,bf6cf8e5d26f90d1a1b54031043719a94aaf3449,yes,0,2026-08-06,emerging_non_peer
arxiv:2603.07848,Intentional Deception as Controllable Capability in LLM Agents,2026-03-08,arXiv.org,arXiv.org,10.48550/arxiv.2603.07848,arxiv:2603.07848,2603.07848,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/bc2cb08d8b8437992ac601eb65a6a25d9ae60497,no,bc2cb08d8b8437992ac601eb65a6a25d9ae60497,yes,1,2026-08-06,emerging_non_peer
arxiv:2603.08723,"Alignment as Iatrogenesis: Pastoral Power, Collective Pathology, and the Structural Limits of Monolingual Safety Evaluation",2026-02-17,arXiv.org,arXiv.org,10.48550/arxiv.2603.08723,arxiv:2603.08723,2603.08723,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/8aed3dfe4fc705736efc57d6b13cef00b8cb2d58,no,8aed3dfe4fc705736efc57d6b13cef00b8cb2d58,yes,2,2026-08-06,emerging_non_peer
arxiv:2603.09134,AgenticCyOps: Securing Multi-Agentic AI Integration in Enterprise Cyber Operations,2026-03-10,arXiv.org,arXiv.org,10.48550/arxiv.2603.09134,arxiv:2603.09134,2603.09134,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/7ab1fc7d527c62330ba9bb1d818b6843b2a9d53c,no,7ab1fc7d527c62330ba9bb1d818b6843b2a9d53c,yes,2,2026-08-06,emerging_non_peer
arxiv:2603.11132,WebWeaver: Breaking Topology Confidentiality in LLM Multi-Agent Systems with Stealthy Context-Based Inference,2026-03-11,arXiv.org,arXiv.org,10.48550/arxiv.2603.11132,arxiv:2603.11132,2603.11132,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/e6b066c0c60cf443cf714a44291995a7f0bcf7e1,no,e6b066c0c60cf443cf714a44291995a7f0bcf7e1,yes,2,2026-08-06,emerging_non_peer
arxiv:2603.13940,GroupGuard: A Framework for Modeling and Defending Collusive Attacks in Multi-Agent Systems,2026-03-14,arXiv.org,arXiv.org,10.48550/arxiv.2603.13940,arxiv:2603.13940,2603.13940,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/664799c6e2d5345ea1a259b71b04a7c8899f9b60,no,664799c6e2d5345ea1a259b71b04a7c8899f9b60,yes,3,2026-08-06,emerging_non_peer
arxiv:2603.15183,Token Coherence: Adapting MESI Cache Protocols to Minimize Synchronization Overhead in Multi-Agent LLM Systems,2026-03-16,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2603.15183,arxiv:2603.15183,2603.15183,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/80458b49e294c7b046ca1d60274e58177d86655b,no,80458b49e294c7b046ca1d60274e58177d86655b,yes,0,2026-08-06,emerging_non_peer
arxiv:2603.15408,TrinityGuard: A Unified Framework for Safeguarding Multi-Agent Systems,2026-03-16,arXiv.org,arXiv.org,10.48550/arxiv.2603.15408,arxiv:2603.15408,2603.15408,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/3c0851208d7c5b0cf6815806d3197aa7744fba30,no,3c0851208d7c5b0cf6815806d3197aa7744fba30,yes,1,2026-08-06,emerging_non_peer
arxiv:2603.15661,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,2026-03-09,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2603.15661,arxiv:2603.15661,2603.15661,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c813e8a39e15dd44101007a7537a9d97bdebcf35,no,c813e8a39e15dd44101007a7537a9d97bdebcf35,yes,1,2026-08-06,emerging_non_peer
arxiv:2603.15727,AgentWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,2026-03-16,,,10.48550/arxiv.2603.15727,arxiv:2603.15727,2603.15727,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c37f61125f25b797723fde8f340a4262f7b99c49,no,c37f61125f25b797723fde8f340a4262f7b99c49,yes,7,2026-08-06,emerging_non_peer
arxiv:2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,2026-03-16,arXiv.org,arXiv.org,10.48550/arxiv.2603.15809,arxiv:2603.15809,2603.15809,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/ad1aa41fe8a8a23fc016cfbe6d3b6004d14fffec,no,ad1aa41fe8a8a23fc016cfbe6d3b6004d14fffec,yes,2,2026-08-06,emerging_non_peer
arxiv:2603.16215,CoMAI: A Collaborative Multi-Agent Framework for Robust and Equitable Interview Evaluation,2026-03-17,arXiv.org,arXiv.org,10.48550/arxiv.2603.16215,arxiv:2603.16215,2603.16215,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/a03e5a5ea5a229acef4583d595ba477614f182ad,no,a03e5a5ea5a229acef4583d595ba477614f182ad,yes,1,2026-08-06,emerging_non_peer
arxiv:2603.19677,GoAgent: Group-of-Agents Communication Topology Generation for LLM-based Multi-Agent Systems,2026-03-20,arXiv.org,arXiv.org,10.48550/arxiv.2603.19677,arxiv:2603.19677,2603.19677,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/77572f5965738a8319d21c58635034b7ab1ad5bd,no,77572f5965738a8319d21c58635034b7ab1ad5bd,yes,1,2026-08-06,emerging_non_peer
arxiv:2603.20640,Hear Both Sides: Efficient Multi-Agent Debate via Diversity-Aware Message Retention,2026-03-21,arXiv.org,arXiv.org,10.48550/arxiv.2603.20640,arxiv:2603.20640,2603.20640,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/9caf9803add88558f39175fbcfd12798ada80fd2,no,9caf9803add88558f39175fbcfd12798ada80fd2,yes,3,2026-08-06,emerging_non_peer
arxiv:2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,2026-03-30,arXiv.org,arXiv.org,10.48550/arxiv.2603.28013,arxiv:2603.28013,2603.28013,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/502cb13c300a8f1075e921b391528b5507e58259,no,502cb13c300a8f1075e921b391528b5507e58259,yes,2,2026-08-06,emerging_non_peer
arxiv:2603.28807,SafeClaw-R: Towards Safe and Secure Multi-Agent Personal Assistants,2026-03-28,arXiv.org,arXiv.org,10.48550/arxiv.2603.28807,arxiv:2603.28807,2603.28807,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c1cf294d2e6f01055819d5d9bcb086e1a4c9d34b,no,c1cf294d2e6f01055819d5d9bcb086e1a4c9d34b,yes,4,2026-08-06,emerging_non_peer
arxiv:2603.29846,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,2026-03-31,arXiv.org,arXiv.org,10.48550/arxiv.2603.29846,arxiv:2603.29846,2603.29846,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/795d225d056a74886b3b40c1b8596ee7dea8c3e4,no,795d225d056a74886b3b40c1b8596ee7dea8c3e4,yes,1,2026-08-06,emerging_non_peer
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,2026-04-01,arXiv.org,arXiv.org,10.48550/arxiv.2604.01151,arxiv:2604.01151,2604.01151,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/ecb415dc6dd0b9220463ec79125db492f93cda81,no,ecb415dc6dd0b9220463ec79125db492f93cda81,yes,1,2026-08-06,emerging_non_peer
arxiv:2604.02668,Too Polite to Disagree: Understanding Sycophancy Propagation in Multi-Agent Systems,2026-04-03,arXiv.org,arXiv.org,10.48550/arxiv.2604.02668,arxiv:2604.02668,2604.02668,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/552d022f529b6375b52b04d01103b4eaea91acd1,no,552d022f529b6375b52b04d01103b4eaea91acd1,yes,1,2026-08-06,emerging_non_peer
arxiv:2604.07667,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,2026-04-09,arXiv.org,arXiv.org,10.48550/arxiv.2604.07667,arxiv:2604.07667,2604.07667,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/26972d52713dd2bd50f7d74905c4341495af988f,no,26972d52713dd2bd50f7d74905c4341495af988f,yes,3,2026-08-06,emerging_non_peer
arxiv:2604.07911,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,2026-04-09,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2604.07911,arxiv:2604.07911,2604.07911,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/edb684a9d47a023d2343c96c7278aaad3cc25c4a,no,edb684a9d47a023d2343c96c7278aaad3cc25c4a,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.09682,Decision-Theoretic Safety Assessment of Persona-Driven Multi-Agent Systems in O-RAN,2026-04-03,arXiv.org,arXiv.org,10.48550/arxiv.2604.09682,arxiv:2604.09682,2604.09682,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/7b186e5f88aa2c60d92f375282380465fb2b5fb1,no,7b186e5f88aa2c60d92f375282380465fb2b5fb1,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.09746,CONSCIENTIA: Can LLM Agents Learn to Strategize? Emergent Deception and Trust in a Multi-Agent NYC Simulation,2026-04-10,arXiv.org,arXiv.org,10.48550/arxiv.2604.09746,arxiv:2604.09746,2604.09746,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/a096f80a24d48f7051366c87cc1c090d664bc662,no,a096f80a24d48f7051366c87cc1c090d664bc662,yes,1,2026-08-06,emerging_non_peer
arxiv:2604.09917,Toward Explanatory Equilibrium: Verifiable Reasoning as a Coordination Mechanism under Asymmetric Information,2026-04-10,arXiv.org,arXiv.org,10.48550/arxiv.2604.09917,arxiv:2604.09917,2604.09917,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c0dd6ccd2d6694730d914ffd3b30ad6befb672e0,no,c0dd6ccd2d6694730d914ffd3b30ad6befb672e0,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.13120,AgentForge: Execution-Grounded Multi-Agent LLM Framework for Autonomous Software Engineering,2026-04-13,arXiv.org,arXiv.org,10.48550/arxiv.2604.13120,arxiv:2604.13120,2604.13120,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/f019c8a7e42aecaa96ef3c4cbd2ecd3aaaa1ac0c,no,f019c8a7e42aecaa96ef3c4cbd2ecd3aaaa1ac0c,yes,1,2026-08-06,emerging_non_peer
arxiv:2604.13705,Beyond Arrow's Impossibility: Fairness as an Emergent Property of Multi-Agent Collaboration,2026-04-15,arXiv.org,arXiv.org,10.48550/arxiv.2604.13705,arxiv:2604.13705,2604.13705,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/8e07b7ad478d6ee3ba4a1defdcb20f6c397f0cee,no,8e07b7ad478d6ee3ba4a1defdcb20f6c397f0cee,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.16022,SocialGrid: A Benchmark for Planning and Social Reasoning in Embodied Multi-Agent Systems,2026-04-17,arXiv.org,arXiv.org,10.48550/arxiv.2604.16022,arxiv:2604.16022,2604.16022,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/b5ee3f3916bdb9efbae2d19e94a16fa467ccb68d,no,b5ee3f3916bdb9efbae2d19e94a16fa467ccb68d,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.16543,Conjunctive Prompt Attacks in Multi-Agent LLM Systems,2026-04-17,Volume 1,ACL,10.48550/arxiv.2604.16543,10.18653/v1/2026.acl-long.1577,2604.16543,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/755676959e2750a548c4a219fdc201572617a1a8,no,755676959e2750a548c4a219fdc201572617a1a8,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.17139,The Consensus Trap: Rescuing Multi-Agent LLMs from Adversarial Majorities via Token-Level Collaboration,2026-04-18,arXiv.org,arXiv.org,10.48550/arxiv.2604.17139,arxiv:2604.17139,2604.17139,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/2322a9616b069e2d0f27e736ff688840194332dd,no,2322a9616b069e2d0f27e736ff688840194332dd,yes,3,2026-08-06,emerging_non_peer
arxiv:2604.17774,Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents,2026-04-20,arXiv.org,arXiv.org,10.48550/arxiv.2604.17774,arxiv:2604.17774,2604.17774,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/48e61a54c7087017b172d413ddd865a6e52bcd6f,no,48e61a54c7087017b172d413ddd865a6e52bcd6f,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.19752,Soft-Label Governance for Distributional Safety in Multi-Agent Systems,2026-03-19,arXiv.org,arXiv.org,10.48550/arxiv.2604.19752,arxiv:2604.19752,2604.19752,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/d02dceae2e5a554ee192d9ce1434fc57c8327656,no,d02dceae2e5a554ee192d9ce1434fc57c8327656,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.22154,Reliable Self-Harm Risk Screening via Adaptive Multi-Agent LLM Systems,2026-04-24,arXiv.org,arXiv.org,10.48550/arxiv.2604.22154,arxiv:2604.22154,2604.22154,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/dbe6c7952d4f7023eb3b5b207f46ebea6a704c4d,no,dbe6c7952d4f7023eb3b5b207f46ebea6a704c4d,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.22879,Beyond Single-Agent Alignment: Preventing Context-Fragmented Violations in Multi-Agent Systems,2026-04-24,arXiv.org,arXiv.org,10.48550/arxiv.2604.22879,arxiv:2604.22879,2604.22879,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/5d8182b26a2508ca1cc6d29f1ff0540c120f9400,no,5d8182b26a2508ca1cc6d29f1ff0540c120f9400,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.24477,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,2026-04-27,arXiv.org,arXiv.org,10.48550/arxiv.2604.24477,10.48550/arXiv.2604.24477,2604.24477,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/3a5611ab8e25b26e36edfd0e3bb9538372da139e,no,3a5611ab8e25b26e36edfd0e3bb9538372da139e,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,2026-04-29,arXiv.org,arXiv.org,10.48550/arxiv.2604.27132,arxiv:2604.27132,2604.27132,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/8471f7c218f3d1231ca7e6725f0423ae5c46cf2f,no,8471f7c218f3d1231ca7e6725f0423ae5c46cf2f,yes,0,2026-08-06,emerging_non_peer
arxiv:2604.27358,Safe Bilevel Delegation (SBD): A Formal Framework for Runtime Delegation Safety in Multi-Agent Systems,2026-04-30,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2604.27358,arxiv:2604.27358,2604.27358,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/81ab7e0372087bbd6c0bdd2b80ab7bfc2ca0e0ec,no,81ab7e0372087bbd6c0bdd2b80ab7bfc2ca0e0ec,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.01133,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,2026-05-01,arXiv.org,ICML,10.48550/arxiv.2605.01133,arxiv:2605.01133,2605.01133,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/7c6ff1aeb5af25ad94762883342fb1284a9bc47e,no,7c6ff1aeb5af25ad94762883342fb1284a9bc47e,yes,1,2026-08-06,emerging_non_peer
arxiv:2605.01704,The Reasoning Trap: An Information-Theoretic Bound on Closed-System Multi-Step LLM Reasoning,2026-05-03,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2605.01704,arxiv:2605.01704,2605.01704,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c967c0e0a1466afd86868725633ffb070e3cc57d,no,c967c0e0a1466afd86868725633ffb070e3cc57d,yes,2,2026-08-06,emerging_non_peer
arxiv:2605.02812,"Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense",2026-05-04,arXiv.org,arXiv.org,10.48550/arxiv.2605.02812,arxiv:2605.02812,2605.02812,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/643d8d8cce043ad494db9b92aecf09ab5186e9de,no,643d8d8cce043ad494db9b92aecf09ab5186e9de,yes,1,2026-08-06,emerging_non_peer
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,2026-05-07,arXiv.org,arXiv.org,10.48550/arxiv.2605.05632,arxiv:2605.05632,2605.05632,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/fcc53771b3427efb4aaac2d042ec855cf4fa1630,no,fcc53771b3427efb4aaac2d042ec855cf4fa1630,yes,1,2026-08-06,emerging_non_peer
arxiv:2605.05703,Active Learning for Communication Structure Optimization in LLM-Based Multi-Agent Systems,2026-05-07,arXiv.org,arXiv.org,10.48550/arxiv.2605.05703,arxiv:2605.05703,2605.05703,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/02aa4bb0cc02456f64fb7e9c64fcc5e0486227e5,no,02aa4bb0cc02456f64fb7e9c64fcc5e0486227e5,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.06812,Towards Security-Auditable LLM Agents: A Unified Graph Representation,2026-05-07,arXiv.org,arXiv.org,10.48550/arxiv.2605.06812,arxiv:2605.06812,2605.06812,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/7919631a973f467b2b05757a61e7b3b9bc6bac54,no,7919631a973f467b2b05757a61e7b3b9bc6bac54,yes,2,2026-08-06,emerging_non_peer
arxiv:2605.08258,Designing Intelligent Enterprise Agents: A Capability-Aligned Multi-Agent Architecture,2026-05-07,arXiv.org,arXiv.org,10.48550/arxiv.2605.08258,arxiv:2605.08258,2605.08258,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/f50cf84426873f538e3a7f2fad4af6934ef5df57,no,f50cf84426873f538e3a7f2fad4af6934ef5df57,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.08268,Insider Attacks in Multi-Agent LLM Consensus Systems,2026-05-08,arXiv.org,arXiv.org,10.48550/arxiv.2605.08268,10.48550/arXiv.2605.08268,2605.08268,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/c7d9e3b2e6f3ed031c0349e426268fa79b078f73,no,c7d9e3b2e6f3ed031c0349e426268fa79b078f73,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.08321,LLM Wardens: Mitigating Adversarial Persuasion with Third-Party Conversational Oversight,2026-05-08,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2605.08321,arxiv:2605.08321,2605.08321,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/8b4718a64403bf612f7c2410401a2a11a4050de3,no,8b4718a64403bf612f7c2410401a2a11a4050de3,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.08426,Mechanism Design Is Not Enough: Prosocial Agents for Cooperative AI,2026-05-08,arXiv.org,arXiv.org,10.48550/arxiv.2605.08426,arxiv:2605.08426,2605.08426,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/fc79538796ed0fccf0de9cee1f850fdfcf29ab92,no,fc79538796ed0fccf0de9cee1f850fdfcf29ab92,yes,1,2026-08-06,emerging_non_peer
arxiv:2605.08460,When Child Inherits: Modeling and Exploiting Subagent Spawn in Multi-Agent Networks,2026-05-08,arXiv.org,arXiv.org,10.48550/arxiv.2605.08460,arxiv:2605.08460,2605.08460,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/b46e67e21542fdd9e0ce0cfa1be6fd5030df2c5b,no,b46e67e21542fdd9e0ce0cfa1be6fd5030df2c5b,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.09027,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,2026-05-09,arXiv.org,arXiv.org,10.48550/arxiv.2605.09027,10.48550/arXiv.2605.09027,2605.09027,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/ee482ae9ecd8cef502f605a6957d56bc5b403ff9,no,ee482ae9ecd8cef502f605a6957d56bc5b403ff9,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.09076,Robust Multi-Agent LLMs under Byzantine Faults,2026-05-09,arXiv.org,arXiv.org,10.48550/arxiv.2605.09076,arxiv:2605.09076,2605.09076,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/a946db88de13b1a6e394973c3ecb191f1dca11d2,no,a946db88de13b1a6e394973c3ecb191f1dca11d2,yes,0,2026-08-06,emerging_non_peer
arxiv:2605.09278,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,2026-05-10,arXiv.org,arXiv.org,10.48550/arxiv.2605.09278,arxiv:2605.09278,2605.09278,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/1ad06ca131f6e83a0dc16cb42495dd29a98522ad,no,1ad06ca131f6e83a0dc16cb42495dd29a98522ad,yes,1,2026-08-06,emerging_non_peer
arxiv:2605.09823,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,2026-05-10,arXiv (Cornell University),arXiv.org,10.48550/arxiv.2605.09823,10.48550/arXiv.2605.09823,2605.09823,include-primary-interaction-security,non_peer_or_unverified,,no_archival_peer_evidence,https://www.semanticscholar.org/paper/a2d6a88ef3dce5f496ea0fe6805e6ca274ab4b15,no,a2d6a88ef3dce5f496ea0fe6805e6ca274ab4b15,yes,2,2026-08-06,emerging_non_peer
