work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths,broad_role,role_source,role_status
arxiv_2601_04170,arxiv_2601_04170,Agent Drift: Quantifying Behavioral Degradation in Multi-Agent LLM Systems Over Extended Interactions,2026,2026,arXiv,,2601.04170,https://arxiv.org/abs/2601.04170,evaluation,evaluation,high-citation non-peer security candidate,boundary_full_text_screened,secondary,canonical:arxiv_2601_04170,Retained after the citation retrieval gate and security scope screen.,,,yes,broad;canonical;peerfirst;search;structured_exclude;targeted;targeted_gap,broad:arxiv:2601.04170;canonical:arxiv_2601_04170;peerfirst:arxiv:2601.04170;search:arxiv:2601.04170;structured-exclude:rathe2026agentdrift;targeted-gap:goal_drift:agentdriftquantifyingbehavioraldegradationinmultiagentllmsystemsoverextendedinteractions;targeted:arxiv:2601.04170,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/01_search_catalog/structured_exclusions.csv;corpus/sets/01_search_catalog/targeted_gap_search.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.3390/electronics15122740,,"Agentic AI and Large Language Models for Autonomous IoT Cybersecurity: A Systematic Survey, Taxonomy, and Research Roadmap",2026-06-22,2026,Electronics,10.3390/electronics15122740,,,,,,,secondary,search:doi:10.3390/electronics15122740,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.3390/electronics15122740,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.3390/pr14132112,,Agentic AI for Safety-Aware Process Monitoring and Fault Diagnosis: A Review,2026-06-29,2026,Processes,10.3390/pr14132112,,,,,,,secondary,search:doi:10.3390/pr14132112,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.3390/pr14132112,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.21203/rs.3.rs-9839978/v1,,"Agentic and Multi-agent Systems: A Systematic Review of Tool Use, Benchmarks, and Governance",2026-05-29,2026,Research Square,10.21203/rs.3.rs-9839978/v1,,,,,,,secondary,search:doi:10.21203/rs.3.rs-9839978/v1,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.21203/rs.3.rs-9839978/v1,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.33545/27076571.2026.v7.i7a.358,,"Agentic artificial intelligence: Architectures, planning mechanisms, multi-agent collaboration, applications, challenges, and future research directions-A comprehensive review",2026-07-01,2026,International Journal of Computing and Artificial Intelligence,10.33545/27076571.2026.v7.i7a.358,,,,,,,secondary,search:doi:10.33545/27076571.2026.v7.i7a.358,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.33545/27076571.2026.v7.i7a.358,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1109/satc69565.2026.11542535,,Agentic Code Review: A Multi-Agent Framework with Meta-Cognitive Reflection and Human-in-the-Loop Alignment,2026-03-24,2026,"2026 IEEE 2nd International Conference on Secure IoT, Assured and Trusted Computing (SATC)",10.1109/satc69565.2026.11542535,,,,,,,secondary,search:doi:10.1109/satc69565.2026.11542535,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1109/satc69565.2026.11542535,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2606.26627,,Agents That Know Too Much: A Data-Centric Survey of Privacy in LLM Agents,2026-06-25,2026,arXiv (Cornell University),,2606.26627,,,,,,secondary,search:arxiv:2606.26627,Parent screening assigned an exclusion decision.,,,yes,search,search:arxiv:2606.26627,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,AI Agents with Decentralized Identifiers and Verifiable Credentials,2026,2026,ICAART 2026,10.5220/0014234400004052,2511.02841,https://doi.org/10.5220/0014234400004052,defense,defense,defense; protocol,official_metadata_and_abstract_screened,secondary,canonical:supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,DIDs and verifiable credentials bind identities in agent-to-agent interactions.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.5220/0014234400004052;canonical:supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials;peerfirst:doi:10.5220/0014234400004052;search:doi:10.5220/0014234400004052;targeted:doi:10.5220/0014234400004052;venue:icaart_2026:10_5220_0014234400004052,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,defense,existing_corpus_role,source_reviewed_or_imported
yang2026among_us,yang2026among_us,Among Us: Measuring and Mitigating Malicious Contributions in Model Collaboration Systems,2026,2026,ACL,10.18653/v1/2026.acl-long.725,2602.05176,https://aclanthology.org/2026.acl-long.725/,attack,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,secondary,canonical:yang2026among_us,"The malicious-contributor problem is important, but only a subset of the four collaboration levels cleanly satisfies the SoK’s strict LLM-MAS interaction boundary.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:arxiv:2602.05176;canonical:yang2026among_us;peerfirst:arxiv:2602.05176;search:arxiv:2602.05176;targeted:arxiv:2602.05176;venue:acl:10_18653_v1_2026_acl_long_725,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,attack,existing_corpus_role,source_reviewed_or_imported
doi:10.22214/ijraset.2026.79556,,An Agentic System for Code Review & Debugging,2026-04-30,2026,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2026.79556,,,,,,,secondary,search:doi:10.22214/ijraset.2026.79556,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.22214/ijraset.2026.79556,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.21203/rs.3.rs-8632843/v1,,Argumentative essay assessment with LLMs: A critical scoping review,2026-02-02,2026,Research Square,10.21203/rs.3.rs-8632843/v1,,,,,,,secondary,search:doi:10.21203/rs.3.rs-8632843/v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.21203/rs.3.rs-8632843/v1,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.64898/2026.04.21.26351365,,Artificial Intelligence Agents in Mental Health: A Systematic Review and Meta Analysis,2026-04-22,2026,medRxiv,10.64898/2026.04.21.26351365,,,,,,,secondary,search:doi:10.64898/2026.04.21.26351365,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.64898/2026.04.21.26351365,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2606.08728,,"Artificial Intelligence for Mathematical Reasoning: An Integrated Survey of Language Models, Neuro-symbolic Systems, and Verified Discovery",2026-06-07,2026,,,2606.08728,,,,,,secondary,search:arxiv:2606.08728,No attack-family query hit and no canonical attack record.,,,yes,search,search:arxiv:2606.08728,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,ATAG: AI-Agent Application Threat Assessment with Attack Graphs,2026,2026,ACM AsiaCCS 2026,10.1145/3779208.3785380,9208.37853,https://doi.org/10.1145/3779208.3785380,evaluation,evaluation,threat modeling; evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,Attack graphs model compromise paths across agentic application components and interactions.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1145/3779208.3785380;canonical:supp_atag_ai_agent_application_threat_assessment_with_attack_graphs;peerfirst:doi:10.1145/3779208.3785380;search:doi:10.1145/3779208.3785380;targeted:doi:10.1145/3779208.3785380;venue:acm_asiaccs_2026:10_1145_3779208_3785380,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.20944/preprints202606.0238.v1,,"Automated Design of Agentic Systems: A Survey of Algorithms for Searching, Optimizing, and Evolving LLM Agents, Workflows, and Prompts",2026-06-02,2026,Preprints.org,10.20944/preprints202606.0238.v1,,,,,,,secondary,search:doi:10.20944/preprints202606.0238.v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.20944/preprints202606.0238.v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.48448/ct0v-5k29,,BadScientist: Can a Research Agent Write Convincing but Unsound Papers that Fool LLM Reviewers?,2026-06-03,2026,Underline Science Inc.,10.48448/ct0v-5k29,,,,,,,secondary,search:doi:10.48448/ct0v-5k29,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.48448/ct0v-5k29,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
zhao2026macbench,zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,2026,2026,arXiv,,2606.07805,https://arxiv.org/abs/2606.07805,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,secondary,canonical:zhao2026macbench,"Procedural compliance, authorization, privacy, and trace integrity are security-relevant, but the work is not exclusively MAS and many violations are governance/compliance rather than adversarial security.",,,yes,canonical;search,canonical:zhao2026macbench;search:arxiv:2606.07805,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.1007/978-981-92-1468-6_3,,"Beyond Single AI: The Rise of Multi-Agent Orchestration A Survey on Bias, Privacy, Robustness, and Interpretability",2026-01-01,2026,Lecture notes in computer science,10.1007/978-981-92-1468-6_3,,,,,,,secondary,search:doi:10.1007/978-981-92-1468-6_3,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1007/978-981-92-1468-6_3,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
zou2026calbench,zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,2026,2026,arXiv,,2605.09823,https://arxiv.org/abs/2605.09823,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,secondary,canonical:zou2026calbench,"The benchmark primarily studies coordination, cost, fairness, and communication; privacy leakage is one first-class metric but no adversary is required.",,,yes,broad;canonical;search;targeted,broad:arxiv:2605.09823;canonical:zou2026calbench;search:arxiv:2605.09823;targeted:arxiv:2605.09823,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.1016/j.inffus.2026.104577,,Communication-efficient agentic edge intelligence: A survey of federated multi-agent information fusion for LLM-driven edge AI,2026-06-28,2026,Information Fusion,10.1016/j.inffus.2026.104577,,,,,,,secondary,search:doi:10.1016/j.inffus.2026.104577,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1016/j.inffus.2026.104577,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.11896/jsjkx.250500002,,Comprehensive Survey of LLM-based Agent Operating Systems,2026-01-01,2026,DOAJ (DOAJ: Directory of Open Access Journals),10.11896/jsjkx.250500002,,,,,,,secondary,search:doi:10.11896/jsjkx.250500002,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.11896/jsjkx.250500002,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1038/s41598-026-41500-8,,Cross-language hotel review sentiment analysis via multi-agent federated learning with heterogeneous graph attention networks,2026-03-09,2026,Scientific Reports,10.1038/s41598-026-41500-8,,,,,,,secondary,search:doi:10.1038/s41598-026-41500-8,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1038/s41598-026-41500-8,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
milkowski2026amongus,milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,2026,2026,AAMAS,10.65109/frxl8789,2603.26635,https://doi.org/10.65109/FRXL8789,evaluation,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,secondary,canonical:milkowski2026amongus,"It is a social-deception evaluation in a game with assigned adversarial roles, not a general technical attack or defense study.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.65109/frxl8789;canonical:milkowski2026amongus;peerfirst:doi:10.65109/frxl8789;search:doi:10.65109/frxl8789;targeted:doi:10.65109/frxl8789;venue:aamas:10_65109_frxl8789,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,Deliberation and drift: Evaluating alignment fragility in multi-agent medical artificial intelligence,2026,2026,AI and Ethics,10.1007/s43681-026-01048-9,,https://doi.org/10.1007/s43681-026-01048-9,evaluation,evaluation,evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art,Alignment fragility is evaluated as an effect of multi-agent deliberation.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1007/s43681-026-01048-9;canonical:supp_deliberation_and_drift_evaluating_alignment_fragility_in_multi_agent_medical_art;peerfirst:doi:10.1007/s43681-026-01048-9;search:doi:10.1007/s43681-026-01048-9;targeted:doi:10.1007/s43681-026-01048-9;venue:ai_and_ethics:10_1007_s43681_026_01048_9,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
arxiv:2603.15672,,DRCY: Agentic Hardware Design Reviews,2026-03-13,2026,CAIS,10.1145/3786335.3813218,2603.15672,,,,,,secondary,search:doi:10.1145/3786335.3813218,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1145/3786335.3813218,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1007/s12652-026-05091-6,,Evaluating chatbots in the LLM era: a hybrid survey and qualitative synthesis of evaluation frameworks,2026-05-13,2026,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-026-05091-6,,,,,,,secondary,search:doi:10.1007/s12652-026-05091-6,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1007/s12652-026-05091-6,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1145/3793671,,Evaluating LLM-based Agents for Multi-turn Conversations: A Survey,2026-02-14,2026,ACM Transactions on Intelligent Systems and Technology,10.1145/3793671,,,,,,,secondary,search:doi:10.1145/3793671,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1145/3793671,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2604.13103,,Fairness in Multi-Agent Systems for Software Engineering: An SDLC-Oriented Rapid Review,2026-04-10,2026,Proceedings of the 34th ACM International Conference on the Foundations of Software Engineering,10.1145/3803437.3806715,2604.13103,,,,,,secondary,search:doi:10.1145/3803437.3806715,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1145/3803437.3806715,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.17605/osf.io/8jqsp,,Federated Learning for Trustworthy and Multi-Institutional Clinical Agentic AI: A Scoping Review of Large Language Model Approaches,2026-01-01,2026,Open MIND,10.17605/osf.io/8jqsp,,,,,,,secondary,search:doi:10.17605/osf.io/8jqsp,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.17605/osf.io/8jqsp,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2606.04990,,From Agent Traces to Trust: A Survey of Evidence Tracing and Execution Provenance in LLM Agents,2026-06-03,2026,,,2606.04990,,,,,,secondary,search:arxiv:2606.04990,Parent screening assigned an exclusion decision.,,,yes,search,search:arxiv:2606.04990,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.33411/ijist/1813,,From Automation to Autonomy: A Survey of Agentic Workflows in CI/CD Orchestration,2026-05-14,2026,International Journal of Innovative Science & Technology,10.33411/ijist/1813,,,,,,,secondary,search:doi:10.33411/ijist/1813,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.33411/ijist/1813,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.15441/ceem.26.136,,From non-agentic large language models to multi-agent systems in emergency medicine: a scoping review,2026-04-08,2026,Clinical and Experimental Emergency Medicine,10.15441/ceem.26.136,,,,,,,secondary,search:doi:10.15441/ceem.26.136,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.15441/ceem.26.136,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
zhou2026shield_target,zhou2026shield_target,From Shield to Target: Denial-of-Service Attacks on LLM-Based Agent Guardrails,2026,2026,arXiv,,2606.14517,https://arxiv.org/abs/2606.14517,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,secondary,canonical:zhou2026shield_target,"Shared-monitor resource isolation is interaction-amplified, but the underlying guardrail DoS is not MAS-native and MAS is only one of several deployment evaluations.",,,yes,broad;canonical;search;targeted;targeted_gap,broad:arxiv:2606.14517;canonical:zhou2026shield_target;search:arxiv:2606.14517;targeted-gap:denial_of_service:zhou2026shield_target;targeted:arxiv:2606.14517,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/01_search_catalog/targeted_gap_search.csv;corpus/sets/02_broad_included/broad_included.csv,attack,existing_corpus_role,source_reviewed_or_imported
doi:10.17605/osf.io/wc9ax,,From Static Benchmarks to Dynamic Agents: A Scoping Review of Multi-Turn LLM Evaluation Frameworks for Patient-Facing AI in Healthcare,2026-01-01,2026,Open MIND,10.17605/osf.io/wc9ax,,,,,,,secondary,search:doi:10.17605/osf.io/wc9ax,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.17605/osf.io/wc9ax,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
supp_from_tasks_to_teams_a_risk_first_evaluation_framework_for_multi_agent_llm_system,supp_from_tasks_to_teams_a_risk_first_evaluation_framework_for_multi_agent_llm_system,From Tasks to Teams: A Risk-First Evaluation Framework for Multi-Agent LLM Systems in Finance,2026,2026,Findings of ACL 2026,10.18653/v1/2026.findings-acl.1934,,https://aclanthology.org/2026.findings-acl.1934/,evaluation,evaluation,evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_from_tasks_to_teams_a_risk_first_evaluation_framework_for_multi_agent_llm_system,The evaluation targets risks that emerge at team and workflow level in a financial MAS.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2026.findings-acl.1934;canonical:supp_from_tasks_to_teams_a_risk_first_evaluation_framework_for_multi_agent_llm_system;peerfirst:doi:10.18653/v1/2026.findings-acl.1934;search:doi:10.18653/v1/2026.findings-acl.1934;targeted:doi:10.18653/v1/2026.findings-acl.1934;venue:findings_of_acl_2026:10_18653_v1_2026_findings_acl_1934,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.32996/jcsts.2026.8.5.4,,Harnessing Large Language Models and Agentic AI for Transformative Cloud Reliability and Incident Management: A Comprehensive Suggestive Review,2026-03-15,2026,Journal of Computer Science and Technology Studies,10.32996/jcsts.2026.8.5.4,,,,,,,secondary,search:doi:10.32996/jcsts.2026.8.5.4,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.32996/jcsts.2026.8.5.4,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.3390/app16105001,,Interaction with LLM-Based Systems: A Structured Review and Taxonomy of Mechanisms and Autonomy,2026-05-17,2026,Applied Sciences,10.3390/app16105001,,,,,,,secondary,search:doi:10.3390/app16105001,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.3390/app16105001,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.13016/m2ixjy-kne6,,"Jailbreaking LLMs: A Survey of Attacks, Defenses and Evaluation",2026-01-06,2026,,10.13016/m2ixjy-kne6,,,,,,,secondary,search:doi:10.13016/m2ixjy-kne6,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.13016/m2ixjy-kne6,corpus/sets/01_search_catalog/search_catalog.csv,attack,title_rule_v2,assistant_derived_pending_author_signoff
olson2026liecraft,olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,2026,2026,AAAI,10.1609/aaai.v40i44.41116,2603.06874,https://ojs.aaai.org/index.php/AAAI/article/view/41116,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,secondary,canonical:olson2026liecraft,"It measures deception capability and peer detection in controlled games, but the malicious objective is assigned by the benchmark rather than arising from a deployment attack.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1609/aaai.v40i44.41116;canonical:olson2026liecraft;peerfirst:doi:10.1609/aaai.v40i44.41116;search:doi:10.1609/aaai.v40i44.41116;targeted:doi:10.1609/aaai.v40i44.41116;venue:aaai:10_1609_aaai_v40i44_41116,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.62487/saimsarab885dc08,,LLM Hallucinations in Clinical Documentation: Scoping Review with ☸️SAIMSARA,2026-05-18,2026,SAIMSARA Journal,10.62487/saimsarab885dc08,,,,,,,secondary,search:doi:10.62487/saimsarab885dc08,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.62487/saimsarab885dc08,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1007/s10489-026-07340-9,,LLM-based agent systems: a systematic literature review and position on hybrid architectures and evaluation frameworks,2026-07-01,2026,Applied intelligence (Boston),10.1007/s10489-026-07340-9,,,,,,,secondary,search:doi:10.1007/s10489-026-07340-9,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1007/s10489-026-07340-9,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.17605/osf.io/p7b6y,,LLM-Based Agentic Systems for the Execution of the BPM Lifecycle over Unstructured Healthcare Data: a Scoping Review Protocol,2026-01-01,2026,Open MIND,10.17605/osf.io/p7b6y,,,,,,,secondary,search:doi:10.17605/osf.io/p7b6y,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.17605/osf.io/p7b6y,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1109/access.2026.3707573,,LLM-Based Intelligent Agents for Cybersecurity: A Tutorial and Survey of Automated Vulnerability Discovery,2026-01-01,2026,IEEE Access,10.1109/access.2026.3707573,,,,,,,secondary,search:doi:10.1109/access.2026.3707573,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1109/access.2026.3707573,corpus/sets/01_search_catalog/search_catalog.csv,attack,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.20944/preprints202604.2147.v1,,"LLM-Based Multi-Agent Orchestration: A Survey of Frameworks, Communication Protocols, and Emerging Patterns",2026-06-15,2026,Future Internet,10.20944/preprints202604.2147.v1,,,,,,,secondary,search:doi:10.20944/preprints202604.2147.v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.20944/preprints202604.2147.v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.18653/v1/2026.acl-long.2123,,LLM-Based Multi-Agent Systems for Clinical Workflows: A Survey of AI Hospitals,2026-06-03,2026,Underline Science Inc.,10.18653/v1/2026.acl-long.2123,,,,,,,secondary,search:doi:10.18653/v1/2026.acl-long.2123,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.18653/v1/2026.acl-long.2123,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2602.13292,,Mirror: A Multi-Agent System for AI-Assisted Ethics Review,2026-02-09,2026,arXiv (Cornell University),,2602.13292,,,,,,secondary,search:arxiv:2602.13292,No attack-family query hit and no canonical attack record.,,,yes,search,search:arxiv:2602.13292,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.56975/ijedr.v14i2.308420,,"Multi-Agent Debate for Software Architecture Governance: A Framework for ADR Generation, Risk Review, and Deployment Readiness",2026-06-01,2026,International Journal of Engineering Development and Research,10.56975/ijedr.v14i2.308420,,,,,,,secondary,search:doi:10.56975/ijedr.v14i2.308420,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.56975/ijedr.v14i2.308420,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.20944/preprints202606.0358.v1,,Multi-Agent Systems and Their Evolution: A Comparative Survey,2026-06-04,2026,Preprints.org,10.20944/preprints202606.0358.v1,,,,,,,secondary,search:doi:10.20944/preprints202606.0358.v1,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.20944/preprints202606.0358.v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.2196/preprints.96241,,Multi-Turn LLM-Based Conversational Agents for Patients with Cancer and Caregivers: A Scoping Review (Preprint),2026-03-26,2026,,10.2196/preprints.96241,,,,,,,secondary,search:doi:10.2196/preprints.96241,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.2196/preprints.96241,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
