work_key,title,evidence_set,year,venue,primary_url,interaction_interfaces,risk_or_property,interaction_dependence,scope_reason,evidence_basis,paper_section,decision_reason
arxiv_2508_07667,1-2-3 Check: Enhancing Contextual Privacy in LLM via Multi-Agent Reasoning,set2_emerging,2025,LLMSEC 2025 Workshop,https://aclanthology.org/2025.llmsec-1.9/,I4_delegation_action,R1_propagation_persistence;R5_private_data_leakage,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2504.07461,Achilles Heel of Distributed Multi-Agent Systems,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/df948cf591ab14be205c1f43782b36aa35450a32,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=evaluation. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
arxiv:2510.01586,AdvEvo-MARL: Shaping Internalized Safety through Adversarial Co-Evolution in Multi-Agent Reinforcement Learning,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/7a44b3e5b5151aa1c9fd533e2374578a1ddbc4df,I4_delegation_action,R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2509.13597,Agentic JWT: A Secure Delegation Protocol for Autonomous AI Agents,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/117cd1d71516457304f87903bac925e5d1222325,I4_delegation_action;I6_observation_defense,R6_authority_misuse;R7_availability_cost,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
mao2025agentsafe,AgentSafe: Safeguarding Large Language Model-based Multi-agent Systems via Hierarchical Data Management,set2_emerging,2025,arXiv,https://arxiv.org/abs/2503.04392,I2_communication_routing;I3_state_memory;I4_delegation_action,R6_authority_misuse,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
supp_agentshield_2025,AgentShield: Make MAS more secure and efficient,set2_emerging,2025,arXiv,https://arxiv.org/abs/2511.22924,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity;R7_availability_cost,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2504.16489,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/523090aa81939c856e0e7f9a0f32eb705672a545,I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=8. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
arxiv:2512.17913,Byzantine Fault-Tolerant Multi-Agent System for Healthcare: A Gossip Protocol Approach to Secure Medical Message Propagation,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/2b5da79e48605a84031c6ec1c1e741bfc62d264d,I2_communication_routing;I5_aggregation_outcome;I6_observation_defense,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
jo2025byzantinerobust,Byzantine-Robust Decentralized Coordination of LLM Agents,set2_emerging,2025,arXiv,https://arxiv.org/abs/2507.14928,I5_aggregation_outcome,R3_collective_integrity;R7_availability_cost,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,set2_emerging,2025,arXiv,https://arxiv.org/abs/2510.11246,,,,2026-08-18 source reconciliation established a material inter-agent security path: distributed_backdoor_activates_through_cross_agent_invocation_and_is_security_primary.,abstract,,2026-08-18 benchmark reconciliation promoted this work into set2_emerging: distributed_backdoor_activates_through_cross_agent_invocation_and_is_security_primary. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
arxiv:2511.08710,Convergence dynamics of Agent-to-Agent Interactions with Misaligned objectives,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/0ff7e4b77af7cc7e8703b5fcd167124421b79199,I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=general. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=general.
arxiv:2512.20973,DAO-Agent: Zero Knowledge-Verified Incentives for Decentralized Multi-Agent Coordination,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/0b4fe767a365cc38015ecd935b3009b76af098dc,I6_observation_defense,R2_collusion_coordination;R5_private_data_leakage,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,set2_emerging,2025,arXiv,https://arxiv.org/abs/2506.04572,I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=8. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,set2_emerging,2025,arXiv,https://arxiv.org/abs/2512.04129,I2_communication_routing,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
arxiv:2503.23138,EncGPT: A Multi-Agent Workflow for Dynamic Encryption Algorithms,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/d9eb816cc2a0af9d01711d1445bc2e6507705ebf,I2_communication_routing,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2512.16167,Ev-Trust: An Evolutionarily Stable Trust Mechanism for Decentralized LLM-Based Multi-Agent Service Economies,set2_emerging,2025,,https://www.semanticscholar.org/paper/2fc472d64713f1453c905d90788d86998d766f5b,I5_aggregation_outcome,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,set2_emerging,2025,AAMAS Strategic Engineering Workshop,https://openreview.net/forum?id=XC5vOg5UTf,,,,2026-08-18 source reconciliation established a material inter-agent security path: task_decomposition_hides_global_harmful_intent_and_causes_compositional_execution_failure.,abstract,,2026-08-18 benchmark reconciliation promoted this work into set2_emerging: task_decomposition_hides_global_harmful_intent_and_causes_compositional_execution_failure. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
allegrini2025formalizing,Formalizing the Safety Security and Functional Properties of Agentic AI Systems,set2_emerging,2025,arXiv,https://arxiv.org/abs/2510.14133,I2_communication_routing;I4_delegation_action,unspecified,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=general. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=general.
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,set2_emerging,2025,arXiv,https://arxiv.org/abs/2506.00509,unspecified,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2512.22496,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/31b9b973a99cc78c10a43d1dcd9c5affccdd962e,I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
doi:10.5281/zenodo.17812179,LLM Hijacking: When Models Manipulate Their Routers,set2_emerging,2025,Zenodo (CERN European Organization for Nuclear Research),,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
arxiv:2507.13038,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/1115a843e8f3d142180f807c97f71cde65d2ad12,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=4. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
arxiv:2512.03097,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/bf43fd628552fac551b2d80f188c2c600926773a,I5_aggregation_outcome,R2_collusion_coordination;R3_collective_integrity;R7_availability_cost,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,2025,arXiv,https://arxiv.org/abs/2505.04799,I2_communication_routing;I4_delegation_action;I6_observation_defense,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,2025,arXiv,https://arxiv.org/abs/2505.20824,unspecified,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/6e9b992946fbc6c608fe7b45ddeab9ed83ae6e5d,I2_communication_routing;I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2506.11083,RedDebate: Safer Responses through Multi-Agent Red Teaming Debates,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/89b908678883095f8a2eda436bb5aac623b4e18e,I3_state_memory;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,2025,,https://www.semanticscholar.org/paper/19ed9b8d65821da821509212ad4aa878fa73b704,I2_communication_routing;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/450f3603e3a1f679e79f72a9f5b16214a0eb84ba,I2_communication_routing;I4_delegation_action,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=evaluation. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,set2_emerging,2025,arXiv,https://arxiv.org/abs/2507.06850,I2_communication_routing,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,2025,arXiv,https://arxiv.org/abs/2506.02546,I1_boundary_admission;I2_communication_routing,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2512.23557,Toward Trustworthy Agentic AI: A Multimodal Framework for Preventing Prompt Injection Attacks,set2_emerging,2025,arXiv.org,https://www.semanticscholar.org/paper/d775531bf0c45fa89cb41e521e77d920f33fcf82,I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=5. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv_2504_00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),set2_emerging,2025,arXiv,https://arxiv.org/abs/2504.00374,I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
doi:10.20944/preprints202602.1655.v1,"A Survey on the Unique Security of Autonomous and Collaborative LLM Agents: Threats, Defenses, and Futures",set2_emerging,2026,Preprints.org,,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=survey.
arxiv:2604.23338,A Systematic Survey of Security Threats and Defenses in LLM-Based AI Agents: A Layered Attack Surface Framework,set2_emerging,2026,,,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R6_authority_misuse,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=6. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=survey.
arxiv:2603.15727,AgentWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,set2_emerging,2026,,https://www.semanticscholar.org/paper/c37f61125f25b797723fde8f340a4262f7b99c49,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
doi:10.5281/zenodo.18902320,Algorithmic Cowardice: Cognitive Dissonance and Moral Conformity in Multi-Agent LLM Interactions,set2_emerging,2026,Zenodo,https://zenodo.org/records/18902321,I2_communication_routing;I5_aggregation_outcome,R3_collective_integrity;R6_authority_misuse,interaction_dependent_mechanism,2026-08-21 named decision signoff retained the work after full-text review: the adversarial Influencer directly pressures the Target and the interaction is the tested safety path.,full_text,Sections 2.4;3.1;6.3;7,2026-08-21 named decision signoff rejected the proposed Set 3 move and retained set2_emerging/evaluation. The work directly evaluates adversarial peer-agent pressure against target safety behavior. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,set2_emerging,2026,arXiv.org,https://www.semanticscholar.org/paper/fcc53771b3427efb4aaac2d042ec855cf4fa1630,I1_boundary_admission;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
arxiv:2605.14271,Auditing Agent Harness Safety,set2_emerging,2026,arXiv.org,https://www.semanticscholar.org/paper/7d89c6d4c6b401f4d8e6e9759f25b3578e206e0f,I2_communication_routing;I4_delegation_action;I6_observation_defense,R4_trajectory_goal_drift;R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
arxiv:2605.02812,"Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense",set2_emerging,2026,arXiv.org,https://www.semanticscholar.org/paper/643d8d8cce043ad494db9b92aecf09ab5186e9de,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R5_private_data_leakage;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,set2_emerging,2026,arXiv,https://arxiv.org/abs/2606.07805,,,,2026-08-18 source reconciliation established a material inter-agent security path: full_trace_procedural_integrity_authorization_and_privacy_are_concrete_security_properties.,abstract,,2026-08-18 benchmark reconciliation promoted this work into set2_emerging: full_trace_procedural_integrity_authorization_and_privacy_are_concrete_security_properties. 2026-08-21 named decision signoff by expiol confirmed membership and dominant contribution. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
arxiv:2603.04469,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,set2_emerging,2026,arXiv.org,,I1_boundary_admission;I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2604.22879,Beyond Single-Agent Alignment: Preventing Context-Fragmented Violations in Multi-Agent Systems,set2_emerging,2026,arXiv.org,https://www.semanticscholar.org/paper/5d8182b26a2508ca1cc6d29f1ff0540c120f9400,I4_delegation_action,R1_propagation_persistence;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
arxiv:2605.22001,Blind Spots in the Guard: How Domain-Camouflaged Injection Attacks Evade Detection in Multi-Agent LLM Systems,set2_emerging,2026,arXiv.org,https://www.semanticscholar.org/paper/d623578c650d7d6442398dd7e2683caeaa91ac22,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity;R6_authority_misuse,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
arxiv:2606.07790,Byzantine Cheap Talk: Adversarial Resilience and Topology Effects in LLM Coordination Games,set2_emerging,2026,arXiv (Cornell University),https://www.semanticscholar.org/paper/1993dd73996dafdb4d66396646936c9da6a47f99,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=attack.
zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,set2_emerging,2026,arXiv,https://arxiv.org/abs/2605.09823,I2_communication_routing;I4_delegation_action,R5_private_data_leakage;R6_authority_misuse,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",full_text,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=evaluation.
arxiv:2605.19240,CASPIAN: Online Detection and Attribution of Cascade Attacks in LLM Multi-Agent Systems via Cross-Channel Causal Monitoring,set2_emerging,2026,arXiv.org,https://www.semanticscholar.org/paper/dd7c0938f68765869f0e61ee363e7ed36a873eba,I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",abstract,,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named corpus classification signoff by expiol: retained in set2_emerging; dominant_contribution=defense.
