review_row,candidate_basis,record_id,title,publication_date,canonical_venue,publication_status,venue_type,citations,citation_snapshot_date,doi,arxiv_id,source_url,current_corpus_paper_id,current_corpus_primary_category,current_corpus_scope_relation,current_corpus_note_path,prior_source_review_status,prior_recommended_scope,prior_gate_decision,canonical_version_reviewed,full_text_read,gate_multiagent_boundary,gate_explicit_interaction,gate_direct_security_relevance,gate_interaction_dependence,gate_canonical_full_text_evidence,human_final_decision,human_primary_category,human_scope_relation,evidence_locations,decision_reason,reviewer,second_reviewer,review_date,adjudication_note,duplicate_of_record_id,human_signoff_complete
91,current_canonical_corpus,mathew2025hidden,Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,2025,IJCNLP-AACL,peer_reviewed,,,,10.18653/v1/2025.ijcnlp-long.34,,https://aclanthology.org/2025.ijcnlp-long.34/,mathew2025hidden,evaluation,core_security,papers/evaluations/ijcnlp_aacl/2025_mathew_hidden_plain_text.md,agent_unverified,,,IJCNLP-AACL 2025 published version (DOI 10.18653/v1/2025.ijcnlp-long.34),yes,yes,yes,yes,yes,yes,include,evaluation,core_security,"Abstract/Introduction, pp. 585–587; metric definitions around PDF p. 3; experiment and mitigation sections; limitations/discussion","The paper evaluates sender/receiver agents that learn covert linguistic codes under misspecified incentives while an overseer monitors the channel. Collusion success, oversight bypass, and paraphrasing mitigation are all relational and interaction-dependent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
92,peer_reviewed_broad_inclusion,doi:10.1109/ica67499.2025.00033,Hidden in Plain Text: Measuring LLM Deception Quality Against Human Baselines Using Social Deduction Games,2025-12-05,International Conference on Agents,peer_reviewed,conference,5,2026-08-06,10.1109/ica67499.2025.00033,2601.13709,https://doi.org/10.1109/ica67499.2025.00033,,,,,not_source_reviewed,pending,pending_full_text_adjudication,International Conference on Agents 2026 version / arXiv 2601.13709,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,"Abstract; asynchronous Mafia-game framework and role protocol; detector methodology; results comparing 35 LLM games, 28 human games, and random baseline",The study evaluates deception by hidden-role LLM agents in asynchronous social interaction and measures whether an observer can identify malicious roles. Deception success and detectability arise from conversational influence among separately addressable agents.,GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
93,current_canonical_corpus,zhou2026hierarchical_attacks,Hierarchical Attacks for Multi-Modal Multi-Agent Reasoning,2026,CVPR,peer_reviewed,,,,,,https://openaccess.thecvf.com/content/CVPR2026/html/Zhou_Hierarchical_Attacks_for_Multi-Modal_Multi-Agent_Reasoning_CVPR_2026_paper.html,zhou2026hierarchical_attacks,attack,core_security,papers/attacks/cvpr/2026_zhou_hierarchical_attacks.md,agent_unverified,,,CVPR 2026 published version,yes,yes,yes,yes,yes,yes,include,attack,core_security,"Sec. 3, pp. 42333–42335, Fig. 2; Sec. 3.3; Sec. 4.1 p. 42335; Sec. 4.2 p. 42336 Table 2; Sec. 4.3 p. 42338 Fig. 5","HAM3 attacks agent identities, communication links, shared memory/context, tools, and reasoning in a hierarchical multimodal MAS. The paper explicitly measures when local perturbations become systemic collective failures.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
94,current_canonical_corpus,mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,2025,AAMAS,peer_reviewed,,,,,,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2654.pdf,mao2025ibgp,defense,core_security,papers/defenses/aamas/2025_mao_ibgp.md,agent_unverified,,,AAMAS 2025 published extended abstract,yes,yes,yes,yes,yes,yes,include,defense,core_security,"Secs. 1–2, pp. 1–2, formal/local-agreement definitions; Sec. 4, p. 3, sensor-network case study","IBGP directly models Byzantine members sending conflicting messages and proposes local k-of-n coordination rules. Its agreement and liveness properties are defined only for interacting participants, although its guarantee is weaker than classical global Byzantine agreement.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
95,current_canonical_corpus,sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2605.08268,2605.08268,https://arxiv.org/abs/2605.08268,sun2026insider,attack,core_security,papers/attacks/arxiv/2026_sun_insider_attacks.md,agent_unverified,,,arXiv 2605.08268 v1,yes,yes,yes,yes,yes,yes,include,attack,core_security,"Abstract/problem formulation, pp. 1–3; method pp. 2–4; experiment/results pp. 3–4",A legitimate group member adaptively manipulates protocol-valid deliberation to delay or prevent consensus among benign agents. Consensus rate and episode duration are direct collective integrity/liveness endpoints.,GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
96,non_peer_citations_gte_10,arxiv:2601.11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,2026-01-16,arXiv.org,non_peer_or_unverified,,12,2026-08-06,arxiv:2601.11369,2601.11369,https://www.semanticscholar.org/paper/9438fe46f3f7513c9a7f0884dffda6b7ed7d670d,,,,,agent_unverified,core_security,provisional_pass_author_signoff_required,arXiv 2601.11369 v2,yes,yes,yes,yes,yes,yes,include,defense,core_security,"Abstract and contributions, pp. 1–3; Sec. 4 governance graph, pp. 8–10; Secs. 5–6 experimental design, pp. 12–16; Sec. 7 and Table 6, pp. 17–18","The work treats collusive market division by autonomous LLM firms as a system-level harm and evaluates an external governance graph with sanctions, restoration, and auditable logs. The collusion endpoint and intervention exist only across repeated strategic interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
97,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.eacl-demo.10,IntelliCode: A Multi-Agent LLM Tutoring System with Centralized Learner Modeling,2025-12-21,EACL DEMO,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.eacl-demo.10,2512.18669,https://doi.org/10.18653/v1/2026.eacl-demo.10,,,,,not_source_reviewed,pending,pending_full_text_adjudication,EACL 2026 system-demonstration paper,yes,yes,yes,no,no,yes,exclude,general,adjacent,System architecture and centralized learner-model sections; tutoring evaluation and demo results,"IntelliCode coordinates tutoring agents through a centralized learner model, but the paper evaluates personalization and tutoring quality rather than an adversary, security property, violation, defense, or security benchmark.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
98,peer_reviewed_broad_inclusion,doi:10.14569/ijacsa.2026.0170403,Interruptible Multi-Agent Debate: Sentence-Level Disclosure and Urgency-Based Turn-Taking for Early Error Correction,2026-01-01,International Journal of Advanced Computer Science and Applications,peer_reviewed,journal,0,2026-08-06,10.14569/ijacsa.2026.0170403,,https://doi.org/10.14569/ijacsa.2026.0170403,,,,,not_source_reviewed,pending,pending_full_text_adjudication,Published IJACSA version,yes,yes,yes,no,no,yes,exclude,general,adjacent,Method sections on sentence-level disclosure and urgency-based turn taking; benchmark accuracy/latency experiments,"Interruptible Multi-Agent Debate is designed to correct errors early and improve reasoning efficiency. Errors are ordinary model mistakes, not adversarial security violations, and the evaluation does not define a security endpoint.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
99,peer_reviewed_broad_inclusion,doi:10.1007/s40747-025-02096-0,Leveraging multi-agent framework for root cause analysis,2025-11-06,Complex & Intelligent Systems,peer_reviewed,journal,6,2026-08-06,10.1007/s40747-025-02096-0,,https://dblp.org/rec/journals/comintsys/FuDQYX26,,,,,not_source_reviewed,pending,pending_full_text_adjudication,Complex & Intelligent Systems published version,yes,yes,yes,no,no,yes,exclude,general,adjacent,Architecture/workflow sections; root-cause-analysis experiments and performance tables,"The multi-agent framework supports operational root-cause analysis and task accuracy. It does not study attacks on the agents, a protected security property, a security defense, or interaction-dependent security failure.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
100,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1609/aaai.v40i44.41116,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,2026-03-06,AAAI,peer_reviewed,conference,4,2026-08-06,10.1609/aaai.v40i44.41116,2603.06874,https://ojs.aaai.org/index.php/AAAI/article/view/41116,olson2026liecraft,evaluation,security_relevant,papers/evaluations/aaai/2026_olson_liecraft.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,AAAI 2026 published version (DOI 10.1609/aaai.v40i44.41116),yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract; framework pp. 2–4 and scenario table; evaluation pp. 5–8 and main tables,"LieCraft evaluates hidden-role agents with incentives to defect, deceive, and manipulate collective accusations. The benchmark separates willingness to defect, successful deception, and peer detection, all of which depend on private roles and communication. It is capability evidence, not prevalence evidence.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
101,current_canonical_corpus,yu2025codes,LLM-based Multi-Agents System Attack via Continuous Optimization with Discrete Efficient Search,2025,COLM,peer_reviewed,,,,,,https://openreview.net/forum?id=ED5diyzc1C,yu2025codes,attack,core_security,papers/attacks/colm/2025_yu_codes.md,agent_unverified,,,COLM 2025 published version (OpenReview ED5diyzc1C),yes,yes,yes,yes,yes,yes,include,attack,core_security,"Abstract/Introduction pp. 1–2; Sec. 3.2 p. 5, Algorithms 1–2; threat-scenario and experiment sections","CODES optimizes a self-repeating adversarial suffix injected once into one agent; recipients reproduce it in later messages, causing cohort-level compromise and composed safeguard bypass. Propagation is the central interaction-dependent security claim.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
102,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.acl-long.270,Lying with Truths: Open-Channel Multi-Agent Collusion for Belief Manipulation via Generative Montage,2026-01-01,ACL,peer_reviewed,conference,12,2026-08-06,10.18653/v1/2026.acl-long.270,2601.01685,https://aclanthology.org/2026.acl-long.270/,hu2026lying_truths,attack,core_security,papers/attacks/acl/2026_hu_lying_truths.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,ACL 2026 published version (DOI 10.18653/v1/2026.acl-long.270),yes,yes,yes,yes,yes,yes,include,attack,core_security,"Secs. 1 and 3, pp. 1–6; Sec. 4 pp. 6–8; Sec. 5 pp. 8–12 and main/propagation tables","A writer–editor–director coalition coordinates individually truthful public fragments into a false joint narrative that manipulates victim agents and downstream judges. The harmful implication exists only at the cross-message, coalition level.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
103,peer_reviewed_broad_inclusion,doi:10.24251/hicss.2026.887,MAEBE: Multi-Agent Emergent Behavior Framework,2026-01-01,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,peer_reviewed,conference,,2026-08-06,10.24251/hicss.2026.887,2506.03053,https://doi.org/10.24251/hicss.2026.887,,,,,not_source_reviewed,pending,pending_full_text_adjudication,HICSS 2026 published version / arXiv 2506.03053,yes,yes,yes,no,no,yes,exclude,evaluation,security_relevant,"Abstract; MAEBE framework and Greatest Good Benchmark; experiments on moral preference shifts, peer pressure, and supervisor-guided ensembles","MAEBE directly studies multi-agent safety/alignment and emergent moral behavior, but it does not define a security adversary, security property, attack, defense, or security-evaluation contract. It is strong contextual evidence for collective drift, not strict MAS security.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
104,non_peer_citations_gte_10,arxiv:2511.06134,Maestro: Learning to Collaborate via Conditional Listwise Policy Optimization for Multi-Agent LLMs,2025-11-08,arXiv.org,non_peer_or_unverified,,15,2026-08-06,arxiv:2511.06134,2511.06134,https://www.semanticscholar.org/paper/9786848f1dd93fde19d887a813b24ab1e12ef7ce,,,,,agent_unverified,adjacent,adjacent_not_core,arXiv 2511.06134,yes,yes,yes,no,no,yes,exclude,general,adjacent,Method sections on conditional listwise policy optimization; collaboration/credit-assignment experiments,"Maestro trains agents to collaborate and assigns credit for task performance. The paper does not evaluate a security threat, violated property, or defense; collaboration quality alone is not security.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
105,current_canonical_corpus;non_peer_citations_gte_10,arxiv:2510.15186,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,2025-10-16,NeurIPS Responsible Foundation Models Workshop,non_peer_or_unverified,,21,2026-08-06,arxiv:2510.15186,2510.15186,https://nips.cc/virtual/2025/workshop/127834,juneja2025magpie,evaluation,core_security,papers/evaluations/neurips_workshop/2025_juneja_magpie.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,NeurIPS Responsible Foundation Models Workshop 2025 version / arXiv 2510.15186,yes,yes,yes,yes,yes,yes,include,evaluation,core_security,Abstract p. 1; dataset/method pp. 3–5; results pp. 6–9 and main tables,"MAGPIE evaluates role-relative contextual privacy: leakage occurs when one agent sends sensitive items to a recipient lacking authorization. The confidentiality property and denominator are defined over sender, recipient, role, and task context.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
106,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.findings-eacl.233,MAPRO: Recasting Multi-Agent Prompt Optimization as Maximum a Posteriori Inference,2026-03-06,FINDINGS EACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.findings-eacl.233,2510.07475,https://doi.org/10.18653/v1/2026.findings-eacl.233,,,,,not_source_reviewed,pending,pending_full_text_adjudication,Findings of EACL 2026 published version (DOI 10.18653/v1/2026.findings-eacl.233),yes,yes,yes,no,no,yes,exclude,general,adjacent,"Abstract; Secs. 3.1–3.3, pp. 4458–4465; benchmark tables on task performance","MAPRO optimizes prompts across an MAS topology to improve task accuracy and reduce cascading errors. Its reliability language does not instantiate an adversary, protected security property, attack, defense, or security metric.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
107,current_canonical_corpus,cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2505.04799,2505.04799,https://arxiv.org/abs/2505.04799,cui2025maris,defense,core_security,papers/defenses/arxiv/2025_cui_maris.md,agent_unverified,,,arXiv 2505.04799 v5,yes,yes,yes,yes,yes,yes,include,defense,core_security,"Secs. 3–4, pp. 4–10, architecture figure and API description; evaluation sections on policy enforcement/overhead","Maris enforces principal-specific information-flow policies across agent messages, LLM calls, tools, and users using reference monitors and formal verification. Unauthorized cross-agent disclosure is the direct security endpoint.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
108,current_canonical_corpus,jia2026masfire,MAS-FIRE: Fault Injection and Reliability Evaluation for LLM-Based Multi-Agent Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2602.19843,2602.19843,https://arxiv.org/abs/2602.19843,jia2026masfire,evaluation,adjacent,papers/evaluations/arxiv/2026_jia_mas_fire.md,agent_unverified,,,arXiv 2602.19843 v1,yes,yes,yes,no,no,yes,exclude,evaluation,security_relevant,"Abstract and Sec. 3, pp. 1, 4–7; Sec. 4, pp. 7–11, framework figure and main tables","MAS-FIRE systematically injects semantic faults and measures propagation, masking, and recovery, but the injected faults need not be malicious and the paper frames reliability rather than security. It is useful adjacent evidence for system-level failure measurement.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
109,current_canonical_corpus,wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,2026,USENIX Security,peer_reviewed,,,,,2505.12442,https://www.usenix.org/conference/usenixsecurity26/presentation/wang-liwen,wang2026masleak,attack,core_security,papers/attacks/usenix_security/2026_wang_masleak.md,agent_unverified,,,USENIX Security 2026 canonical record with arXiv 2505.12442 full text,yes,yes,yes,yes,yes,yes,include,attack,core_security,USENIX abstract for black-box model/corpus size; arXiv method and metric sections; main component-extraction tables,"MASLeak uses only public API queries and final outputs to extract topology, agent count, prompts, instructions, and tools from internal MAS. The leakage relies on disclosures propagating through multiple internal agents into the observable output.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
110,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2505.18572,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,2025-05-24,Findings of EMNLP,peer_reviewed,conference,5,2026-08-06,10.18653/v1/2025.findings-emnlp.917,2505.18572,https://aclanthology.org/2025.findings-emnlp.917/,zhu2025master,attack,core_security,papers/attacks/findings_emnlp/2025_zhu_master.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,Findings of EMNLP 2025 published version (DOI 10.18653/v1/2025.findings-emnlp.917),yes,yes,yes,yes,yes,yes,include,attack,core_security,Sec. 3.1 pp. 3–4 Fig. 2; Sec. 3.2.4 p. 5; Sec. 3.2.5 pp. 5–6; Sec. 4.1 pp. 6–7; Sec. 4.2 Table 2; Sec. 4.5 p. 9 Fig. 5,"MASTER probes role and topology, injects adversarial traits into selected roles, activates coordinated harmful behavior, and evaluates topology-aware defenses. The attack and ablations explicitly depend on role composition and directed communication.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
111,current_canonical_corpus;non_peer_citations_gte_10,arxiv:2505.20824,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,2025-05-27,arXiv.org,non_peer_or_unverified,,12,2026-08-06,10.48550/arXiv.2505.20824,2505.20824,https://arxiv.org/abs/2505.20824,chen2025medsentry,evaluation,core_security,papers/evaluations/arxiv/2025_chen_medsentry.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,arXiv 2505.20824 v1 (canonical preprint; ICLR record checked as submission only),yes,yes,yes,yes,yes,yes,include,evaluation,core_security,"Abstract/Sec. 3 (PDF pp. 1, 4; Table 1; Appendix Table 4); Secs. 4–5 (PDF pp. 5–7; Fig. 2; Tables 2–3).","Five separately instantiated medical agents communicate under four topologies; a malicious insider injects harmful medical content, and propagation, system response safety, and containment vary with routing and aggregation. The paper directly evaluates a multi-agent security/safety violation and a topology-aware defense.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
112,peer_reviewed_broad_inclusion,doi:10.48448/eqah-h093,Metacognitive Self-Correction for Multi-Agent System via Prototype-Guided Next-Execution Reconstruction,2026-06-03,Formal proceedings (10.48448 DOI),peer_reviewed,conference,,2026-08-06,10.48448/eqah-h093,2510.14319,https://doi.org/10.48448/eqah-h093,,,,,not_source_reviewed,pending,pending_full_text_adjudication,Published Findings of ACL 2026 version / arXiv 2510.14319 open copy,yes,yes,yes,no,yes,yes,exclude,general,adjacent,Abstract; method sections defining prototype-guided next-execution reconstruction and Who&When; AgentErrorBench experiments and main result tables.,"The work studies cascading execution errors and self-correction in a multi-agent workflow, but the injected failures are reliability faults rather than a direct adversary, security property, defense, or security evaluation. It therefore fails the direct-security gate.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
113,peer_reviewed_broad_inclusion,doi:10.1145/3813808.3813811,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,2026-02-06,Proceedings of the 2026 International Conference on Generative Artificial Intelligence and Education,peer_reviewed,conference,8,2026-08-06,10.1145/3813808.3813811,,https://doi.org/10.1145/3813808.3813811,,,,,not_source_reviewed,pending,pending_full_text_adjudication,Published ACM record (DOI 10.1145/3813808.3813811) with author full-text/preprint,yes,yes,yes,yes,yes,yes,include,defense,core_security,Abstract; Sec. III-B–D (MNI-Gate and Trust-Gated Channel architecture/formulation); Sec. IV evaluation setup; Sec. V and Table 1.,"MIN-Trust explicitly controls minimum-necessary information and trust escalation across communicating agents under prompt injection, role drift, and memory accumulation. Its protection and evaluation depend on sender–receiver trust and cross-agent information flow.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
114,current_canonical_corpus,huang2026mcpthreatmodel,Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning,2026,Journal of Cybersecurity and Privacy,peer_reviewed,,,,10.3390/jcp6030084,,https://www.mdpi.com/2624-800X/6/3/84,huang2026mcpthreatmodel,attack,core_security,papers/attacks/journals_jcp/2026_huang_mcp_threat_modeling.md,agent_unverified,,,"Journal of Cybersecurity and Privacy 6(3), Article 84 (DOI 10.3390/jcp6030084)",yes,no,yes,yes,no,yes,exclude,attack,security_relevant,Publisher HTML Sec. 3 and Fig. 1 (MCP architecture/threat model); Secs. 4–6 and evaluation tables (seven MCP clients and tool-poisoning results).,"This is a direct security study of MCP client/server/tool-metadata trust boundaries, but its empirical boundary is one LLM host plus protocol components and tools, not multiple separately addressable LLM-backed agents. The attack primitive also does not depend on inter-agent interaction.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
115,current_canonical_corpus,amayuelas2024collaboration_attack,MultiAgent Collaboration Attack: Investigating Adversarial Attacks in Large Language Model Collaborations via Debate,2024,Findings of EMNLP,peer_reviewed,,,,10.18653/v1/2024.findings-emnlp.407,,https://aclanthology.org/2024.findings-emnlp.407/,amayuelas2024collaboration_attack,attack,core_security,papers/attacks/findings_emnlp/2024_amayuelas_collaboration_attack.md,agent_unverified,,,Findings of EMNLP 2024 canonical version (DOI 10.18653/v1/2024.findings-emnlp.407),yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract and Introduction (PDF pp. 1–2; Fig. 1); attack setup and collaboration-asymmetry definitions (approximately PDF pp. 2–4); experiment/result sections.,One adversarial debate participant uses protocol-valid messages and persuasion/model/knowledge asymmetries to alter the collective answer. The violation is defined at the collaboration level and requires peer consumption of the attacker's messages.,GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
116,non_peer_citations_gte_10,arxiv:2410.22932,Multi-Agent Large Language Models for Conversational Task-Solving,2024-10-30,arXiv.org,non_peer_or_unverified,,31,2026-08-06,arxiv:2410.22932,2410.22932,https://www.semanticscholar.org/paper/2f6ef455c7272b726712fdfd64f1ca9166ca0478,,,,,agent_unverified,security_relevant,contextual_not_strict_core,arXiv 2410.22932 canonical preprint,yes,yes,yes,no,yes,yes,exclude,evaluation,security_relevant,"Abstract and system formulation; sections on prolonged discussion, problem drift, monopolization, and alignment collapse; main task-performance experiments.","The work directly studies interacting LLM agents and documents interaction-driven alignment/performance degradation, but it does not specify a security adversary, protected security property, or security evaluation contract. It is useful contextual evidence, not strict-core security.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
117,current_canonical_corpus,peigne2025security_tax,Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems,2025,AAAI,peer_reviewed,,,,10.1609/aaai.v39i26.34970,,https://ojs.aaai.org/index.php/AAAI/article/view/34970,peigne2025security_tax,attack,core_security,papers/attacks/aaai/2025_peigne_security_tax.md,agent_unverified,,,AAAI 2025 canonical proceedings version (DOI 10.1609/aaai.v39i26.34970),yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract/Introduction (PDF p. 1); threat and infectious-prompt setup; defense descriptions; experiment/result sections comparing four mitigations.,"A compromised member spreads malicious instructions over multiple hops, and the study measures both population-level attack containment and the collaboration cost of four defenses. The security claim is inherently interaction-dependent.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
118,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2503.12188,Multi-Agent Systems Execute Arbitrary Malicious Code,2025-03-15,COLM,peer_reviewed,conference,51,2026-08-06,10.48550/arxiv.2503.12188,2503.12188,https://openreview.net/forum?id=DAozI4etUp,triedman2025malicious_code,attack,core_security,papers/attacks/colm/2025_triedman_malicious_code.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,COLM 2025 canonical OpenReview version (same work as arXiv lineage),yes,yes,yes,yes,yes,yes,include,attack,core_security,Abstract/Introduction (PDF pp. 1–2); attack design and system diagrams; framework/model result tables; mitigation analysis.,Indirect prompt injection hijacks inter-agent control flow and routing to invoke otherwise unreachable agents or code-capable functions. The resulting authorization/control-flow failure arises from composition across agent boundaries.,GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
119,non_peer_citations_gte_10,arxiv:2602.01011,Multi-Agent Teams Hold Experts Back,2026-02-01,arXiv.org,non_peer_or_unverified,,10,2026-08-06,arxiv:2602.01011,2602.01011,https://www.semanticscholar.org/paper/e95eb50589f6e6641ca2a3994d80fc840c82d5ef,,,,,,,,arXiv 2602.01011 canonical preprint,yes,yes,yes,no,yes,yes,exclude,evaluation,security_relevant,Abstract; expertise-dilution formulation; experiments comparing teams with single experts and adversarial/faulty-member robustness analyses.,"The paper's primary endpoint is expertise dilution and team performance. Adversarial-agent robustness appears as a secondary stress test, without a sufficiently developed security threat model or protected property to make the work a strict-core security paper.",GPT-5.6 Pro（AI-assisted full-text review; not human signoff）,,2026-08-06,AI-assisted adjudication draft. A named human reviewer must verify the cited source locations and sign off before this row is treated as final.,,no
