review_row,candidate_basis,record_id,title,publication_date,canonical_venue,publication_status,venue_type,citations,citation_snapshot_date,doi,arxiv_id,source_url,current_corpus_paper_id,current_corpus_primary_category,current_corpus_scope_relation,current_corpus_note_path,prior_source_review_status,prior_recommended_scope,prior_gate_decision,canonical_version_reviewed,full_text_read,gate_multiagent_boundary,gate_explicit_interaction,gate_direct_security_relevance,gate_interaction_dependence,gate_canonical_full_text_evidence,human_final_decision,human_primary_category,human_scope_relation,evidence_locations,decision_reason,reviewer,second_reviewer,review_date,adjudication_note,duplicate_of_record_id,human_signoff_complete
126,peer_reviewed_broad_inclusion,doi:10.1109/iri66576.2025.00051,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,2025-05-16,IEEE International Conference on Information Reuse and Integration,peer_reviewed,conference,10,2026-08-06,10.1109/iri66576.2025.00051,2505.11642,https://dblp.org/rec/conf/iri/FanL25,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
127,peer_reviewed_broad_inclusion,doi:10.1145/3786335.3813181,Persuade Me if You Can: A Framework for Evaluating Persuasion Effectiveness and Susceptibility Among Large Language Models,2025-03-03,ACM CAIS 2026,peer_reviewed,conference,29,2026-08-06,10.1145/3786335.3813181,2503.01829,https://doi.org/10.1145/3786335.3813181,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
128,peer_reviewed_broad_inclusion,doi:10.1609/aaaiss.v8i1.42590,Post-Hoc Knowledge Grounding for Verifiable Multi-Agent Search and Rescue Decision Support,2026-05-18,AAAI proceedings,peer_reviewed,conference,0,2026-08-06,10.1609/aaaiss.v8i1.42590,,https://doi.org/10.1609/aaaiss.v8i1.42590,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
129,current_canonical_corpus,tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2605.10614,2605.10614,https://arxiv.org/abs/2605.10614,tapwal2026prism,defense,core_security,papers/defenses/arxiv/2026_tapwal_prism.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
130,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1007/978-3-032-16092-8_28,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,2024-10-09,ESORICS 2025 International Workshops,peer_reviewed,conference,0,2026-08-06,10.1007/978-3-032-16092-8_28,2410.07283,https://link.springer.com/chapter/10.1007/978-3-032-16092-8_28,lee2026prompt_infection,attack,core_security,papers/attacks/esorics_workshops/2026_lee_prompt_infection.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
131,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2401.11880,PsySafe: A Comprehensive Framework for Psychological-based Attack Defense and Evaluation of Multi-agent System Safety,2024-01-22,ACL,peer_reviewed,conference,96,2026-08-06,10.18653/v1/2024.acl-long.812,2401.11880,https://aclanthology.org/2024.acl-long.812/,zhang2024psysafe,attack,core_security,papers/attacks/acl/2024_zhang_psysafe.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
132,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.findings-acl.349,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,2025-02-20,Findings of ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2025.findings-acl.349,2502.14847,https://aclanthology.org/2025.findings-acl.349/,he2025communication_attacks,attack,core_security,papers/attacks/findings_acl/2025_he_communication_attacks.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
133,peer_reviewed_broad_inclusion,arxiv:2502.16242,"Reproducibility Study of Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",2025-02-22,Trans. Mach. Learn. Res.,peer_reviewed,journal,3,2026-08-06,arxiv:2502.16242,2502.16242,https://dblp.org/rec/journals/tmlr/GarciaHMP25,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
134,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1609/aaai.v40i44.41065,Resilience in Ambient Multi-Agent LLMs via Decentralized Bio-Autonomic Control and Immune-Inspired Anomaly Detection,2026-01-07,AAAI,peer_reviewed,conference,0,2026-08-06,10.1609/aaai.v40i44.41065,,https://ojs.aaai.org/index.php/AAAI/article/view/41065,darabi2026bioautonomic,defense,security_relevant,papers/defenses/aaai/2026_darabi_bio_autonomic.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
135,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1609/aaai.v40i41.40824,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,2026-01-08,AAAI,peer_reviewed,conference,,2026-08-06,10.1609/aaai.v40i41.40824,2601.04694,https://ojs.aaai.org/index.php/AAAI/article/view/40824,zhou2026resmas,defense,security_relevant,papers/defenses/aaai/2026_zhou_resmas.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
136,current_canonical_corpus,zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,2026,AAAI,peer_reviewed,,,,10.1609/aaai.v40i41.40806,,https://ojs.aaai.org/index.php/AAAI/article/view/40806,zheng2026byzantine_reliability,defense,core_security,papers/defenses/aaai/2026_zheng_byzantine_reliability.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
137,non_peer_citations_gte_10,arxiv:2505.22960,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,2025-05-29,arXiv.org,non_peer_or_unverified,,19,2026-08-06,arxiv:2505.22960,2505.22960,https://www.semanticscholar.org/paper/22bd199f21a0ca973c5604adec328a484ebddcee,,,,,agent_unverified,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
138,current_canonical_corpus,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,2026,ACL System Demonstrations,peer_reviewed,,,,10.18653/v1/2026.acl-demo.17,,https://aclanthology.org/2026.acl-demo.17/,jiang2026risklab,evaluation,security_relevant,papers/evaluations/acl_demo/2026_jiang_risklab.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
139,non_peer_citations_gte_10,arxiv:2506.07564,SAFEFLOW: A Principled Protocol for Trustworthy and Transactional Autonomous Agent Systems,2025-06-09,arXiv.org,non_peer_or_unverified,,25,2026-08-06,arxiv:2506.07564,2506.07564,https://www.semanticscholar.org/paper/a0678c81b0601eddb4a79fb7534a713726ea9416,,,,,agent_unverified,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
140,peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.realm-1.13,"Safe in Isolation, Dangerous Together: Agent-Driven Multi-Turn Decomposition Jailbreaks on LLMs",2025-01-01,REALM 1,peer_reviewed,conference,19,2026-08-06,10.18653/v1/2025.realm-1.13,,https://doi.org/10.18653/v1/2025.realm-1.13,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
141,peer_reviewed_broad_inclusion,doi:10.1609/aaai.v40i35.40236,SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication,2025-08-15,AAAI proceedings,peer_reviewed,conference,,2026-08-06,10.1609/aaai.v40i35.40236,2508.11733,https://doi.org/10.1609/aaai.v40i35.40236,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
142,current_canonical_corpus,bellay2025safesystems,Safe Systems with Unsafe Agents,2025,AAMAS Blue Sky,peer_reviewed,,,,,,https://www.ifaamas.org/Proceedings/aamas2025/pdfs/p2849.pdf,bellay2025safesystems,general,adjacent,papers/general/aamas/2025_bellay_safe_systems.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
143,current_canonical_corpus,shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2606.12474,2606.12474,https://arxiv.org/abs/2606.12474,shi2026saiguard,defense,core_security,papers/defenses/arxiv/2026_shi_saiguard.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
144,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.52202/079017-2336,Secret Collusion among AI Agents: Multi-Agent Deception via Steganography,2024-02-12,NeurIPS,peer_reviewed,conference,107,2026-08-06,10.52202/079017-2336,2402.07510,https://proceedings.neurips.cc/paper_files/paper/2024/hash/861f7dad098aec1c3560fb7add468d41-Abstract-Conference.html,motwani2024secret_collusion,attack,core_security,papers/attacks/neurips/2024_motwani_secret_collusion.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
145,peer_reviewed_broad_inclusion,doi:10.1145/3795154.3795296,SecureGov-Agent: A Governance-Centric Multi-Agent Framework for Privacy-Preserving and Attack-Resilient LLM Agents,2025-12-29,Proceedings of the 2025 6th International Conference on Computer Science and Management Technology,peer_reviewed,conference,13,2026-08-06,10.1145/3795154.3795296,,https://doi.org/10.1145/3795154.3795296,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
146,current_canonical_corpus,anbiaee2026protocols,Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP A2A Agora and ANP,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2602.11327,2602.11327,https://arxiv.org/abs/2602.11327,anbiaee2026protocols,general,core_security,papers/general/arxiv/2026_anbiaee_protocol_threat_modeling.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
147,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1609/aaaiss.v9i1.42936,Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines,2026-04-08,AAAI Symposium Series,peer_reviewed,conference,,2026-08-06,10.1609/aaaiss.v9i1.42936,2604.08608,https://ojs.aaai.org/index.php/AAAI-SS/article/view/42936,ahad2026sif,attack,core_security,papers/attacks/aaai_symposium/2026_ahad_semantic_intent_fragmentation.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
148,non_peer_citations_gte_10,arxiv:2505.24201,SentinelAgent: Graph-based Anomaly Detection in Multi-Agent Systems,2025-05-30,arXiv.org,non_peer_or_unverified,,19,2026-08-06,arxiv:2505.24201,2505.24201,https://www.semanticscholar.org/paper/99296c88c1470c2f20cf34f2e9708eab4f34fa2c,,,,,agent_unverified,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
149,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1145/3774904.3792462,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,2025-10-17,The Web Conference,peer_reviewed,conference,6,2026-08-06,10.1145/3774904.3792462,2510.16219,https://doi.org/10.1145/3774904.3792462,feng2026sentinelnet,defense,core_security,papers/defenses/www/2026_feng_sentinelnet.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
150,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1609/aaai.v40i44.41134,Shadows in the Code: Exploring the Risks and Defenses of LLM-based Multi-Agent Software Development Systems,2025-11-23,AAAI,peer_reviewed,conference,,2026-08-06,10.1609/aaai.v40i44.41134,2511.18467,https://ojs.aaai.org/index.php/AAAI/article/view/41134,wang2026shadows_code,attack,core_security,papers/attacks/aaai/2026_wang_shadows_code.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
151,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.48448/z843-da47,Social Dynamics as Critical Vulnerabilities that Undermine Objective Decision-Making in LLM Collectives,2026-06-03,ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.acl-long.1756,2604.06091,https://aclanthology.org/2026.acl-long.1756/,ko2026social_dynamics,attack,security_relevant,papers/attacks/acl/2026_ko_social_dynamics.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
152,current_canonical_corpus,hu2025responsibility,Stop Reducing Responsibility in LLM-Powered Multi-Agent Systems to Local Alignment,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2510.14008,2510.14008,https://arxiv.org/abs/2510.14008,hu2025responsibility,general,security_relevant,papers/general/arxiv/2025_hu_responsibility.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
153,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.acl-long.1442,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,2026-06-03,ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.acl-long.1442,2511.05269,https://aclanthology.org/2026.acl-long.1442/,kavathekar2026tamas,evaluation,security_relevant,papers/evaluations/acl/2026_kavathekar_tamas.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
154,non_peer_citations_gte_10,arxiv:2601.11893,Taming Various Privilege Escalation in LLM-Based Agent Systems: A Mandatory Access Control Framework,2026-01-17,arXiv.org,non_peer_or_unverified,,37,2026-08-06,arxiv:2601.11893,2601.11893,https://www.semanticscholar.org/paper/f6a22a7b6c63c8002411e29ba9079f0a0bc5931a,,,,,agent_unverified,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
155,peer_reviewed_broad_inclusion,arxiv:2410.14596,Teaching Models to Balance Resisting and Accepting Persuasion,2024-10-18,North American Chapter of the Association for Computational Linguistics,peer_reviewed,conference,19,2026-08-06,arxiv:2410.14596,2410.14596,https://dblp.org/rec/conf/naacl/StengelEskinHB25,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
156,peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.findings-acl.1348,The Adaptive Interrogator: Detecting Trojan LLMs in Multi-Agent Systems via Evolved Conversational Strategies,2026-01-01,FINDINGS ACL,peer_reviewed,conference,0,2026-08-06,10.18653/v1/2026.findings-acl.1348,,https://doi.org/10.18653/v1/2026.findings-acl.1348,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
157,current_canonical_corpus,lupinacci2025darkside,The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2507.06850,2507.06850,https://arxiv.org/abs/2507.06850,lupinacci2025darkside,attack,core_security,papers/attacks/arxiv/2025_lupinacci_dark_side.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
158,peer_reviewed_broad_inclusion,doi:10.48448/bp60-8m40,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,2025-11-19,Formal proceedings (10.48448 DOI),peer_reviewed,conference,,2026-08-06,10.48448/bp60-8m40,2511.15862,https://doi.org/10.48448/bp60-8m40,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
159,non_peer_citations_gte_10,arxiv:2509.14284,The Sum Leaks More Than Its Parts: Compositional Privacy Risks and Mitigations in Multi-Agent Collaboration,2025-09-16,arXiv.org,non_peer_or_unverified,,15,2026-08-06,arxiv:2509.14284,2509.14284,https://www.semanticscholar.org/paper/de3e47373ae1acf84091398ff6a4eafb5b95d757,,,,,agent_unverified,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
160,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.1109/tcss.2026.3695070,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,2026-01-01,IEEE Transactions on Computational Social Systems,peer_reviewed,journal,,2026-08-06,10.1109/TCSS.2026.3695070,2510.18563,https://doi.org/10.1109/TCSS.2026.3695070,xu2026trust_paradox,attack,security_relevant,papers/attacks/journals_ieee_tcss/2026_xu_trust_paradox.md,assistant_source_reviewed_pending_author_signoff,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
161,current_canonical_corpus,tan2024wolf_within,The Wolf Within: Covert Injection of Malice into MLLM Societies via an MLLM Operative,2024,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2402.14859,2402.14859,https://arxiv.org/abs/2402.14859,tan2024wolf_within,attack,core_security,papers/attacks/arxiv/2024_tan_wolf_within.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
162,current_canonical_corpus,weckbecker2026_thought_virus,Thought Virus: Viral Misalignment via Subliminal Prompting in Multi-Agent Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2603.00131,2603.00131,https://arxiv.org/abs/2603.00131,weckbecker2026_thought_virus,attack,core_security,papers/attacks/arxiv/2026_weckbecker_thought_virus.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
163,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2026.findings-acl.1980,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,2025-12-04,Findings of ACL,peer_reviewed,conference,,2026-08-06,10.18653/v1/2026.findings-acl.1980,2512.04668,https://aclanthology.org/2026.findings-acl.1980/,liu2026topology_memory,evaluation,core_security,papers/evaluations/findings_acl/2026_liu_topology_memory_leakage.md,source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
164,current_canonical_corpus,huang2026toposhield,TopoSHIELD: Reshaping the Flow of Malice via Spatio-Temporal Risk-Aware Topological Evolution in Multi-Agent Systems,2026,Findings of ACL,peer_reviewed,,,,10.18653/v1/2026.findings-acl.426,,https://aclanthology.org/2026.findings-acl.426/,huang2026toposhield,defense,core_security,papers/defenses/findings_acl/2026_huang_toposhield.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
165,current_canonical_corpus,he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,2025,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2506.02546,2506.02546,https://arxiv.org/abs/2506.02546,he2025atrust,defense,security_relevant,papers/defenses/arxiv/2025_he_a_trust.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
166,non_peer_citations_gte_10,arxiv:2407.12532,Towards Collaborative Intelligence: Propagating Intentions and Reasoning for Multi-Agent Coordination with Large Language Models,2024-07-17,arXiv.org,non_peer_or_unverified,,13,2026-08-06,arxiv:2407.12532,2407.12532,https://www.semanticscholar.org/paper/e3dc5680f7de9db8a1aff9b9c936563e9f8aba45,,,,,agent_unverified,adjacent,adjacent_not_core,,,,,,,,,,,,,,,,,,
167,peer_reviewed_broad_inclusion,doi:10.48448/0x5z-8y77,Towards Robust Real-World Spreadsheet Understanding with Multi-Agent Multi-Format Reasoning,2026-04-14,Annual Meeting of the Association for Computational Linguistics,peer_reviewed,conference,,2026-08-06,10.48448/0x5z-8y77,2604.12282,https://doi.org/10.48448/0x5z-8y77,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
168,peer_reviewed_broad_inclusion,doi:10.1145/3805760.3814914,Understanding Conversational Patterns in Multi-agent Programming: A Case Study on Fibonacci Game Development,2026-05-22,Proceedings of the 3rd ACM International Conference on AI-Powered Software,peer_reviewed,conference,1,2026-08-06,10.1145/3805760.3814914,2605.24138,https://doi.org/10.1145/3805760.3814914,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
169,peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.emnlp-main.623,Understanding the Information Propagation Effects of Communication Topologies in LLM-based Multi-Agent Systems,2025-01-01,EMNLP MAIN,peer_reviewed,conference,,2026-08-06,10.18653/v1/2025.emnlp-main.623,2505.23352,https://doi.org/10.18653/v1/2025.emnlp-main.623,,,,,not_source_reviewed,pending,pending_full_text_adjudication,,,,,,,,,,,,,,,,,,
170,current_canonical_corpus,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,2026,arXiv,non_peer_or_unverified,,,,10.48550/arXiv.2602.08567,2602.08567,https://arxiv.org/abs/2602.08567,liu2026valueflow,evaluation,security_relevant,papers/evaluations/arxiv/2026_liu_valueflow.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
171,non_peer_citations_gte_10,arxiv:2510.27617,VeriMoA: A Mixture-of-Agents Framework for Spec-to-HDL Generation,2025-10-31,arXiv.org,non_peer_or_unverified,,14,2026-08-06,arxiv:2510.27617,2510.27617,https://www.semanticscholar.org/paper/69903d20c7eb8df2a4f46ee22b2137e520f53fd8,,,,,agent_unverified,adjacent,adjacent_not_core,,,,,,,,,,,,,,,,,,
172,current_canonical_corpus;peer_reviewed_broad_inclusion,arxiv:2509.01211,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,2025-09-01,Findings of ACL,peer_reviewed,conference,8,2026-08-06,10.18653/v1/2026.findings-acl.686,2509.01211,https://aclanthology.org/2026.findings-acl.686/,kong2026web_fraud,attack,core_security,papers/attacks/findings_acl/2026_kong_web_fraud.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
173,current_canonical_corpus,ren2026financial_fraud,When AI Agents Collude Online: Financial Fraud Risks by Collaborative LLM Agents on Social Platforms,2026,ICLR,peer_reviewed,,,,,2511.06448,https://openreview.net/pdf/0319815fc31bf769beeb29104637feb4c664902c.pdf,ren2026financial_fraud,attack,core_security,papers/attacks/iclr/2026_ren_financial_fraud.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
174,current_canonical_corpus;peer_reviewed_broad_inclusion,doi:10.18653/v1/2025.findings-emnlp.333,When Allies Turn Foes: Exploring Group Characteristics of LLM-Based Multi-Agent Collaborative Systems Under Adversarial Attacks,2025,Findings of EMNLP,peer_reviewed,conference,1,2026-08-06,10.18653/v1/2025.findings-emnlp.333,,https://aclanthology.org/2025.findings-emnlp.333/,zhang2025allies_foes,attack,core_security,papers/attacks/findings_emnlp/2025_zhang_when_allies_turn_foes.md,assistant_source_reviewed_pending_author_signoff,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
175,current_canonical_corpus,kraidia2026collaboration_fails,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,2026,Scientific Reports,peer_reviewed,,,,10.1038/s41598-026-42705-7,,https://www.nature.com/articles/s41598-026-42705-7,kraidia2026collaboration_fails,attack,core_security,papers/attacks/journals_scientific_reports/2026_kraidia_collaboration_fails.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
176,current_canonical_corpus,zhang2026embedding_defenses,When Embedding-Based Defenses Fail: Rethinking Safety in LLM-Based Multi-Agent Systems,2026,ICML,peer_reviewed,,,,,2605.01133,https://icml.cc/virtual/2026/poster/62170,zhang2026embedding_defenses,attack,core_security,papers/attacks/icml/2026_zhang_embedding_defenses.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
177,non_peer_citations_gte_10,arxiv:2504.00374,When Persuasion Overrides Truth in Multi-Agent LLM Debates: Introducing a Confidence-Weighted Persuasion Override Rate (CW-POR),2025-04-01,arXiv.org,non_peer_or_unverified,,11,2026-08-06,arxiv:2504.00374,2504.00374,https://www.semanticscholar.org/paper/b4e979f4407cd3dd7fee0b8a87eab6b571f38514,,,,,agent_unverified,core_security,provisional_pass_author_signoff_required,,,,,,,,,,,,,,,,,,
178,current_canonical_corpus,huang2026whispering_agents,Whispering Agents: An Event-Driven Covert Communication Protocol for the Internet of Agents,2026,AAAI,peer_reviewed,,,,10.1609/aaai.v40i37.40380,,https://ojs.aaai.org/index.php/AAAI/article/view/40380,huang2026whispering_agents,evaluation,security_relevant,papers/evaluations/aaai/2026_huang_whispering_agents.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
179,current_canonical_corpus;non_peer_citations_gte_10,arxiv:2507.04724,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,2025-07-07,arXiv.org,non_peer_or_unverified,,10,2026-08-06,10.48550/arXiv.2507.04724,2507.04724,https://arxiv.org/abs/2507.04724,xie2025_whos_the_mole,attack,core_security,papers/attacks/arxiv/2025_xie_whos_the_mole.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
180,non_peer_citations_gte_10,arxiv:2512.09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,2025-12-09,arXiv.org,non_peer_or_unverified,,12,2026-08-06,arxiv:2512.09187,2512.09187,https://www.semanticscholar.org/paper/8441da8a48c8031d91ae47670436ec9ac58b0040,,,,,agent_unverified,security_relevant,contextual_not_strict_core,,,,,,,,,,,,,,,,,,
181,current_canonical_corpus,xiao2026sgoatmas,You Don't Have to Be the One Doing Evil! Locate a Scapegoat within Multi-Agent Systems for Executing Covert Attacks,2026,FedKDD/FedMAS Workshop,non_peer_or_unverified,,,,,,https://openreview.net/forum?id=CIRI47rmLQ,xiao2026sgoatmas,attack,core_security,papers/attacks/fedkdd_workshop/2026_xiao_sgoatmas.md,agent_unverified,,,,,,,,,,,,,,,,,,,,
