work_key,canonical_paper_id,title,doi,arxiv_id,decision,decision_source,decision_strength,rationale,reviewer,reviewed_at,locked,human_signoff_required,previous_work_keys,notes
arxiv:2510.17277,,PolyJailbreak: Cross-Modal Jailbreaking Attacks on Black-Box Multimodal LLMs,10.1109/tdsc.2026.3707228,2510.17277,exclude,search:doi:10.1109/tdsc.2026.3707228,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2512.02533,,PopSim: Social Network Simulation for Social Media Popularity Prediction,,2512.02533,exclude,search:arxiv:2512.02533,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.18672,,Position: A Three-Layer Probabilistic Assume-Guarantee Architecture Is Structurally Required for Safe LLM Agent Deployment,,2605.18672,exclude,search:arxiv:2605.18672,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.20640594,,Post-Detection Remediation of Prompt Injection Attacks in LLM-Based Email Security Agents using Ensemble Learning,10.5281/zenodo.20640594,,exclude,search:doi:10.5281/zenodo.20640594,55,Parent screening assigned an exclusion decision.,,,no,yes,,
title:c7c803c5e377963d,,Post-Training Local LLM Agents for Linux Privilege Escalation with Verifiable Rewards,,,exclude,search:title:f61694ee5159a45673fc,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.19584,,PowerLens: Taming LLM Agents for Safe and Personalized Mobile Power Management,,2603.19584,exclude,search:arxiv:2603.19584,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1115/imece2025-165962,,Practically Leveraging LLMs for Manufacturing Cybersecurity,10.1115/imece2025-165962,,exclude,search:doi:10.1115/imece2025-165962,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2606.09890,,PreAct-Bench: Benchmarking Predictive Monitoring in LLMs,,2606.09890,exclude,search:arxiv:2606.09890,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1609/aaai.v40i2.37135,,PriAgent: A Collaborative Multi-Agent Framework for Auditing Android Privacy Compliance,10.1609/aaai.v40i2.37135,,exclude,search:doi:10.1609/aaai.v40i2.37135,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2512.19933,,PRISM: A Personality-Driven Multi-Agent Framework for Social Media Simulation,,2512.19933,exclude,search:arxiv:2512.19933,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.24138/jcomss-2024-0119,,Privacy-Preserving Healthcare Data Interactions: A Multi-Agent Approach Using LLMs,10.24138/jcomss-2024-0119,,exclude,search:doi:10.24138/jcomss-2024-0119,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2606.24623,,Privacy-Preserving RAG via Multi-Agent Semantic Rewriting: Achieving Confidentiality Without Compromising Contextual Fidelity,10.1016/j.ipm.2026.105001,2606.24623,exclude,search:doi:10.1016/j.ipm.2026.105001,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.20944/preprints202605.1337.v1,,Privacy-Preserving Structured Knowledge Extraction from Census-Style Records Using a Hierarchical Multi-Agent Open-Weight LLM Architecture,10.20944/preprints202605.1337.v1,,exclude,search:doi:10.20944/preprints202605.1337.v1,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.48448/rhzs-b966,,Privacy-R1: Privacy-Aware Multi-LLM Agent Collaboration via Reinforcement Learning,10.48448/rhzs-b966,,exclude,search:doi:10.48448/rhzs-b966,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2606.00152,,"PrivacyPeek: Auditing What LLM-Based Agents Acquire, Not Just What They Say",,2606.00152,exclude,search:arxiv:2606.00152,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2601.09527,,Private LLM Inference on Consumer Blackwell GPUs: A Practical Guide for Cost-Effective Local Deployment in SMEs,,2601.09527,exclude,search:arxiv:2601.09527,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2507.14202,,PRM-Free Security Alignment of Large Models via Red Teaming and Adversarial Training,,2507.14202,exclude,search:arxiv:2507.14202,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2606.25622,,Probabilistic Agents in Deterministic Audits: Evaluating Multi-Agent Systems for Automated Audits Based on the German IT-Grundschutz,10.1109/syscon66367.2026.11503560,2606.25622,exclude,search:doi:10.1109/syscon66367.2026.11503560,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2410.12848,,Prompt Engineering a Schizophrenia Chatbot: Utilizing a Multi-Agent Approach for Enhanced Compliance with Prompt Instructions,,2410.12848,exclude,search:arxiv:2410.12848,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.71097/ijaidr.v16.i2.1663,,"Prompt Engineering: A Framework for Automated SQL Generation, Schema Validation, and Anomaly Detection Using Large Language Models",10.71097/ijaidr.v16.i2.1663,,exclude,search:doi:10.71097/ijaidr.v16.i2.1663,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2507.13169,,Prompt Injection 2.0: Hybrid AI Threats,,2507.13169,exclude,search:arxiv:2507.13169,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.19016746,,Prompt Injection Detection in LLM-Based Security Assistants: A Dataset and Framework,10.5281/zenodo.19016746,,exclude,search:doi:10.5281/zenodo.19016746,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.2352/ei.2026.38.3.mobmu-320,,Protocol Translation Vulnerabilities in LLM Agent Communication Stacks,10.2352/ei.2026.38.3.mobmu-320,,exclude,search:doi:10.2352/ei.2026.38.3.mobmu-320,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/iseae69422.2026.11544637,,ProtocolFuzz-Agents: Multi-Agent Semantic Fuzzing and State-Aware Exploitation Discovery for Unknown Network Protocols,10.1109/iseae69422.2026.11544637,,exclude,search:doi:10.1109/iseae69422.2026.11544637,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.22214/ijraset.2026.78718,,ProtoMind AI: An Intelligent Multi-Agent Chatbot for End-to-End Application Prototyping and Devel-opment,10.22214/ijraset.2026.78718,,exclude,search:doi:10.22214/ijraset.2026.78718,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.19603811,,Provable and Practical Prompt Injection Resilience in Autonomous LLM Agents,10.5281/zenodo.19603811,,exclude,search:doi:10.5281/zenodo.19603811,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2601.12392,,Psych\=eChat: An Empathic Framework Focused on Emotion Shift Tracking and Safety Risk Analysis in Psychological Counseling,,2601.12392,exclude,search:arxiv:2601.12392,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2502.15429,,Pub-Guard-LLM: Detecting Retracted Biomedical Articles with Reliable Explanations,,2502.15429,exclude,search:arxiv:2502.15429,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1038/s41598-026-44206-z,,Public opinion dissemination simulation based on large language model multi-agent systems,10.1038/s41598-026-44206-z,,exclude,search:doi:10.1038/s41598-026-44206-z,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.01885,,QASecClaw: A Multi-Agent LLM Approach for False Positive Reduction in Static Application Security Testing,,2605.01885,exclude,search:arxiv:2605.01885,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2604.22760,,Quantifying Divergence in Inter-LLM Communication Through API Retrieval and Ranking,,2604.22760,exclude,search:arxiv:2604.22760,55,Parent screening assigned an exclusion decision.,,,no,yes,,
title:15ec3f617b242745,,QUARE: Multi-Agent Negotiation for Balancing Quality Attributes in Requirements Engineering,,,exclude,search:title:65eacab7f7b9df70c990,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.11890,,QUARE: Quality-Aware Requirements Analysis through Multi-Agent Dialectical Negotiation,,2603.11890,exclude,search:arxiv:2603.11890,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2401.10019,,R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,,2401.10019,exclude,search:arxiv:2401.10019,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2510.08665,,RA-Gen: A Controllable Code Generation Framework Using ReAct for Multi-Agent Task Execution,10.1109/ijcnn64981.2025.11228706,2510.08665,exclude,search:doi:10.1109/ijcnn64981.2025.11228706,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2509.25271,,RADAR: A Risk-Aware Dynamic Multi-Agent Framework for LLM Safety Evaluation via Role-Specialized Collaboration,,2509.25271,exclude,search:arxiv:2509.25271,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.22755,,RADIANT-LLM: an Agentic Retrieval Augmented Generation Framework for Reliable Decision Support in Safety-Critical Nuclear Engineering,,2604.22755,exclude,search:arxiv:2604.22755,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.71465/fair456,,RAG-Based AI Agents for Enterprise Software Development: Implementation Patterns and Production Deployment,10.71465/fair456,,exclude,search:doi:10.71465/fair456,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.48448/wd0x-d488,,Rapid Prototyping for Naval AI Wargaming: Multi-Agent Scenario Learning and Counterfactual Reasoning with Python and AutoGen,10.48448/wd0x-d488,,exclude,search:doi:10.48448/wd0x-d488,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2604.10740,,RCBSF: A Multi-Agent Framework for Automated Contract Revision via Stackelberg Game,10.18653/v1/2026.findings-acl.935,2604.10740,exclude,search:doi:10.18653/v1/2026.findings-acl.935,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/icaide65466.2025.11189485,,Real-Time Adaptive Code Analysis with a Self-Learning Multi-Agent Framework: A Retrieval-Augmented Reinforcement Learning Approach,10.1109/icaide65466.2025.11189485,,exclude,search:doi:10.1109/icaide65466.2025.11189485,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/ssrr68451.2025.11391314,,Real-World Deployment of an LLM-Enabled Voice-Commanded UGV for Logistics in SAR Missions,10.1109/ssrr68451.2025.11391314,,exclude,search:doi:10.1109/ssrr68451.2025.11391314,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1101/2025.03.17.25324157,,Real-World Evaluation of Large Language Models in Healthcare (RWE-LLM): A New Realm of AI Safety &amp; Validation,10.1101/2025.03.17.25324157,,exclude,search:doi:10.1101/2025.03.17.25324157,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2601.21609,,RecNet: Self-Evolving Preference Propagation for Agentic Recommender Systems,,2601.21609,exclude,search:arxiv:2601.21609,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/mesa68091.2025.11278882,,Record2Scenario: A Multi-Candidate CoT Framework with Vision-Language Evaluation for Traffic Accident Reconstruction,10.1109/mesa68091.2025.11278882,,exclude,search:doi:10.1109/mesa68091.2025.11278882,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2601.08839,,Recursive Knowledge Synthesis for Multi-LLM Systems: Stability Analysis and Tri-Agent Audit Framework,,2601.08839,exclude,search:arxiv:2601.08839,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.27127,,Red-MIRROR: Agentic LLM-based Autonomous Penetration Testing with Reflective Verification and Knowledge-augmented Interaction,,2603.27127,exclude,search:arxiv:2603.27127,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2407.16667,,RedAgent: Red Teaming Large Language Models with Context-aware Autonomous Language Agent,,2407.16667,exclude,search:arxiv:2407.16667,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2507.22063,,RedCoder: Automated Multi-Turn Red Teaming for Code LLMs,10.48448/khkt-r333,2507.22063,exclude,search:doi:10.48448/khkt-r333,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.56553/popets-2026-0101,,Redefining Website Fingerprinting Attacks with Multi-Agent LLMs,10.56553/popets-2026-0101,,exclude,search:doi:10.56553/popets-2026-0101,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2509.12462,,Redefining Website Fingerprinting Attacks With Multiagent LLMs,,2509.12462,exclude,search:arxiv:2509.12462,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2601.22159,,RedSage: A Cybersecurity Generalist LLM,,2601.22159,exclude,search:arxiv:2601.22159,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.18763904,,Reflexive-Core: Single-Context Metacognitive Security for Agentic LLMs,10.5281/zenodo.18763904,,exclude,search:doi:10.5281/zenodo.18763904,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.61173/wtry7121,,Reliability Challenges of LLM Agents: Systemic Failure Causes and Governance,10.61173/wtry7121,,exclude,search:doi:10.61173/wtry7121,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.19596846,,"Replication Package for the Paper: ""A Multi-Agent Framework with Dynamic Context Querying in Security Defect Detection"".",10.5281/zenodo.19596846,,exclude,search:doi:10.5281/zenodo.19596846,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.17530950,,REPO GUARDIAN -THE MULTI AGENT BUG HUNTER,10.5281/zenodo.17530950,,exclude,search:doi:10.5281/zenodo.17530950,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1145/3803291.3803376,,RepoGuard: Harmonising Security and Functional Correctness in LLM-Guided Repository-Level Code Generation,10.1145/3803291.3803376,,exclude,search:doi:10.1145/3803291.3803376,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.3390/app16126093,,Reproducible Expert Weight Elicitation via LLM Multi-Agent Simulation: A Best–Worst Method Decision Support Framework for AI-Driven E-Commerce Platform Evaluation,10.3390/app16126093,,exclude,search:doi:10.3390/app16126093,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.3390/app15020968,,Research and Application of a Multi-Agent-Based Intelligent Mine Gas State Decision-Making System,10.3390/app15020968,,exclude,search:doi:10.3390/app15020968,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/isoirs65690.2025.11168047,,Research on Task Planning Methods for Embodied Intelligence Based on Large Language Models,10.1109/isoirs65690.2025.11168047,,exclude,search:doi:10.1109/isoirs65690.2025.11168047,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/access.2025.3567244,,ResilioMate: A Resilient Multi-Agent Task Executing Framework for Enhancing Small Language Models,10.1109/access.2025.3567244,,exclude,search:doi:10.1109/access.2025.3567244,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2601.08641,,Resisting Manipulative Bots in Meme Coin Copy Trading: A Multi-Agent Approach with Chain-of-Thought Reasoning,10.1145/3774904.3792635,2601.08641,exclude,search:doi:10.1145/3774904.3792635,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.15573,,Response-Conditioned Parallel-to-Sequential Orchestration for Multi-Agent Systems,,2605.15573,exclude,search:arxiv:2605.15573,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2508.20737,,"Rethinking Testing for LLM Applications: Characteristics, Challenges, and a Lightweight Interaction Protocol",,2508.20737,exclude,search:arxiv:2508.20737,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.3390/fire9040143,,Retrieval over Response: Large Language Model-Augmented Decision Strategies for Hierarchical Wildfire Risk Evaluation,10.3390/fire9040143,,exclude,search:doi:10.3390/fire9040143,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/fllm67465.2025.11391064,,Retrieval-Augmented Reasoning for Offensive Security: Towards Robust LLM Agents for CTF Automation,10.1109/fllm67465.2025.11391064,,exclude,search:doi:10.1109/fllm67465.2025.11391064,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.5281/zenodo.18379320,,"Reverse Engineering a Large-Scale Multimodal AI System: Architectural, Security, and Economic Intelligence Extraction Through Advanced Self-Inference LLM Research",10.5281/zenodo.18379320,,exclude,search:doi:10.5281/zenodo.18379320,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/southeastcon63549.2026.11475978,,RevOpsBench: A Large-Scale Benchmark for Evaluating LLM Agents on Enterprise CRM Operations,10.1109/southeastcon63549.2026.11475978,,exclude,search:doi:10.1109/southeastcon63549.2026.11475978,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2607.00555,,Rise From The Ashes: LLM-based Static Analysis for Deep Learning Framework Bugs,,2607.00555,exclude,search:arxiv:2607.00555,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2606.15077,,Risk-Aware LLM Agents for Geospatial Data Retrieval: Design and Preliminary Adversarial Evaluation,,2606.15077,exclude,search:arxiv:2606.15077,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2512.08139,,Robust Agents in Open-Ended Worlds,,2512.08139,exclude,search:arxiv:2512.08139,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.04378,,Robustness of Agentic AI Systems via Adversarially-Aligned Jacobian Regularization,,2603.04378,exclude,search:arxiv:2603.04378,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/icassp55912.2026.11460436,,RugKeeper: A Multi-Agent LLM Framework for Rug Pull Token Detection,10.1109/icassp55912.2026.11460436,,exclude,search:doi:10.1109/icassp55912.2026.11460436,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2509.02172,,RumorSphere: A Framework for Million-scale Agent-based Dynamic Simulation of Rumor Propagation,,2509.02172,exclude,search:arxiv:2509.02172,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.18806750,,Runtime Decision Auditability for Trustworthy Multi-Agent LLM Systems: Deterministic Stakeholder Explanation by Architectural Design,10.5281/zenodo.18806750,,exclude,search:doi:10.5281/zenodo.18806750,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2409.03440,,Rx Strategist: Prescription Verification using LLM Agents System,,2409.03440,exclude,search:arxiv:2409.03440,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1007/s43684-026-00136-1,,Safe integration of Large Language Models into industrial process control: a multi-agent architecture with P&amp;ID-grounded validation,10.1007/s43684-026-00136-1,,exclude,search:doi:10.1007/s43684-026-00136-1,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2605.10481,,"Safe Multi-Agent Behavior Must Be Maintained, Not Merely Asserted: Constraint Drift in LLM-Based Multi-Agent Systems",,2605.10481,exclude,search:arxiv:2605.10481,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.48448/ff4m-qk61,,SafeAgent: Safeguarding LLM Agents via an Automated Risk Simulator,10.48448/ff4m-qk61,,exclude,search:doi:10.48448/ff4m-qk61,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2412.13178,,SafeAgentBench: A Benchmark for Safe Task Planning of Embodied LLM Agents,,2412.13178,exclude,search:arxiv:2412.13178,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.3390/s26113502,,SafeCodeRL: Security-Constrained Multi-Agent Reinforcement Learning for Trustworthy LLM-Generated IoT/CPS Software,10.3390/s26113502,,exclude,search:doi:10.3390/s26113502,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/icarc68737.2026.11453637,,Safelora: A Real-Time Multimodal Multi-Agent Advisory System for Context-Aware and Safety-Compliant Plant Diseases Management,10.1109/icarc68737.2026.11453637,,exclude,search:doi:10.1109/icarc68737.2026.11453637,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2511.06778,,SAFENLIDB: A Privacy-Preserving Safety Alignment Framework for LLM-based Natural Language Database Interfaces,10.1609/aaai.v40i38.40484,2511.06778,exclude,search:doi:10.1609/aaai.v40i38.40484,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2605.29146,,SafeRx-Agent: A Knowledge-Grounded Multi-Agent Framework for Safe and Explainable Medication Recommendation,,2605.29146,exclude,search:arxiv:2605.29146,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2510.17017,,SafeSearch: Do Not Trade Safety for Utility in LLM Search Agents,10.18653/v1/2026.findings-eacl.146,2510.17017,exclude,search:doi:10.18653/v1/2026.findings-eacl.146,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2603.02229,,Safety Training Persists Through Helpfulness Optimization in LLM Agents,,2603.02229,exclude,search:arxiv:2603.02229,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2311.08107,,SAIE Framework: Support Alone Isn’t Enough - Advancing LLM Training with Adversarial Remarks,10.3233/faia240931,2311.08107,exclude,search:doi:10.3233/faia240931,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.20944/preprints202604.1025.v1,,"SAMF: SAWANT (Structured Agentic Workflow for Alignment, Validation, and Negotiated Testing) for Reliable, Safe, and Verifiable LLM Prompting",10.20944/preprints202604.1025.v1,,exclude,search:doi:10.20944/preprints202604.1025.v1,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2509.03793,,SAMVAD: A Multi-Agent System for Simulating Judicial Deliberation Dynamics in India,,2509.03793,exclude,search:arxiv:2509.03793,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.48321/d143d6f266,,SaTC 2.0: RES: Towards End-to-End Privacy and Security Protection in LLM-Powered Applications,10.48321/d143d6f266,,exclude,search:doi:10.48321/d143d6f266,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/icdsaai65575.2025.11011581,,Scalable Invoice Reconciliation for SMEs: Edge-Deployed LLMs in Multi-Agent Systems,10.1109/icdsaai65575.2025.11011581,,exclude,search:doi:10.1109/icdsaai65575.2025.11011581,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2604.03430,,Scaling Multi-agent Systems: A Smart Middleware for Improving Agent Interactions,,2604.03430,exclude,search:arxiv:2604.03430,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.3390/app16115253,,Scaling Regulatory Compliance: A Multi-Agent System with Multimodal RAG for Automated Electrical Installation Inspection Under NOM and NEC Standards,10.3390/app16115253,,exclude,search:doi:10.3390/app16115253,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/mass66014.2025.00089,,SCCA: A Multi-Agent Code Security Analysis Framework for AI-Assisted Code Generation,10.1109/mass66014.2025.00089,,exclude,search:doi:10.1109/mass66014.2025.00089,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.17861999,,Scientific Liquidity Agents: A Multi-Agent Framework for Modeling Knowledge Markets in Scientific Ecosystems,10.5281/zenodo.17861999,,exclude,search:doi:10.5281/zenodo.17861999,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2506.11791,,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,,2506.11791,exclude,search:arxiv:2506.11791,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.31703/grr.2023(viii-ii).04,,Secure Multi-Agent AI for Autonomous Cyber Defense of U.S. Critical and Enterprise Networks,10.31703/grr.2023(viii-ii).04,,exclude,search:doi:10.31703/grr.2023(viii-ii).04,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.5281/zenodo.18525120,,Secure Multi-Agent MCP Architectures: A Framework For Enterprise AI Governance,10.5281/zenodo.18525120,,exclude,search:doi:10.5281/zenodo.18525120,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.36227/techrxiv.177006109.97957916/v1,,Secure-by-Default Guardrails for MCP-Based Tool Use in Multi-Modal LLM Agents,10.36227/techrxiv.177006109.97957916/v1,,exclude,search:doi:10.36227/techrxiv.177006109.97957916/v1,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2512.18542,,SecureCode: A Production-Grade Multi-Turn Dataset for Training Security-Aware Code Generation Models,,2512.18542,exclude,search:arxiv:2512.18542,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.64091/atics.2026.000283,,SECUREPATCH: Specialized Multi-Agent Architecture with Automated Validation for Security Vulnerability Repair,10.64091/atics.2026.000283,,exclude,search:doi:10.64091/atics.2026.000283,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2603.05689,,"SecureRAG-RTL: A Retrieval-Augmented, Multi-Agent, Zero-Shot LLM-Driven Framework for Hardware Vulnerability Detection",,2603.05689,exclude,search:arxiv:2603.05689,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1016/j.iotcps.2026.03.001,,Securing LLM agents: From prompt sanitization to autonomous red teaming and beyond,10.1016/j.iotcps.2026.03.001,,exclude,search:doi:10.1016/j.iotcps.2026.03.001,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2502.18515,,Securing Smart Contract Languages with a Unified Agentic Framework for Vulnerability Repair in Solidity and Move,10.1109/aiware69974.2025.00032,2502.18515,exclude,search:doi:10.1109/aiware69974.2025.00032,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
title:cfacd53ae0a1d544,,Securing the Model Context Protocol: Defending LLMs Against Tool Poisoning and Adversarial Attacks,,,exclude,search:title:e7f1df1d457e71a848ea,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.54364/cybersecurityjournal.2026.3121,,"Security Challenges of LLM Integration in Multi-Tenant SaaS: Threats, Vulnerabilities, and Mitigations",10.54364/cybersecurityjournal.2026.3121,,exclude,search:doi:10.54364/cybersecurityjournal.2026.3121,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2605.25435,,"Security of OpenClaw Agents: Fundamentals, Attacks, and Countermeasures",,2605.25435,exclude,search:arxiv:2605.25435,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
doi:10.1109/aece67531.2025.11386596,,Security Risks in AI-Generated Code: A Comparative Analysis of Industry and Academic Benchmarks,10.1109/aece67531.2025.11386596,,exclude,search:doi:10.1109/aece67531.2025.11386596,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2505.19828,,SecVulEval: Benchmarking LLMs for Real-World C/C++ Vulnerability Detection,,2505.19828,exclude,search:arxiv:2505.19828,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.1109/cac63892.2024.10864895,,Seek-and-Take Games of Heterogeneous Agent Teams with Large Language Model,10.1109/cac63892.2024.10864895,,exclude,search:doi:10.1109/cac63892.2024.10864895,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2412.11713,,Seeker: Towards Exception Safety Code Generation with Intermediate Language Agents Framework,,2412.11713,exclude,search:arxiv:2412.11713,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
arxiv:2606.12290,,Selection Integrity for LLM Graph Memory: An Accumulability Criterion for Information-Flow-Blind Retrieval,,2606.12290,exclude,search:arxiv:2606.12290,55,Parent screening assigned an exclusion decision.,,,no,yes,,
arxiv:2605.00741,,Self-Adaptive Multi-Agent LLM-Based Security Pattern Selection for IoT Systems,,2605.00741,exclude,search:arxiv:2605.00741,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.22260/crc-csce-2025/0106,,Self-Evaluation of Single and Multi-Agent LLMs as Assistants in Inspection Reporting Workflows,10.22260/crc-csce-2025/0106,,exclude,search:doi:10.22260/crc-csce-2025/0106,55,Parent screening assigned an exclusion decision.,,,no,yes,,
doi:10.3390/s26113348,,Self-Evolving Multi-Agent Fuzzing for Industrial IoT with Knowledge-Driven Cognitive Reasoning,10.3390/s26113348,,exclude,search:doi:10.3390/s26113348,55,No attack-family query hit and no canonical attack record.,,,no,yes,,
