work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths
arxiv:2606.09084,,Context-Fractured Decomposition Attacks on Tool-Using LLM Agents: Exploiting Artifact Provenance Gaps,2026-06-08,2026,arXiv (Cornell University),,2606.09084,https://www.semanticscholar.org/paper/b7a9e923eec432c8a9cdb8b7ad684e7fa33885c8,,,,,primary,search:arxiv:2606.09084,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.09084;search:arxiv:2606.09084;targeted:arxiv:2606.09084,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
zhou2026corba,zhou2026corba,CORBA: Contagious Recursive Blocking Attacks on Multi-Agent Systems Based on Large Language Models,2026,2026,Findings of ACL,10.18653/v1/2026.findings-acl.342,2502.14529,https://aclanthology.org/2026.findings-acl.342/,attack,attack; evaluation,attack; evaluation,source_reviewed_pending_author_signoff,primary,canonical:zhou2026corba,Recursive communication among agents is the mechanism that turns semantically benign instructions into system-level blocking and paralysis.,,,yes,broad;canonical;peerfirst;search;targeted;targeted_gap;venue,broad:doi:10.18653/v1/2026.findings-acl.342;canonical:zhou2026corba;peerfirst:doi:10.18653/v1/2026.findings-acl.342;search:doi:10.18653/v1/2026.findings-acl.342;targeted-gap:denial_of_service:zhou2026corba;targeted:doi:10.18653/v1/2026.findings-acl.342;venue:findings_of_acl:10_18653_v1_2026_findings_acl_342,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/01_search_catalog/targeted_gap_search.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2604.13353,,Cross-Domain Query Translation for Network Troubleshooting: A Multi-Agent LLM Framework with Privacy Preservation and Self-Reflection,2026-06-02,2026,2026 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),10.1109/eucnc/6gsummit68295.2026.11577467,2604.13353,https://doi.org/10.1109/eucnc/6gsummit68295.2026.11577467,,,,,primary,search:doi:10.1109/eucnc/6gsummit68295.2026.11577467,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.1109/eucnc/6gsummit68295.2026.11577467;peerfirst:doi:10.1109/eucnc/6gsummit68295.2026.11577467;search:doi:10.1109/eucnc/6gsummit68295.2026.11577467;targeted:doi:10.1109/eucnc/6gsummit68295.2026.11577467;venue:2026_joint_european_conference_on_networks_and_communications_6g_summit_eucnc_6g_summit:10_1109_eucnc_6gsummit68295_2026_11577467,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2605.25188,,"DarkForest: Less Talk, Higher Accuracy for Multi-Agent LLMs",2026-05-24,2026,arXiv.org,,2605.25188,https://www.semanticscholar.org/paper/3a83512c76d548d164e52f57941b1a85fd919098,,,,,primary,search:arxiv:2605.25188,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2605.25188;search:arxiv:2605.25188;targeted:arxiv:2605.25188,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
doi:10.1609/aaai.v40i31.39812,,DAWN: Distributed LLM Multi-Agent Workflow Synthesis,2026-03-14,2026,AAAI proceedings,10.1609/aaai.v40i31.39812,,https://dblp.org/rec/conf/aaai/WanZWSJZBMZLH26,,,,,primary,search:doi:10.1609/aaai.v40i31.39812,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.1609/aaai.v40i31.39812;peerfirst:doi:10.1609/aaai.v40i31.39812;search:doi:10.1609/aaai.v40i31.39812;targeted:doi:10.1609/aaai.v40i31.39812;venue:aaai_proceedings:10_1609_aaai_v40i31_39812,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2410.04663,,"Debate, Deliberate, Decide (D3): A Cost-Aware Adversarial Framework for Reliable and Interpretable LLM Evaluation",2026-01-01,2026,EACL LONG,10.18653/v1/2026.eacl-long.392,2410.04663,https://dblp.org/rec/conf/eacl/HarrasseBB26,,,,,primary,search:doi:10.18653/v1/2026.eacl-long.392,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2026.eacl-long.392;peerfirst:doi:10.18653/v1/2026.eacl-long.392;search:doi:10.18653/v1/2026.eacl-long.392;targeted:doi:10.18653/v1/2026.eacl-long.392;venue:eacl_long:10_18653_v1_2026_eacl_long_392,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2604.09682,,Decision-Theoretic Safety Assessment of Persona-Driven Multi-Agent Systems in O-RAN,2026-04-03,2026,arXiv.org,,2604.09682,https://www.semanticscholar.org/paper/7b186e5f88aa2c60d92f375282380465fb2b5fb1,,,,,primary,search:arxiv:2604.09682,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2604.09682;search:arxiv:2604.09682;targeted:arxiv:2604.09682,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
supp_star_cooperative_attacks_2026,supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,2026,2026,arXiv,,2605.28104,https://arxiv.org/abs/2605.28104,attack,attack,attack; defense; evaluation,official_arxiv_metadata_and_abstract_screened,primary,canonical:supp_star_cooperative_attacks_2026,Direct cooperative malicious-member attack and communication-layer defense in LLM multi-agent systems.,,,yes,broad;canonical;search;targeted,broad:arxiv:2605.28104;canonical:supp_star_cooperative_attacks_2026;search:arxiv:2605.28104;targeted:arxiv:2605.28104,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2605.30802,,Design and Evaluation of Multi-Agent AI Oracle Systems for Prediction Market Resolution,2026-05-29,2026,arXiv.org,,2605.30802,https://www.semanticscholar.org/paper/c99d3552fb496e610222a79a691d7ba7ba1d61e6,,,,,primary,search:arxiv:2605.30802,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2605.30802;search:arxiv:2605.30802;targeted:arxiv:2605.30802,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2605.08258,,Designing Intelligent Enterprise Agents: A Capability-Aligned Multi-Agent Architecture,2026-05-07,2026,arXiv.org,,2605.08258,https://www.semanticscholar.org/paper/f50cf84426873f538e3a7f2fad4af6934ef5df57,,,,,primary,search:arxiv:2605.08258,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2605.08258;search:arxiv:2605.08258;targeted:arxiv:2605.08258,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2604.01151,,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,2026-04-01,2026,arXiv.org,,2604.01151,https://www.semanticscholar.org/paper/ecb415dc6dd0b9220463ec79125db492f93cda81,,,,,primary,search:arxiv:2604.01151,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2604.01151;search:arxiv:2604.01151;targeted:arxiv:2604.01151,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.17368,,"Distributed General-Purpose Agent Networks: Architecture, Key Mechanisms, and Prototypes",2026-06-15,2026,,,2606.17368,https://www.semanticscholar.org/paper/0d8fc4c0580db3a5e9c07dbaf35f6bec714073e7,,,,,primary,search:arxiv:2606.17368,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.17368;search:arxiv:2606.17368;targeted:arxiv:2606.17368,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2603.15809,,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,2026-03-16,2026,arXiv.org,,2603.15809,https://www.semanticscholar.org/paper/ad1aa41fe8a8a23fc016cfbe6d3b6004d14fffec,,,,,primary,search:arxiv:2603.15809,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2603.15809;search:arxiv:2603.15809;targeted:arxiv:2603.15809,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2604.07911,,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,2026-04-09,2026,arXiv.org,,2604.07911,https://www.semanticscholar.org/paper/edb684a9d47a023d2343c96c7278aaad3cc25c4a,,,,,primary,search:arxiv:2604.07911,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2604.07911;search:arxiv:2604.07911;targeted:arxiv:2604.07911,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.19382,,DynAMO:Dynamic Asset Management Orchestration via Topological Multi-Agent Scheduling,2026-06-14,2026,,,2606.19382,https://www.semanticscholar.org/paper/31b7a7ad545b2304c9eb5f4b1fae3303c5b1aacd,,,,,primary,search:arxiv:2606.19382,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.19382;search:arxiv:2606.19382;targeted:arxiv:2606.19382,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
supp_dynatrust_2026,supp_dynatrust_2026,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,2026,2026,arXiv,,2603.15661,https://arxiv.org/abs/2603.15661,defense,defense,defense; evaluation,official_arxiv_metadata_and_abstract_screened,primary,canonical:supp_dynatrust_2026,"Direct defense for malicious members in LLM multi-agent systems, with interaction-history observation and topology-level containment and recovery.",,,yes,broad;canonical;search;targeted,broad:arxiv:2603.15661;canonical:supp_dynatrust_2026;search:arxiv:2603.15661;targeted:arxiv:2603.15661,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,Enhancing Robustness of LLM-Driven Multi-Agent Systems through Randomized Smoothing,2026,2026,Chinese Journal of Aeronautics,10.1016/j.cja.2025.103779,2025.10377,https://doi.org/10.1016/j.cja.2025.103779,defense,defense,defense; evaluation,official_metadata_and_abstract_screened,primary,canonical:supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth,The threat and defense act on malicious messages and consensus propagation in a ring of LLM agents.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1016/j.cja.2025.103779;canonical:supp_enhancing_robustness_of_llm_driven_multi_agent_systems_through_randomized_smooth;peerfirst:doi:10.1016/j.cja.2025.103779;search:doi:10.1016/j.cja.2025.103779;targeted:doi:10.1016/j.cja.2025.103779;venue:chinese_journal_of_aeronautics:10_1016_j_cja_2025_103779,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2605.09278,,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,2026-05-10,2026,arXiv.org,,2605.09278,https://www.semanticscholar.org/paper/1ad06ca131f6e83a0dc16cb42495dd29a98522ad,,,,,primary,search:arxiv:2605.09278,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2605.09278;search:arxiv:2605.09278;targeted:arxiv:2605.09278,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2604.18660,,Evaluating Answer Leakage Robustness of LLM Tutors against Adversarial Student Attacks,2026-04-20,2026,ACL LONG,10.18653/v1/2026.acl-long.1412,2604.18660,https://doi.org/10.18653/v1/2026.acl-long.1412,,,,,primary,search:doi:10.18653/v1/2026.acl-long.1412,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2026.acl-long.1412;peerfirst:doi:10.18653/v1/2026.acl-long.1412;search:doi:10.18653/v1/2026.acl-long.1412;targeted:doi:10.18653/v1/2026.acl-long.1412;venue:acl_long:10_18653_v1_2026_acl_long_1412,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2603.06856,,Evaluating Multi-Agent LLM Architectures for Rare Disease Diagnosis,2026-03-06,2026,arXiv.org,,2603.06856,https://www.semanticscholar.org/paper/bf6cf8e5d26f90d1a1b54031043719a94aaf3449,,,,,primary,search:arxiv:2603.06856,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2603.06856;search:arxiv:2603.06856;targeted:arxiv:2603.06856,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
yan2026evo_attacker,yan2026evo_attacker,Evo-Attacker: Memory-Augmented Reinforcement Learning for Long-Horizon Tool Attacks on LLM-MAS,2026,2026,ACL,10.18653/v1/2026.acl-long.330,2605.25389,https://aclanthology.org/2026.acl-long.330/,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,primary,canonical:yan2026evo_attacker,The threat model and evaluated consequence explicitly depend on a multi-round MAS execution trace and communication architecture.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.18653/v1/2026.acl-long.330;canonical:yan2026evo_attacker;peerfirst:doi:10.18653/v1/2026.acl-long.330;search:doi:10.18653/v1/2026.acl-long.330;targeted:doi:10.18653/v1/2026.acl-long.330;venue:acl:10_18653_v1_2026_acl_long_330,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2602.00755,,Evolving Interpretable Constitutions for Multi-Agent Coordination,2026-01-31,2026,arXiv.org,,2602.00755,https://www.semanticscholar.org/paper/c3ad1a7b47396a1b103b923011a4e1cdfefbcc3d,,,,,primary,search:arxiv:2602.00755,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2602.00755;search:arxiv:2602.00755;targeted:arxiv:2602.00755,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
pan2026xgguard,pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,2026,2026,ACL,10.18653/v1/2026.acl-long.1407,2512.18733,https://aclanthology.org/2026.acl-long.1407/,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,primary,canonical:pan2026xgguard,"Detection and remediation are defined over compromised members, response flows, and communication topology.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.48448/egpv-zm74;canonical:pan2026xgguard;peerfirst:doi:10.48448/egpv-zm74;search:doi:10.48448/egpv-zm74;targeted:doi:10.48448/egpv-zm74;venue:acl:10_18653_v1_2026_acl_long_1407,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arora2026safeagents,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,2026,2026,AAMAS Strategic Engineering Workshop,,2511.10949,https://openreview.net/forum?id=XC5vOg5UTf,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,primary,canonical:arora2026safeagents,Explicit adversarial harmful prompts and architecture-dependent harmful execution in LLM MAS.,,,yes,broad;canonical;search;targeted,broad:arxiv:2511.10949;canonical:arora2026safeagents;search:arxiv:2511.10949;targeted:arxiv:2511.10949,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.09800,,FASE: Fast Adaptive Semantic Entropy for Code Quality,2026-06-08,2026,,,2606.09800,https://www.semanticscholar.org/paper/6fec476666ced03237e75b626ce222a126c4f814,,,,,primary,search:arxiv:2606.09800,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.09800;search:arxiv:2606.09800;targeted:arxiv:2606.09800,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
ju2026flooding,ju2026flooding,Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities,2026,2026,Science China Information Sciences,10.1007/s11432-024-4663-2,2407.07791,https://doi.org/10.1007/s11432-024-4663-2,attack,attack; evaluation,attack; evaluation,blocked_pending_exact_source,primary,canonical:ju2026flooding,Manipulated knowledge spreads through communication and stored chat histories among LLM agents and persists through RAG retrieval.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1007/s11432-024-4663-2;canonical:ju2026flooding;peerfirst:doi:10.1007/s11432-024-4663-2;search:doi:10.1007/s11432-024-4663-2;targeted:doi:10.1007/s11432-024-4663-2;venue:science_china_information_sciences:10_1007_s11432_024_4663_2,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2605.11514,,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,2026-05-12,2026,arXiv.org,,2605.11514,https://www.semanticscholar.org/paper/c6099b49fe6cfff58a4688eedf107f3ed0490699,,,,,primary,search:arxiv:2605.11514,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2605.11514;search:arxiv:2605.11514;targeted:arxiv:2605.11514,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.16047,,From Argument Components to Graphs: A Multi-Agent Debate with Confidence Gating for Argument Relations,2026-06-14,2026,,,2606.16047,https://www.semanticscholar.org/paper/0a94c4b6368a5571be651409b8a72057f70cc081,,,,,primary,search:arxiv:2606.16047,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.16047;search:arxiv:2606.16047;targeted:arxiv:2606.16047,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2604.07667,,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,2026-04-09,2026,arXiv.org,,2604.07667,https://www.semanticscholar.org/paper/26972d52713dd2bd50f7d74905c4341495af988f,,,,,primary,search:arxiv:2604.07667,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2604.07667;search:arxiv:2604.07667;targeted:arxiv:2604.07667,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
doi:10.1609/aaaiss.v9i1.42951,,From Playbooks to Decisions: An Auditable Coordination Protocol for Hunter–Policy–Responder Cyber Agents (Extended Abstract),2026-06-23,2026,AAAI proceedings,10.1609/aaaiss.v9i1.42951,,https://doi.org/10.1609/aaaiss.v9i1.42951,,,,,primary,search:doi:10.1609/aaaiss.v9i1.42951,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.1609/aaaiss.v9i1.42951;peerfirst:doi:10.1609/aaaiss.v9i1.42951;search:doi:10.1609/aaaiss.v9i1.42951;targeted:doi:10.1609/aaaiss.v9i1.42951;venue:aaai_proceedings:10_1609_aaaiss_v9i1_42951,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
arxiv:2603.04474,,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,2026-03-04,2026,arXiv.org,,2603.04474,https://www.semanticscholar.org/paper/a293983bd48babd0f8fcd908e9f0e98932074ad8,,,,,primary,search:arxiv:2603.04474,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2603.04474;search:arxiv:2603.04474;targeted:arxiv:2603.04474,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.00405,,From Talking Words to Sharing Thoughts: Scalable Multi-LLM Aggregation via Structured Message Passing,2026-05-29,2026,,,2606.00405,https://www.semanticscholar.org/paper/261f740a0cedc0a7712ac9439e2cc64b1292306b,,,,,primary,search:arxiv:2606.00405,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.00405;search:arxiv:2606.00405;targeted:arxiv:2606.00405,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2602.13370,,G2CP: A Graph-Grounded Communication Protocol for Verifiable and Efficient Multi-Agent Reasoning,2026-02-13,2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,10.65109/jhfw8307,2602.13370,https://doi.org/10.65109/jhfw8307,,,,,primary,search:doi:10.65109/jhfw8307,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.65109/jhfw8307;peerfirst:doi:10.65109/jhfw8307;search:doi:10.65109/jhfw8307;targeted:doi:10.65109/jhfw8307;venue:proceedings_of_the_25th_international_conference_on_autonomous_agents_and_multiagent_systems:10_65109_jhfw8307,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
lemercier2026gambit,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,2026,2026,arXiv,,2605.09027,https://arxiv.org/abs/2605.09027,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,primary,canonical:lemercier2026gambit,"The benchmark directly evaluates a malicious member, collective degradation, observer evasion, and post-shift defense adaptation.",,,yes,broad;canonical;search;targeted,broad:arxiv:2605.09027;canonical:lemercier2026gambit;search:arxiv:2605.09027;targeted:arxiv:2605.09027,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.10322,,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,2026-06-09,2026,,,2606.10322,https://www.semanticscholar.org/paper/03ebfea35124ed27f7f954332794209a96fff7c5,,,,,primary,search:arxiv:2606.10322,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.10322;search:arxiv:2606.10322;targeted:arxiv:2606.10322,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
mateotorrejon2026gammaf,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,2026,2026,arXiv,,2604.24477,https://arxiv.org/abs/2604.24477,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,primary,canonical:mateotorrejon2026gammaf,It directly benchmarks detection and containment of compromised nodes in LLM MAS communication graphs.,,,yes,broad;canonical;search;targeted,broad:arxiv:2604.24477;canonical:mateotorrejon2026gammaf;search:arxiv:2604.24477;targeted:arxiv:2604.24477,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2603.19677,,GoAgent: Group-of-Agents Communication Topology Generation for LLM-based Multi-Agent Systems,2026-03-20,2026,arXiv.org,,2603.19677,https://www.semanticscholar.org/paper/77572f5965738a8319d21c58635034b7ab1ad5bd,,,,,primary,search:arxiv:2603.19677,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2603.19677;search:arxiv:2603.19677;targeted:arxiv:2603.19677,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2605.27766,,Got a Secret? LLM Agents Can't Keep It: Evaluating Privacy in Multi-Agent Systems,2026-05-26,2026,arXiv.org,,2605.27766,https://www.semanticscholar.org/paper/7873dd8f8812705d34465e5b4ab190346434f1bc,,,,,primary,search:arxiv:2605.27766,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2605.27766;search:arxiv:2605.27766;targeted:arxiv:2605.27766,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2603.13940,,GroupGuard: A Framework for Modeling and Defending Collusive Attacks in Multi-Agent Systems,2026-03-14,2026,arXiv.org,,2603.13940,https://www.semanticscholar.org/paper/664799c6e2d5345ea1a259b71b04a7c8899f9b60,,,,,primary,search:arxiv:2603.13940,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2603.13940;search:arxiv:2603.13940;targeted:arxiv:2603.13940,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2606.07937,,Hallucination Cascade: Analyzing Error Propagation in Multi-Agent LLM Systems,2026-06-06,2026,,,2606.07937,https://www.semanticscholar.org/paper/16f8d622f264222e00d08f34a72b9832b617a05f,,,,,primary,search:arxiv:2606.07937,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2606.07937;search:arxiv:2606.07937;targeted:arxiv:2606.07937,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
rahman2026harp,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,2026,2026,arXiv,,2605.27489,https://arxiv.org/abs/2605.27489,evaluation,benchmark,benchmark,assistant_source_reviewed_pending_author_signoff,primary,canonical:rahman2026harp,The paper explicitly targets adversarial local-to-global harm amplification in a seven-agent LLM system.,,,yes,broad;canonical;search;targeted,broad:arxiv:2605.27489;canonical:rahman2026harp;search:arxiv:2605.27489;targeted:arxiv:2605.27489,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2603.20640,,Hear Both Sides: Efficient Multi-Agent Debate via Diversity-Aware Message Retention,2026-03-21,2026,arXiv.org,,2603.20640,https://www.semanticscholar.org/paper/9caf9803add88558f39175fbcfd12798ada80fd2,,,,,primary,search:arxiv:2603.20640,Full-text interaction-security screen included the work.,,,yes,broad;search;targeted,broad:arxiv:2603.20640;search:arxiv:2603.20640;targeted:arxiv:2603.20640,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv
arxiv:2603.27404,,Heterogeneous Debate Engine: Identity-Grounded Cognitive Architecture for Resilient LLM-Based Ethical Tutoring,2026-03-28,2026,Asian Conference on Intelligent Information and Database Systems,10.1007/978-981-92-0071-9_9,2603.27404,https://doi.org/10.1007/978-981-92-0071-9_9,,,,,primary,search:doi:10.1007/978-981-92-0071-9_9,Full-text interaction-security screen included the work.,,,yes,broad;peerfirst;search;targeted;venue,broad:doi:10.1007/978-981-92-0071-9_9;peerfirst:doi:10.1007/978-981-92-0071-9_9;search:doi:10.1007/978-981-92-0071-9_9;targeted:doi:10.1007/978-981-92-0071-9_9;venue:asian_conference_on_intelligent_information_and_database_systems:10_1007_978_981_92_0071_9_9,corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv
