work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths
arxiv:2502.16750,,Guardians of the Agentic System: Preventing Many Shots Jailbreak with Agentic System,2025-02-23,2025,arXiv.org,,2502.16750,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2502.16750,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.eswa.2025.130103,,Guided and knowledgeable multi-agent debate for fact verification,2025-10-23,2025,Expert Systems with Applications,10.1016/j.eswa.2025.130103,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.eswa.2025.130103,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2511.15998,,Hiding in the AI Traffic: Abusing MCP for LLM-Powered Agentic Red Teaming,2025-11-20,2025,arXiv (Cornell University),,2511.15998,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2511.15998,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6196620,,HoneyPrompt: Multi-Sensor Fusion for Detection and Classification of Autonomous AI Agents in Maritime Industrial Control Systems,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6196620,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6196620,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.18653/v1/2026.acl-long.1243,,Human or LLM as Standardized Patients? A Comparative Study in Medical Education,2026-06-03,2026,Underline Science Inc.,10.18653/v1/2026.acl-long.1243,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.18653/v1/2026.acl-long.1243,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20819298,,Human-Aware Multi-Agent Orchestration Through Adversarial Cognitive Load Modeling,2026-06-23,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20819298,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20819298,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-6739954/v1,,Hybrid Active Learning with Privacy-Preserving Synthetic Data for Medical Multimodal LLM Enhancement,2025-05-28,2025,Research Square,10.21203/rs.3.rs-6739954/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-6739954/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.ssci.2026.107279,,Identification of hierarchical causation networks for power system security incidents: a feedback-driven multi-agent framework,2026-05-14,2026,Safety Science,10.1016/j.ssci.2026.107279,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.ssci.2026.107279,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2406.06211,,iMotion-LLM: Motion Prediction Instruction Tuning,2024,2024,arXiv.org,,2406.06211,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2406.06211,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2602.04653,,Inference-Time Backdoors via Chat Templates: From LLM Supply Chains to Agentic System Compromise,2026-02-04,2026,Open MIND,,2602.04653,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2602.04653,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.17605/osf.io/3fxqn,,Infodeme: Structural Determinants of Misinformation Propagation in LLM Agent Societies,2026-01-01,2026,Open MIND,10.17605/osf.io/3fxqn,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.17605/osf.io/3fxqn,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-18477-1_4,,Integrating Crowd-Sourced Information for Agentic Multi-platform Fake News Detection,2026-01-01,2026,Lecture notes in computer science,10.1007/978-3-032-18477-1_4,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-18477-1_4,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icicv68925.2026.11554850,,Intelligent Multi-Agent Reinforcement Sanitizer for Securing LLM Systems,2026-05-20,2026,2026 7th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),10.1109/icicv68925.2026.11554850,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icicv68925.2026.11554850,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5446697,,Intelligent Scheduling Research for Renewable Energy Hydrogen Production Systems Based on LLM Agents,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5446697,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5446697,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.comcom.2026.108602,,Intent-based networking using LLM-driven agentic reinforcement learning for zero-touch 5G/6G and IoT systems,2026-06-06,2026,Computer Communications,10.1016/j.comcom.2026.108602,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.comcom.2026.108602,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-96-6441-2_22,,Jailbreak Attack on a Multi-agent LLM Defense System,2025-01-01,2025,Lecture notes in networks and systems,10.1007/978-981-96-6441-2_22,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-96-6441-2_22,corpus/sets/01_search_catalog/search_catalog.csv
title:97c76537696ac239,,Knowledge Starts with Practice: Knowledge-Aware Exercise Generative Recommendation with Adaptive Multi-Agent Cooperation,2025,2025,Neural Information Processing Systems,,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:title:5991bc72dd2479567e69,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-96-4506-0_28,,Language Game for Evading Privacy Disclosure Risks via LLM-Based Multi-agent Simulation,2025-01-01,2025,Communications in computer and information science,10.1007/978-981-96-4506-0_28,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-96-4506-0_28,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6845148,,Large Language Model-Enhanced Feedback for Multi-Agent Reinforcement Learning-Based Optimal Control of Data Center Cooling,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6845148,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6845148,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1038/s44287-025-00239-6,,Large language models in 6G from standard to on-device networks,2026-01-06,2026,Nature Reviews Electrical Engineering,10.1038/s44287-025-00239-6,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1038/s44287-025-00239-6,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/gaiis69281.2026.11519273,,Learning to Debate: Optimal Stopping Strategies for Multi-Agent LLM Deliberation,2026-03-27,2026,2026 International Conference on Generative Artificial Intelligence and Information Security (GAIIS),10.1109/gaiis69281.2026.11519273,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/gaiis69281.2026.11519273,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6902958,,Letting ML Predict and LLMs Narrate: A Hybrid Integration Architecture for Production Equity Research,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6902958,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6902958,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.23919/cycon70911.2026.11609433,,Leveraging Agentic AI for IoT Security Operations,2026-05-01,2026,International Conference on Cyber Conflict,10.23919/cycon70911.2026.11609433,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.23919/cycon70911.2026.11609433,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/electronics15040888,,Leveraging MCP and Corrective RAG for Scalable and Interoperable Multi-Agent Healthcare Systems,2026-02-21,2026,Electronics,10.3390/electronics15040888,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/electronics15040888,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/sym17101660,,Leveraging Symmetry in Multi-Agent Code Generation: A Cross-Verification Collaboration Protocol for Competitive Programming,2025-10-05,2025,Symmetry,10.3390/sym17101660,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/sym17101660,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/s10207-026-01244-y,,LGA: lightweight design and privacy analysis of generative agents in social simulations,2026-04-05,2026,International Journal of Information Security,10.1007/s10207-026-01244-y,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/s10207-026-01244-y,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7157742,,LightWDN-Agent: A Quality-Gated Multi-Agent Framework for Privacy-Aware Automation of Water Distribution Network Simulations,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7157742,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7157742,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/acdsa67686.2026.11467835,,LLM Agent-Based Simulations for Phishing Email Detection in Various Multi-Agent Sizes,2026-02-05,2026,"2026 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",10.1109/acdsa67686.2026.11467835,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/acdsa67686.2026.11467835,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7017418,,LLM and Multi-Agent Systems in Algorithmic Trading: Taxonomy and Research Agenda,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7017418,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7017418,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20032071,,LLM Drift Experiment: A Framework for Quantifying Behavioral Decay in Adversarial Multi-Agent Simulations,2026-05-05,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20032071,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20032071,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.17812179,,LLM Hijacking: When Models Manipulate Their Routers,2025-12-04,2025,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.17812179,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.17812179,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7199676,,LLM Integrated Hybrid Framework for Multi-Objective Residential Energy Scheduling with EV and Battery Flexibility under Real-Time Pricing,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7199676,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7199676,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.oceaneng.2026.126611,,LLM-agent-based cooperative collision avoidance decision-making for multi-ship encounters in confluence waters,2026-06-23,2026,Ocean Engineering,10.1016/j.oceaneng.2026.126611,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.oceaneng.2026.126611,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/isdfs69419.2026.11459110,,LLM-Augmented Agentic Consensus Swarms for Autonomous Edge Security,2026-03-19,2026,International Symposium on Digital Forensics and Security,10.1109/isdfs69419.2026.11459110,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/isdfs69419.2026.11459110,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.autcon.2026.106895,,LLM-based multi-agent system for dam structural health monitoring,2026-03-19,2026,Automation in Construction,10.1016/j.autcon.2026.106895,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.autcon.2026.106895,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/mnet.2026.3698335,,LLM-Driven Collaborative Agents for Wireless Network Management,2026-01-01,2026,IEEE Network,10.1109/mnet.2026.3698335,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/mnet.2026.3698335,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7177069,,LLM-Empowered Multi-Agent Reinforcement Learning for Resilient Voltage Regulation of Distribution Networks under Stealthy Load Redistribution Attacks,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7177069,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7177069,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-9904010/v1,,LLM-Guided Digital Twin Agents for Autonomous Threat Detection and Response in Cyber-Physical Energy Systems,2026-06-04,2026,Research Square,10.21203/rs.3.rs-9904010/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-9904010/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6672579,,LLM-Guided Hybrid Control and Meta-Optimization for Multi-BESS Voltage Regulation in Distribution Networks,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6672579,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6672579,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-14107-1_20,,LLM-MAD: Multi-agent LLM Reasoning for Multi-modal Shilling Attack Detection in Online Platforms,2025,2025,International Conference on Advances in Social Networks Analysis and Mining,10.1007/978-3-032-14107-1_20,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-14107-1_20,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-031-97992-7_64,,LLM-Powered UAVs: A RAG-Based Approach for Safety-Critical Operations,2025-01-01,2025,Lecture notes in networks and systems,10.1007/978-3-031-97992-7_64,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-031-97992-7_64,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.comnet.2025.111748,,LLM4Game: Multi-agent reinforcement learning with knowledge injection for dynamic defense resource allocation in cloud storage,2025-10-04,2025,Computer Networks,10.1016/j.comnet.2025.111748,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.comnet.2025.111748,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icassp55912.2026.11462454,,LLMS Do Not Always Say No: A Parallel Multi-Agent Jailbreak Framework Via Probabilistic Vulnerability,2026-04-21,2026,,10.1109/icassp55912.2026.11462454,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icassp55912.2026.11462454,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7147559,,MACES: Multi-Agent Conviction Dynamics with Cross-LLM Ensemble Scoring for Market Narrative Intelligence System,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7147559,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7147559,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/iceei68459.2025.11331239,,MACS: A Cognitive Diversity Multi-Agent Consensus Framework for Bias Mitigation in Automated Evaluation Systems,2025-11-13,2025,International Conference on Electrical Engineering and Informatics,10.1109/iceei68459.2025.11331239,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/iceei68459.2025.11331239,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icmcsi67283.2026.11412804,,MACV: A Specialized Multi-Agent and Consensus Framework for Reliable LLM Outputs,2026-01-07,2026,2026 7th International Conference on Mobile Computing and Sustainable Informatics (ICMCSI),10.1109/icmcsi67283.2026.11412804,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icmcsi67283.2026.11412804,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/apsec66846.2025.00086,,MAJD: Intent-Aware Multi-Agent Framework for Jailbreak Defense,2025-12-02,2025,Asia-Pacific Software Engineering Conference,10.1109/apsec66846.2025.00086,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/apsec66846.2025.00086,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6501258,,MAKER: A Multi-Agent Framework for High-Density Knowledge Graph Construction in Hazardous Chemicals,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6501258,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6501258,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.18707310,,Manifold: Eliminating False Positives in Multi-Agent LLM Systems Through Specification-Driven Orchestration,2026-02-20,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18707310,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.18707310,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/isctis70043.2026.11572126,,MAPT: Memory-Augmented Multi-Agent Framework for Automated Penetration Testing,2026-05-15,2026,2026 6th International Symposium on Computer Technology and Information Science (ISCTIS),10.1109/isctis70043.2026.11572126,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/isctis70043.2026.11572126,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6253390,,Market-Consistent and Secure Demand Response in Storage-Rich Integrated Energy Systems Under Uncertainty and Hybrid Cyberattacks: A Large Language Model-Guided Multi-Agent Deep Reinforcement Learning Approach,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6253390,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6253390,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.65109/bmjz4532,,MAStitch: Unifying Local and Global Perspectives for Anomaly Detection in Multi-Agent Systems,2026-05-25,2026,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,10.65109/bmjz4532,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.65109/bmjz4532,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-95-5012-8_4,,"MCPybarra: A Multi-agent Framework for Low-Cost, High-Quality MCP Service Generation",2026-01-01,2026,Lecture notes in computer science,10.1007/978-981-95-5012-8_4,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-95-5012-8_4,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7181662,,MedAgentNet: Federated Multi-Agent AI for Privacy-Preserving Cross-Departmental Clinical Intelligence,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7181662,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7181662,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.19244877,,Memetic Cascade Detection and Symbolic Immunity in Multi-Agent LLM Systems,2026-03-26,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19244877,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.19244877,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5852962,,Mesh Multi-Context Protocol: An Adaptive Agentic AI with Mesh Concept for A Complex Ecosystem,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5852962,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5852962,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-21324-2_42,,Metacognitive Multi-agent Retrieval-Augmented Generation for Multi-hop Reasoning,2026-01-01,2026,Lecture notes in computer science,10.1007/978-3-032-21324-2_42,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-21324-2_42,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20278754,,MIAA: Market-Inspired Agentic Architecture for Multi-Agent LLM Coordination,2026-05-18,2026,Open MIND,10.5281/zenodo.20278754,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20278754,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/mining6020026,,MINDS: A Modular Multi-Agent Decision-Support Framework for Dynamic Strategic Mine Planning,2026-04-02,2026,Mining,10.3390/mining6020026,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/mining6020026,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/urtc68753.2025.11532991,,MINDSTATE: Systematic Analysis of Belief Manipulation Vulnerabilities in Multi-Agent LLM Networks,2025-10-10,2025,2025 IEEE MIT Undergraduate Research Technology Conference (URTC),10.1109/urtc68753.2025.11532991,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/urtc68753.2025.11532991,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.17756768,,MiniCrit-1.5B: Adversarial Multi-Agent Critique for Safe Autonomous Trading Systems,2025-11-29,2025,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.17756768,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.17756768,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/app15073676,,Minimizing Hallucinations and Communication Costs: Adversarial Debate and Voting Mechanisms in LLM-Based Multi-Agents,2025-03-27,2025,Applied Sciences,10.3390/app15073676,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/app15073676,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/isctis70043.2026.11571895,,MIPA: Multi-Agent Interval Analysis via Value-Flow and LLM-Solver Co-Reasoning,2026-05-15,2026,2026 6th International Symposium on Computer Technology and Information Science (ISCTIS),10.1109/isctis70043.2026.11571895,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/isctis70043.2026.11571895,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-95-3456-2_26,,MirrorMind: A Dual-Agent AI Interview Simulator Powered by LLMs,2025-10-16,2025,Lecture notes in computer science,10.1007/978-981-95-3456-2_26,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-95-3456-2_26,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3774904.3792557,,Mitigating Cognitive Vulnerabilities in Code Generation via Multi-Agent Adversarial Debate,2026-04-12,2026,The Web Conference,10.1145/3774904.3792557,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3774904.3792557,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-29237-7_38,,Mitigating Hallucinations in Agentic AI Systems Through Self-Verification and Multi-agent Consensus Mechanisms,2026-06-27,2026,"Smart innovation, systems and technologies",10.1007/978-3-032-29237-7_38,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-29237-7_38,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/tnnls.2026.3655508,,Mitigating LLM Hallucination Snowballing in Multiagent Systems via Context-Aware Semantic Consistency Reasoning.,2026-01-28,2026,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2026.3655508,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/tnnls.2026.3655508,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/iccvw69036.2025.00793,,Modeling Cognitive and Implicit Biases in Multi-Agent Medical Systems for Clinical Diagnoses,2025-10-19,2025,,10.1109/iccvw69036.2025.00793,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/iccvw69036.2025.00793,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20606349,,Modern Act of Know-How: Conductor Quartet — Subject-Isolated Multi-Agent Orchestration for Hallucination-Resistant LLM Processing in Legal and Institutional Environments,2026-06-08,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20606349,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20606349,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1609/aaai.v40i35.40231,,MPAS: Breaking Sequential Constraints of Multi-Agent Communication Topologies via Individual-Epistemic Message Propagation,2026-01-07,2026,Open MIND,10.1609/aaai.v40i35.40231,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1609/aaai.v40i35.40231,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-31048-4_17,,Multi-agent Courtroom Simulation System for Forensic Nursing Testimony Training,2026-01-01,2026,Lecture notes in computer science,10.1007/978-3-032-31048-4_17,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-31048-4_17,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icacte66284.2025.11412132,,Multi-Agent Enhanced Retrieval-Augmented Generation for Open-Domain Table Question Answering,2025-09-26,2025,International Conference on Advanced Computer Theory and Engineering,10.1109/icacte66284.2025.11412132,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icacte66284.2025.11412132,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/ceepe69795.2026.11552199,,Multi-Agent Large Language Model Framework for Power Grid Emergency Material Support: Construction and Application,2026-04-17,2026,"2026 9th International Conference on Energy, Electrical and Power Engineering (CEEPE)",10.1109/ceepe69795.2026.11552199,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/ceepe69795.2026.11552199,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.19545651,,Multi-Agent LLM Deliberation on Contested National Identity: A 100-Agent Simulation of the Bob Marley National Hero Debate,2026-04-12,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19545651,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.19545651,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6379203,,Multi-agent LLMs for Intelligent Retrieval and Summarization in Enterprise Data Leaks,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6379203,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6379203,corpus/sets/01_search_catalog/search_catalog.csv
